Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a7,1,0.003064,8.768902,[47 29] ; [111  27],[56.11214953 19.88785047] ; [101.88785047  36.11214953],0
p9,1,0.006927,7.291877,[46 28] ; [108  28],[54.26666667 19.73333333] ; [99.73333333 36.26666667],0
p7,1,0.010434,6.559259,[32 42] ; [85 53],[40.83962264 33.16037736] ; [76.16037736 61.83962264],0
r1,1,0.026968,4.892831,[67  8] ; [107  32],[60.98130841 14.01869159] ; [113.01869159  25.98130841],0
b1,1,0.030185,4.698719,[33 43] ; [40 99],[25.80465116 50.19534884] ; [47.19534884 91.80465116],0
p6,1,0.033178,4.53658,[14 59] ; [45 91],[20.6076555 52.3923445] ; [38.3923445 97.6076555],0
p10,1,0.06256,3.468174,[43 31] ; [97 40],[49.09952607 24.90047393] ; [90.90047393 46.09952607],0
u3,1,0.06514,3.401424,[23  6] ; [27 19],[19.33333333  9.66666667] ; [30.66666667 15.33333333],0
a8,1,0.065422,3.394309,[ 2 68] ; [ 13 116],[ 5.27638191 64.72361809] ; [  9.72361809 119.27638191],0
p1,1,0.066939,3.356536,[ 9 66] ; [  7 131],[ 5.63380282 69.36619718] ; [ 10.36619718 127.63380282],0
p3,1,0.069003,3.30658,[36 39] ; [49 90],[29.78971963 45.21028037] ; [55.21028037 83.78971963],0
p11,1,0.07949,3.075298,[47 29] ; [102  37],[52.66976744 23.33023256] ; [96.33023256 42.66976744],0
s6,1,0.08053,3.054168,[37 38] ; [84 52],[43.00947867 31.99052133] ; [77.99052133 58.00947867],0
u2,1,0.117686,2.447844,[21  8] ; [25 21],[17.78666667 11.21333333] ; [28.21333333 17.78666667],0
v2,1,0.166461,1.914529,[31 38] ; [75 61],[35.67804878 33.32195122] ; [70.32195122 65.67804878],0
p12,1,0.183185,1.771593,[ 1 72] ; [  7 132],[ 2.75471698 70.24528302] ; [  5.24528302 133.75471698],0
n1,1,0.198244,1.655267,[ 9 15] ; [ 8 28],[ 6.8 17.2] ; [10.2 25.8],0
s5,1,0.22973,1.442535,[16 54] ; [41 92],[19.65517241 50.34482759] ; [37.34482759 95.65517241],0
v4,1,0.310064,1.030404,[70  5] ; [134   5],[71.4953271  3.5046729] ; [132.5046729   6.4953271],0
d3,1,0.347844,0.881307,[51 25] ; [101  37],[53.98130841 22.01869159] ; [98.01869159 39.98130841],0
s4,1,0.366564,0.815278,[13 63] ; [ 31 108],[15.55348837 60.44651163] ; [ 28.44651163 110.55348837],0
a3,1,0.407896,0.684924,[46 30] ; [92 47],[48.78139535 27.21860465] ; [89.21860465 49.78139535],0
s7,1,0.431593,0.618532,[22 46] ; [52 85],[24.54634146 43.45365854] ; [49.45365854 87.54634146],0
b4,1,0.492989,0.469996,[49 27] ; [83 56],[46.66046512 29.33953488] ; [85.33953488 53.66046512],0
s2,1,0.50306,0.448475,[30 46] ; [61 77],[32.31775701 43.68224299] ; [58.68224299 79.31775701],0
n4,1,0.531424,0.391669,[30 46] ; [61 78],[32.16744186 43.83255814] ; [58.83255814 80.16744186],0
n3,1,0.548256,0.360451,[17  6] ; [29  7],[17.93220339  5.06779661] ; [28.06779661  7.93220339],0
v1,1,0.549054,0.359015,[30 45] ; [48 86],[27.99043062 47.00956938] ; [50.00956938 83.99043062],0
s1,1,0.559808,0.340037,[ 4 72] ; [  5 134],[ 3.18139535 72.81860465] ; [  5.81860465 133.18139535],0
s3,1,0.645722,0.211336,[38 38] ; [64 73],[36.3943662 39.6056338] ; [65.6056338 71.3943662],0
p2,1,0.657055,0.197121,[55 20] ; [105  33],[56.33802817 18.66197183] ; [103.66197183  34.33802817],0
a5,1,0.66091,0.19242,[52 24] ; [91 48],[50.54883721 25.45116279] ; [92.45116279 46.54883721],0
r3,1,0.663234,0.189619,[75  1] ; [138   1],[75.29302326  0.70697674] ; [137.70697674   1.29302326],0
r2,1,0.679768,0.170388,[73  3] ; [134   4],[73.51401869  2.48598131] ; [133.48598131   4.51401869],0
a4,1,0.705796,0.142512,[27 49] ; [53 86],[28.27906977 47.72093023] ; [51.72093023 87.27906977],0
u1,1,0.709454,0.138823,[ 8 68] ; [ 17 122],[ 8.8372093 67.1627907] ; [ 16.1627907 122.8372093],0
d5,1,0.720003,0.12849,[60 16] ; [106  32],[58.95327103 17.04672897] ; [107.04672897  30.95327103],0
b2,1,0.740869,0.109364,[14 30] ; [22 54],[13.2 30.8] ; [22.8 53.2],0
b3,1,0.740869,0.109364,[14 30] ; [22 54],[13.2 30.8] ; [22.8 53.2],0
p5,1,0.747012,0.104059,[ 3 71] ; [  7 132],[ 3.4741784 70.5258216] ; [  6.5258216 132.4741784],0
n2,1,0.761799,0.091881,[18  6] ; [25 10],[17.49152542  6.50847458] ; [25.50847458  9.49152542],0
v3,1,0.807658,0.059267,[21 48] ; [38 94],[20.25373134 48.74626866] ; [38.74626866 93.25373134],0
d4,1,0.831935,0.045037,[62 14] ; [115  24],[62.56744186 13.43255814] ; [114.43255814  24.56744186],0
s8,1,0.849101,0.036201,[26 50] ; [49 89],[26.63551402 49.36448598] ; [48.36448598 89.63551402],0
a6,1,0.865209,0.028814,[49 27] ; [88 51],[48.42790698 27.57209302] ; [88.57209302 50.42790698],0
d2,1,0.8939,0.017788,[31 45] ; [58 81],[31.46046512 44.53953488] ; [57.53953488 81.46046512],0
a2,1,0.894558,0.017567,[12 64] ; [ 21 118],[11.66511628 64.33488372] ; [ 21.33488372 117.66511628],0
a1,1,0.897187,0.016697,[ 3 73] ; [  6 133],[ 3.18139535 72.81860465] ; [  5.81860465 133.18139535],0
p8,1,0.921677,0.009667,[31 44] ; [58 80],[31.33802817 43.66197183] ; [57.66197183 80.33802817],0
b5,1,0.928479,0.008057,[46 30] ; [85 54],[46.30697674 29.69302326] ; [84.69302326 54.30697674],0
d1,1,0.932191,0.00724,[40 36] ; [74 65],[40.29767442 35.70232558] ; [73.70232558 65.29767442],0
p4,1,0.977276,0.000811,[33 42] ; [61 77],[33.09859155 41.90140845] ; [60.90140845 77.09859155],0
