Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,4e-06,21.293862,[44  4] ; [25 26],[33.45454545 14.54545455] ; [35.54545455 15.45454545],1
p2,1,2.2e-05,18.00357,[39  8] ; [21 30],[28.7755102 18.2244898] ; [31.2244898 19.7755102],1
s6,1,7.5e-05,15.679313,[28 20] ; [10 41],[18.42424242 29.57575758] ; [19.57575758 31.42424242],1
s8,1,8.7e-05,15.403235,[20 28] ; [ 4 47],[11.63636364 36.36363636] ; [12.36363636 38.63636364],1
p7,1,0.000114,14.895979,[28 15] ; [13 38],[18.75531915 24.24468085] ; [22.24468085 28.75531915],1
r4,1,0.000118,14.821006,[38 10] ; [21 30],[28.60606061 19.39393939] ; [30.39393939 20.60606061],1
v4,1,0.000211,13.734685,[43  4] ; [30 21],[35.01020408 11.98979592] ; [37.98979592 13.01020408],1
p8,1,0.000558,11.911171,[22 26] ; [ 7 43],[14.20408163 33.79591837] ; [14.79591837 35.20408163],1
p10,1,0.001875,9.667969,[31 17] ; [17 34],[23.27272727 24.72727273] ; [24.72727273 26.27272727],0
p4,1,0.004122,8.229232,[22 25] ; [10 41],[15.34693878 31.65306122] ; [16.65306122 34.34693878],0
p9,1,0.005461,7.720167,[34 14] ; [22 29],[27.15151515 20.84848485] ; [28.84848485 22.15151515],0
p6,1,0.010574,6.535612,[14 32] ; [ 5 46],[ 9.01030928 36.98969072] ; [ 9.98969072 41.01030928],0
s2,1,0.025637,4.980323,[20 27] ; [11 40],[14.86734694 32.13265306] ; [16.13265306 34.86734694],0
b5,1,0.027068,4.886459,[34 14] ; [25 26],[28.60606061 19.39393939] ; [30.39393939 20.60606061],0
s3,1,0.052327,3.765286,[29 18] ; [21 29],[24.22680412 22.77319588] ; [25.77319588 24.22680412],0
a1,1,0.057311,3.613533,[ 2 46] ; [ 8 43],[ 4.84848485 43.15151515] ; [ 5.15151515 45.84848485],0
b1,1,0.058942,3.566912,[22 26] ; [33 18],[26.66666667 21.33333333] ; [28.33333333 22.66666667],0
n2,1,0.068406,3.320866,[10  3] ; [11 13],[7.37837838 5.62162162] ; [13.62162162 10.37837838],0
r1,1,0.071748,3.242577,[33 15] ; [26 25],[28.60606061 19.39393939] ; [30.39393939 20.60606061],0
u2,1,0.082667,3.011681,[17  7] ; [ 9 11],[14.18181818  9.81818182] ; [11.81818182  8.18181818],0
u3,1,0.082667,3.011681,[17  7] ; [ 9 11],[14.18181818  9.81818182] ; [11.81818182  8.18181818],0
s7,1,0.099451,2.714326,[14 30] ; [ 8 39],[10.63736264 33.36263736] ; [11.36263736 35.63736264],0
s1,1,0.104853,2.63013,[ 2 45] ; [ 7 44],[ 4.31632653 42.68367347] ; [ 4.68367347 46.31632653],0
v3,1,0.135203,2.231719,[ 4 43] ; [ 9 38],[ 6.5 40.5] ; [ 6.5 40.5],0
v1,1,0.150284,2.06937,[18 28] ; [13 38],[14.70103093 31.29896907] ; [16.29896907 34.70103093],0
d3,1,0.180187,1.796083,[30 18] ; [24 25],[26.72164948 21.27835052] ; [27.27835052 21.72164948],0
a3,1,0.231425,1.432085,[24 24] ; [31 19],[26.93877551 21.06122449] ; [28.06122449 21.93877551],0
d4,1,0.237553,1.395059,[36 12] ; [32 18],[33.30612245 14.69387755] ; [34.69387755 15.30612245],0
a5,1,0.261558,1.260494,[28 20] ; [24 27],[25.21212121 22.78787879] ; [26.78787879 24.21212121],0
d2,1,0.286601,1.135519,[17 31] ; [23 27],[19.59183673 28.40816327] ; [20.40816327 29.59183673],0
r2,1,0.343199,0.898447,[41  7] ; [39 11],[39.18367347  8.81632653] ; [40.81632653  9.18367347],0
u1,1,0.357871,0.845351,[ 4 44] ; [ 2 49],[ 2.90909091 45.09090909] ; [ 3.09090909 47.90909091],0
s4,1,0.361251,0.833541,[11 37] ; [ 8 43],[ 9.21212121 38.78787879] ; [ 9.78787879 41.21212121],0
p3,1,0.391462,0.734396,[16 32] ; [13 38],[14.06060606 33.93939394] ; [14.93939394 36.06060606],0
a4,1,0.432034,0.61735,[17 31] ; [22 29],[18.90909091 29.09090909] ; [20.09090909 30.90909091],0
n5,1,0.495385,0.464809,[18 29] ; [23 28],[19.66326531 27.33673469] ; [21.33673469 29.66326531],0
b4,1,0.499987,0.454963,[25 23] ; [30 21],[26.66666667 21.33333333] ; [28.33333333 22.66666667],0
d5,1,0.512811,0.428328,[30 18] ; [28 22],[28.40816327 19.59183673] ; [29.59183673 20.40816327],0
p5,1,0.533661,0.387415,[ 2 46] ; [ 1 49],[ 1.46938776 46.53061224] ; [ 1.53061224 48.46938776],0
s5,1,0.534488,0.385851,[10 37] ; [ 8 41],[ 8.8125 38.1875] ; [ 9.1875 39.8125],0
p1,1,0.536633,0.381815,[ 3 44] ; [ 5 46],[ 3.83673469 43.16326531] ; [ 4.16326531 46.83673469],0
b2,1,0.578185,0.309179,[ 8 24] ; [10 22],[ 9. 23.] ; [ 9. 23.],0
b3,1,0.578185,0.309179,[ 8 24] ; [10 22],[ 9. 23.] ; [ 9. 23.],0
a8,1,0.58797,0.293526,[ 6 39] ; [ 5 46],[ 5.15625 39.84375] ; [ 5.84375 45.15625],0
n4,1,0.608563,0.262273,[26 22] ; [25 26],[24.72727273 23.27272727] ; [26.27272727 24.72727273],0
n3,1,0.631259,0.230358,[6 7] ; [12 10],[6.68571429 6.31428571] ; [11.31428571 10.68571429],0
d1,1,0.664725,0.187835,[18 30] ; [17 34],[16.96969697 31.03030303] ; [18.03030303 32.96969697],0
a6,1,0.790866,0.070324,[31 17] ; [31 19],[30.36734694 17.63265306] ; [31.63265306 18.36734694],0
a2,1,0.897145,0.01671,[ 8 40] ; [ 9 42],[ 8.24242424 39.75757576] ; [ 8.75757576 42.24242424],0
n1,1,0.954089,0.003315,[5 8] ; [ 9 15],[4.91891892 8.08108108] ; [ 9.08108108 14.91891892],0
a7,1,0.970154,0.0014,[29 19] ; [31 20],[29.09090909 18.90909091] ; [30.90909091 20.09090909],0
