Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,29.238213,[85 18] ; [ 3 13],[76.16806723 26.83193277] ; [11.83193277  4.16806723],1
v4,1,2.9e-05,17.51185,[93 10] ; [8 8],[87.42016807 15.57983193] ; [13.57983193  2.42016807],1
p2,1,0.000148,14.392835,[79 23] ; [ 5 11],[72.61016949 29.38983051] ; [11.38983051  4.61016949],1
r1,1,0.000151,14.361503,[83 19] ; [ 6 10],[76.93220339 25.06779661] ; [12.06779661  3.93220339],1
r3,1,0.004665,8.005059,[91 11] ; [10  6],[87.30508475 14.69491525] ; [13.69491525  2.30508475],0
d5,1,0.005547,7.69174,[87 15] ; [9 7],[82.98305085 19.01694915] ; [13.01694915  2.98305085],0
s2,1,0.005755,7.625577,[43 59] ; [ 1 15],[38.03389831 63.96610169] ; [ 5.96610169 10.03389831],0
b1,1,0.013064,6.16039,[43 60] ; [12  4],[47.60504202 55.39495798] ; [7.39495798 8.60504202],0
p9,1,0.018869,5.513625,[73 27] ; [7 9],[68.96551724 31.03448276] ; [11.03448276  4.96551724],0
d1,1,0.02882,4.778342,[56 47] ; [ 4 12],[51.93277311 51.06722689] ; [8.06722689 7.93277311],0
p10,1,0.04423,4.047752,[64 36] ; [ 6 10],[60.34482759 39.65517241] ; [9.65517241 6.34482759],0
d3,1,0.058643,3.575366,[79 22] ; [9 7],[75.96581197 25.03418803] ; [12.03418803  3.96581197],0
a6,1,0.066618,3.36444,[84 18] ; [10  6],[81.25423729 20.74576271] ; [12.74576271  3.25423729],0
p3,1,0.068198,3.325875,[38 64] ; [ 2 13],[34.87179487 67.12820513] ; [5.12820513 9.87179487],0
u3,1,0.107181,2.595297,[23  8] ; [3 4],[21.21052632  9.78947368] ; [4.78947368 2.21052632],0
s8,1,0.126125,2.339563,[32 71] ; [ 2 14],[29.42857143 73.57142857] ; [ 4.57142857 11.42857143],0
n4,1,0.132481,2.263187,[53 50] ; [ 5 11],[50.20168067 52.79831933] ; [7.79831933 8.20168067],0
p12,1,0.134161,2.243684,[ 1 99] ; [ 1 15],[ 1.72413793 98.27586207] ; [ 0.27586207 15.72413793],0
a1,1,0.142801,2.147518,[ 4 99] ; [ 2 14],[ 5.19327731 97.80672269] ; [ 0.80672269 15.19327731],0
d4,1,0.163756,1.939197,[85 17] ; [11  5],[82.98305085 19.01694915] ; [13.01694915  2.98305085],0
n2,1,0.166045,1.918292,[20 11] ; [3 5],[18.28205128 12.71794872] ; [4.71794872 3.28205128],0
s3,1,0.198063,1.656604,[49 52] ; [ 5 11],[46.61538462 54.38461538] ; [7.38461538 8.61538462],0
p4,1,0.217389,1.521526,[42 60] ; [ 4 12],[39.76271186 62.23728814] ; [6.23728814 9.76271186],0
s5,1,0.22265,1.487209,[18 79] ; [ 1 15],[16.30973451 80.69026549] ; [ 2.69026549 13.30973451],0
s1,1,0.242107,1.368283,[ 5 95] ; [ 2 14],[ 6.03448276 93.96551724] ; [ 0.96551724 15.03448276],0
d2,1,0.244628,1.353723,[41 61] ; [ 4 12],[38.89830508 63.10169492] ; [6.10169492 9.89830508],0
s6,1,0.333652,0.934673,[52 51] ; [ 6 10],[50.20168067 52.79831933] ; [7.79831933 8.20168067],0
p11,1,0.347791,0.881502,[58 45] ; [7 9],[56.2605042 46.7394958] ; [8.7394958 7.2605042],0
a8,1,0.352824,0.863276,[10 84] ; [ 3 13],[11.10909091 82.89090909] ; [ 1.89090909 14.10909091],0
s4,1,0.364485,0.822382,[15 88] ; [ 1 15],[13.8487395 89.1512605] ; [ 2.1512605 13.8487395],0
v3,1,0.388575,0.743396,[28 68] ; [ 3 13],[26.57142857 69.42857143] ; [ 4.42857143 11.57142857],0
s7,1,0.424273,0.638448,[31 66] ; [ 3 11],[29.71171171 67.28828829] ; [4.28828829 9.71171171],0
p6,1,0.441164,0.593254,[22 78] ; [ 2 13],[20.86956522 79.13043478] ; [ 3.13043478 11.86956522],0
b5,1,0.446797,0.578764,[68 35] ; [9 7],[66.64705882 36.35294118] ; [10.35294118  5.64705882],0
a3,1,0.489124,0.478452,[71 32] ; [9 6],[69.83050847 33.16949153] ; [10.16949153  4.83050847],0
v1,1,0.504835,0.444757,[40 60] ; [ 5 11],[38.79310345 61.20689655] ; [6.20689655 9.79310345],0
u2,1,0.593421,0.285034,[21 10] ; [4 3],[20.39473684 10.60526316] ; [4.60526316 2.39473684],0
p8,1,0.601606,0.272581,[40 59] ; [ 5 10],[39.07894737 59.92105263] ; [5.92105263 9.07894737],0
v2,1,0.619271,0.246893,[45 51] ; [6 9],[44.10810811 51.89189189] ; [6.89189189 8.10810811],0
n5,1,0.61933,0.246811,[45 57] ; [ 6 10],[44.08474576 57.91525424] ; [6.91525424 9.08474576],0
b4,1,0.636557,0.223273,[58 45] ; [8 8],[57.12605042 45.87394958] ; [8.87394958 7.12605042],0
a5,1,0.665035,0.187465,[70 33] ; [10  6],[69.24369748 33.75630252] ; [10.75630252  5.24369748],0
n1,1,0.685117,0.164423,[ 9 21] ; [3 5],[ 9.47368421 20.52631579] ; [2.52631579 5.47368421],0
b3,1,0.712626,0.135668,[14 41] ; [2 8],[13.53846154 41.46153846] ; [2.46153846 7.53846154],0
b2,1,0.712626,0.135668,[14 41] ; [2 8],[13.53846154 41.46153846] ; [2.46153846 7.53846154],0
a2,1,0.747136,0.103953,[23 80] ; [ 3 13],[22.50420168 80.49579832] ; [ 3.49579832 12.50420168],0
p1,1,0.82337,0.049824,[ 8 94] ; [ 1 15],[ 7.77966102 94.22033898] ; [ 1.22033898 14.77966102],0
n3,1,0.825309,0.048718,[20 10] ; [5 3],[19.73684211 10.26315789] ; [5.26315789 2.73684211],0
a4,1,0.860659,0.030812,[41 62] ; [ 6 10],[40.68067227 62.31932773] ; [6.31932773 9.68067227],0
p7,1,0.938493,0.005954,[47 49] ; [8 8],[47.14285714 48.85714286] ; [7.85714286 8.14285714],0
