Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.000117,14.848413,[ 2 10] ; [29  8],[7.59183673 4.40816327] ; [23.40816327 13.59183673],1
n6,1,0.001817,9.725561,[4 8] ; [30  7],[8.32653061 3.67346939] ; [25.67346939 11.32653061],0
n2,1,0.002454,9.174553,[1 5] ; [18  4],[4.07142857 1.92857143] ; [14.92857143  7.07142857],0
a5,1,0.005561,7.68736,[3 9] ; [26 11],[7.10204082 4.89795918] ; [21.89795918 15.10204082],0
u3,1,0.027397,4.865608,[6 1] ; [4 8],[3.68421053 3.31578947] ; [6.31578947 5.68421053],0
d2,1,0.034877,4.451201,[ 2 10] ; [19 18],[5.14285714 6.85714286] ; [15.85714286 21.14285714],0
v2,1,0.047968,3.911111,[ 1 11] ; [14 22],[3.75 8.25] ; [11.25 24.75],0
s2,1,0.053974,3.713518,[ 1 11] ; [14 23],[3.67346939 8.32653061] ; [11.32653061 25.67346939],0
s3,1,0.056453,3.638631,[ 1 10] ; [14 21],[3.58695652 7.41304348] ; [11.41304348 23.58695652],0
p6,1,0.074117,3.189414,[ 1 11] ; [13 24],[3.42857143 8.57142857] ; [10.57142857 26.42857143],0
a6,1,0.079696,3.071082,[3 9] ; [20 17],[5.63265306 6.36734694] ; [17.36734694 19.63265306],0
a3,1,0.085192,2.962963,[5 7] ; [25 11],[7.5 4.5] ; [22.5 13.5],0
a7,1,0.110763,2.543305,[9 3] ; [18 19],[6.6122449 5.3877551] ; [20.3877551 16.6122449],0
v3,1,0.123658,2.37037,[ 1 11] ; [11 25],[3. 9.] ; [ 9. 27.],0
s6,1,0.13057,2.285714,[3 9] ; [18 18],[5.25 6.75] ; [15.75 20.25],0
a4,1,0.157299,2.0,[ 2 10] ; [14 22],[4. 8.] ; [12. 24.],0
s7,1,0.166091,1.917873,[2 9] ; [14 20],[3.91111111 7.08888889] ; [12.08888889 21.91111111],0
r4,1,0.174149,1.846864,[ 2 10] ; [14 23],[3.91836735 8.08163265] ; [12.08163265 24.91836735],0
s8,1,0.208209,1.583838,[ 2 10] ; [13 23],[3.75 8.25] ; [11.25 24.75],0
p4,1,0.232932,1.422868,[3 9] ; [16 20],[4.75 7.25] ; [14.25 21.75],0
d4,1,0.259709,1.270306,[9 3] ; [21 16],[7.34693878 4.65306122] ; [22.65306122 14.34693878],0
s5,1,0.348443,0.879121,[ 2 10] ; [11 25],[3.25 8.75] ; [ 9.75 26.25],0
n1,1,0.356981,0.848485,[2 4] ; [12 10],[3. 3.] ; [11. 11.],0
u2,1,0.361466,0.832792,[5 2] ; [6 6],[4.05263158 2.94736842] ; [6.94736842 5.05263158],0
p3,1,0.368688,0.808081,[5 7] ; [10 26],[3.75 8.25] ; [11.25 24.75],0
v1,1,0.416871,0.659119,[3 9] ; [14 23],[4.16326531 7.83673469] ; [12.83673469 24.16326531],0
r1,1,0.455714,0.5564,[5 7] ; [20 17],[6.12244898 5.87755102] ; [18.87755102 18.12244898],0
b5,1,0.543891,0.368375,[8 4] ; [21 16],[7.10204082 4.89795918] ; [21.89795918 15.10204082],0
d3,1,0.559775,0.340094,[7 5] ; [18 19],[6.12244898 5.87755102] ; [18.87755102 18.12244898],0
n3,1,0.600698,0.273945,[3 3] ; [13  8],[3.55555556 2.44444444] ; [12.44444444  8.55555556],0
a2,1,0.634295,0.226282,[ 1 11] ; [ 5 32],[ 1.46938776 10.53061224] ; [ 4.53061224 32.46938776],0
b1,1,0.656128,0.198261,[8 4] ; [22 15],[7.34693878 4.65306122] ; [22.65306122 14.34693878],0
d1,1,0.656128,0.198261,[4 8] ; [15 22],[4.65306122 7.34693878] ; [14.34693878 22.65306122],0
b4,1,0.683393,0.166332,[7 5] ; [24 13],[7.59183673 4.40816327] ; [23.40816327 13.59183673],0
s4,1,0.711322,0.13696,[ 2 10] ; [ 8 29],[2.44897959 9.55102041] ; [ 7.55102041 29.44897959],0
p2,1,0.730647,0.118519,[8 4] ; [22 14],[7.5 4.5] ; [22.5 13.5],0
p8,1,0.738005,0.111888,[5 7] ; [17 19],[5.5 6.5] ; [16.5 19.5],0
p10,1,0.778505,0.079111,[8 4] ; [23 14],[7.59183673 4.40816327] ; [23.40816327 13.59183673],0
p11,1,0.79565,0.067071,[5 7] ; [17 20],[5.3877551 6.6122449] ; [16.6122449 20.3877551],0
r2,1,0.80008,0.064133,[10  2] ; [28  7],[9.70212766 2.29787234] ; [28.29787234  6.70212766],0
p9,1,0.902418,0.015033,[8 4] ; [22 12],[7.82608696 4.17391304] ; [22.17391304 11.82608696],0
d5,1,0.909281,0.012984,[8 4] ; [24 13],[7.83673469 4.16326531] ; [24.16326531 12.83673469],0
p7,1,0.911385,0.012386,[4 7] ; [13 21],[4.15555556 6.84444444] ; [12.84444444 21.15555556],0
p1,1,0.980246,0.000613,[ 1 11] ; [ 3 34],[ 0.97959184 11.02040816] ; [ 3.02040816 33.97959184],0
