Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,7.3e-05,15.720863,[23  6] ; [38 63],[13.60769231 15.39230769] ; [47.39230769 53.60769231],1
s2,1,0.002569,9.090713,[ 9 20] ; [ 9 91],[ 4.04651163 24.95348837] ; [13.95348837 86.04651163],0
a1,1,0.010133,6.611417,[ 3 26] ; [  1 100],[ 0.89230769 28.10769231] ; [ 3.10769231 97.89230769],0
p4,1,0.011354,6.409013,[17 12] ; [33 68],[11.15384615 17.84615385] ; [38.84615385 62.15384615],0
p8,1,0.034188,4.485268,[17 12] ; [37 64],[12.04615385 16.95384615] ; [41.95384615 59.04615385],0
b3,1,0.040716,4.187814,[7 9] ; [ 9 40],[ 3.93846154 12.06153846] ; [12.06153846 36.93846154],0
b2,1,0.040716,4.187814,[7 9] ; [ 9 40],[ 3.93846154 12.06153846] ; [12.06153846 36.93846154],0
p5,1,0.052121,3.771891,[ 4 25] ; [ 4 97],[ 1.78461538 27.21538462] ; [ 6.21538462 94.78461538],0
s5,1,0.070851,3.2632,[ 8 20] ; [14 86],[ 4.8125 23.1875] ; [17.1875 82.8125],0
a4,1,0.07819,3.102134,[11 18] ; [22 79],[ 7.36153846 21.63846154] ; [25.63846154 75.36153846],0
u2,1,0.089428,2.884632,[10  4] ; [19 23],[7.25 6.75] ; [21.75 20.25],0
n3,1,0.089799,2.87798,[12  4] ; [19 19],[9.18518519 6.81481481] ; [21.81481481 16.18518519],0
s7,1,0.090045,2.873563,[ 9 20] ; [16 80],[ 5.8 23.2] ; [19.2 76.8],0
p3,1,0.102702,2.663076,[12 17] ; [26 75],[ 8.47692308 20.52307692] ; [29.52307692 71.47692308],0
r1,1,0.117989,2.443816,[14 15] ; [65 36],[17.62307692 11.37692308] ; [61.37692308 39.62307692],0
v4,1,0.12184,2.393506,[28  1] ; [87 14],[25.65384615  3.34615385] ; [89.34615385 11.65384615],0
r2,1,0.168357,1.897511,[26  3] ; [79 22],[23.42307692  5.57692308] ; [81.57692308 19.42307692],0
s4,1,0.18503,1.756755,[ 7 22] ; [14 87],[ 4.68461538 24.31538462] ; [16.31538462 84.68461538],0
d4,1,0.199791,1.643901,[18 11] ; [75 26],[20.74615385  8.25384615] ; [72.25384615 28.74615385],0
n2,1,0.208446,1.582187,[12  4] ; [21 16],[9.96226415 6.03773585] ; [23.03773585 13.96226415],0
