Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.002926,8.853179,[3 3] ; [86  9],[5.28712871 0.71287129] ; [83.71287129 11.28712871],0
r3,1,0.005443,7.72617,[3 3] ; [84 10],[5.22 0.78] ; [81.78 12.22],0
n5,1,0.005845,7.597338,[1 5] ; [66 27],[4.06060606 1.93939394] ; [62.93939394 30.06060606],0
d5,1,0.006025,7.542834,[2 4] ; [77 18],[4.69306931 1.30693069] ; [74.30693069 20.69306931],0
n4,1,0.00735,7.185484,[1 5] ; [65 28],[4. 2.] ; [62. 31.],0
a1,1,0.008649,6.89383,[2 4] ; [ 5 90],[0.41584158 5.58415842] ; [ 6.58415842 88.41584158],0
r1,1,0.009343,6.756145,[2 4] ; [74 19],[4.60606061 1.39393939] ; [71.39393939 21.60606061],0
n6,1,0.013904,6.050255,[1 4] ; [67 26],[3.46938776 1.53061224] ; [64.53061224 28.46938776],0
n2,1,0.019177,5.485333,[1 3] ; [24  6],[2.94117647 1.05882353] ; [22.05882353  7.94117647],0
n3,1,0.019177,5.485333,[1 3] ; [24  6],[2.94117647 1.05882353] ; [22.05882353  7.94117647],0
s1,1,0.020125,5.401047,[2 4] ; [ 6 86],[0.48979592 5.51020408] ; [ 7.51020408 84.48979592],0
s6,1,0.025706,4.97572,[2 4] ; [67 22],[4.35789474 1.64210526] ; [64.64210526 24.35789474],0
a7,1,0.034109,4.489228,[2 4] ; [70 25],[4.27722772 1.72277228] ; [67.72277228 27.27722772],0
v2,1,0.036446,4.376122,[1 5] ; [56 37],[3.45454545 2.54545455] ; [53.54545455 39.45454545],0
b4,1,0.06242,3.471879,[1 5] ; [53 42],[3.20792079 2.79207921] ; [50.79207921 44.20792079],0
d1,1,0.070137,3.279811,[1 5] ; [52 43],[3.14851485 2.85148515] ; [49.85148515 45.14851485],0
b5,1,0.077747,3.111378,[2 4] ; [65 30],[3.98019802 2.01980198] ; [63.01980198 31.98019802],0
d2,1,0.097147,2.751772,[1 5] ; [49 46],[2.97029703 3.02970297] ; [47.02970297 47.97029703],0
p2,1,0.14999,2.072354,[3 3] ; [71 22],[4.48484848 1.51515152] ; [69.51515152 23.48484848],0
s8,1,0.172316,1.862682,[1 5] ; [42 51],[2.60606061 3.39393939] ; [40.39393939 52.60606061],0
p3,1,0.232541,1.425254,[1 4] ; [44 49],[2.29591837 2.70408163] ; [42.70408163 50.29591837],0
s5,1,0.251754,1.313546,[1 5] ; [35 52],[2.32258065 3.67741935] ; [33.67741935 53.32258065],0
s7,1,0.285137,1.142444,[2 4] ; [48 38],[3.26086957 2.73913043] ; [46.73913043 39.26086957],0
d3,1,0.290396,1.117786,[3 3] ; [67 28],[4.15841584 1.84158416] ; [65.84158416 29.15841584],0
s3,1,0.294811,1.097521,[2 4] ; [52 42],[3.24 2.76] ; [50.76 43.24],0
p9,1,0.296692,1.089003,[3 3] ; [64 27],[4.1443299 1.8556701] ; [62.8556701 28.1443299],0
p8,1,0.300753,1.070853,[1 5] ; [35 58],[2.18181818 3.81818182] ; [33.81818182 59.18181818],0
a5,1,0.350798,0.870567,[3 3] ; [65 30],[4.03960396 1.96039604] ; [63.96039604 31.03960396],0
a3,1,0.371576,0.798387,[5 1] ; [61 32],[4. 2.] ; [62. 31.],0
b2,1,0.379981,0.770763,[2 2] ; [13 32],[1.2244898 2.7755102] ; [13.7755102 31.2244898],0
b3,1,0.379981,0.770763,[2 2] ; [13 32],[1.2244898 2.7755102] ; [13.7755102 31.2244898],0
b1,1,0.503848,0.446822,[4 2] ; [50 45],[3.20792079 2.79207921] ; [50.79207921 44.20792079],0
a6,1,0.628556,0.234024,[3 3] ; [57 38],[3.56435644 2.43564356] ; [56.43564356 38.56435644],0
p1,1,0.647269,0.209361,[1 5] ; [10 84],[0.66 5.34] ; [10.34 83.66],0
v3,1,0.700309,0.148151,[2 4] ; [38 54],[2.44897959 3.55102041] ; [37.55102041 54.44897959],0
s2,1,0.720926,0.127607,[3 3] ; [54 40],[3.42 2.58] ; [53.58 40.42],0
p10,1,0.762151,0.091601,[4 2] ; [55 36],[3.64948454 2.35051546] ; [55.35051546 35.64948454],0
p7,1,0.937627,0.006123,[3 3] ; [47 44],[3.09278351 2.90721649] ; [46.90721649 44.09278351],0
p4,1,1.0,0.0,[3 3] ; [47 47],[3. 3.] ; [47. 47.],0
a4,1,1.0,0.0,[3 3] ; [47 47],[3. 3.] ; [47. 47.],0
