Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.001059,10.721621,[15 11] ; [13 47],[ 8.46511628 17.53488372] ; [19.53488372 40.46511628],0
s7,1,0.005631,7.664862,[12 13] ; [10 45],[ 6.875 18.125] ; [15.125 39.875],0
s5,1,0.007342,7.187416,[10 14] ; [ 9 52],[ 5.36470588 18.63529412] ; [13.63529412 47.36470588],0
s6,1,0.00828,6.971797,[15 10] ; [18 43],[ 9.59302326 15.40697674] ; [23.40697674 37.59302326],0
n1,1,0.014306,6.0,[6 2] ; [ 9 23],[3. 5.] ; [12. 20.],0
s8,1,0.015526,5.855735,[ 9 16] ; [ 8 53],[ 4.94186047 20.05813953] ; [12.05813953 48.94186047],0
r3,1,0.039664,4.232218,[23  3] ; [41 20],[19.12643678  6.87356322] ; [44.87356322 16.12643678],0
s3,1,0.039989,4.218337,[15 11] ; [20 39],[10.70588235 15.29411765] ; [24.29411765 34.70588235],0
p5,1,0.041369,4.160852,[ 4 22] ; [ 2 59],[ 1.79310345 24.20689655] ; [ 4.20689655 56.79310345],0
a2,1,0.041369,4.160852,[ 4 22] ; [ 2 59],[ 1.79310345 24.20689655] ; [ 4.20689655 56.79310345],0
r1,1,0.045995,3.981785,[18  8] ; [28 33],[13.74712644 12.25287356] ; [32.25287356 28.74712644],0
v3,1,0.047896,3.91362,[ 9 15] ; [10 48],[ 5.56097561 18.43902439] ; [13.43902439 44.56097561],0
a5,1,0.051918,3.778412,[17  9] ; [26 35],[12.85057471 13.14942529] ; [30.14942529 30.85057471],0
b5,1,0.07126,3.253753,[17  9] ; [27 34],[13.14942529 12.85057471] ; [30.85057471 30.14942529],0
a8,1,0.083387,2.997623,[ 5 20] ; [ 4 53],[ 2.74390244 22.25609756] ; [ 6.25609756 50.74390244],0
u3,1,0.084614,2.97397,[7 4] ; [12 23],[4.54347826 6.45652174] ; [14.45652174 20.54347826],0
p11,1,0.106048,2.612142,[16 10] ; [26 35],[12.55172414 13.44827586] ; [29.44827586 31.55172414],0
a4,1,0.106223,2.609529,[13 13] ; [19 41],[ 9.6744186 16.3255814] ; [22.3255814 37.6744186],0
r2,1,0.120412,2.411956,[23  3] ; [44 16],[20.25581395  5.74418605] ; [46.74418605 13.25581395],0
d4,1,0.130811,2.282849,[18  8] ; [31 29],[14.81395349 11.18604651] ; [34.18604651 25.81395349],0
p3,1,0.137848,2.201818,[11 15] ; [16 45],[ 8.06896552 17.93103448] ; [18.93103448 42.06896552],0
n2,1,0.176914,1.823362,[7 1] ; [20 12],[5.4 2.6] ; [21.6 10.4],0
v2,1,0.181684,1.783796,[11 15] ; [16 42],[ 8.35714286 17.64285714] ; [18.64285714 39.35714286],0
a3,1,0.197416,1.661385,[15 11] ; [26 35],[12.25287356 13.74712644] ; [28.74712644 32.25287356],0
