Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,4e-06,21.48469,[38 33] ; [13 63],[24.63265306 46.36734694] ; [26.36734694 49.63265306],1
v1,1,4.7e-05,16.555796,[47 23] ; [25 50],[34.75862069 35.24137931] ; [37.24137931 37.75862069],1
p11,1,0.007701,7.101664,[64  9] ; [53 23],[57.32214765 15.67785235] ; [59.67785235 16.32214765],0
s8,1,0.024003,5.09439,[31 42] ; [19 57],[24.4966443 48.5033557] ; [25.5033557 50.4966443],0
b5,1,0.027829,4.838618,[35 38] ; [50 26],[41.6442953 31.3557047] ; [43.3557047 32.6442953],0
d3,1,0.03702,4.349496,[47 26] ; [35 39],[40.72108844 32.27891156] ; [41.27891156 32.72108844],0
p5,1,0.046734,3.954945,[14 59] ; [ 6 69],[ 9.86486486 63.13513514] ; [10.13513514 64.86486486],0
p10,1,0.069134,3.303468,[57 15] ; [50 26],[52.05405405 19.94594595] ; [54.94594595 21.05405405],0
n5,1,0.071634,3.245186,[56 17] ; [48 28],[50.95302013 22.04697987] ; [53.04697987 22.95302013],0
p9,1,0.074228,3.186952,[59 14] ; [51 24],[54.25675676 18.74324324] ; [55.74324324 19.25675676],0
n4,1,0.076263,3.14279,[55 18] ; [47 29],[49.97315436 23.02684564] ; [52.02684564 23.97315436],0
p12,1,0.085871,2.950117,[ 5 68] ; [ 1 75],[ 2.93959732 70.06040268] ; [ 3.06040268 72.93959732],0
r3,1,0.093328,2.816013,[71  2] ; [68  7],[68.56081081  4.43918919] ; [70.43918919  4.56081081],0
u2,1,0.111839,2.528044,[15 18] ; [28 16],[18.42857143 14.57142857] ; [24.57142857 19.42857143],0
a3,1,0.161564,1.959522,[39 34] ; [31 43],[34.76190476 38.23809524] ; [35.23809524 38.76190476],0
n3,1,0.167546,1.904762,[16  4] ; [12  8],[14.  6.] ; [14.  6.],0
b1,1,0.180193,1.796031,[23 50] ; [32 44],[26.94630872 46.05369128] ; [28.05369128 47.94630872],0
n6,1,0.213048,1.550593,[60 12] ; [57 19],[56.91891892 15.08108108] ; [60.08108108 15.91891892],0
b4,1,0.21423,1.542606,[42 31] ; [36 40],[38.2147651 34.7852349] ; [39.7852349 36.2147651],0
d5,1,0.219535,1.50741,[49 24] ; [43 32],[45.37837838 27.62162162] ; [46.62162162 28.37837838],0
a7,1,0.237839,1.393358,[49 23] ; [44 31],[45.55102041 26.44897959] ; [47.44897959 27.55102041],0
d1,1,0.288797,1.125222,[24 49] ; [19 57],[21.06711409 51.93288591] ; [21.93288591 54.06711409],0
r4,1,0.343137,0.898674,[62 11] ; [60 16],[59.77181208 13.22818792] ; [62.22818792 13.77181208],0
p6,1,0.365126,0.820187,[37 34] ; [33 41],[34.27586207 36.72413793] ; [35.72413793 38.27586207],0
s4,1,0.437253,0.603482,[13 60] ; [17 57],[14.89795918 58.10204082] ; [15.10204082 58.89795918],0
s6,1,0.44704,0.578147,[46 25] ; [44 31],[43.76712329 27.23287671] ; [46.23287671 28.76712329],0
d4,1,0.474734,0.510935,[52 21] ; [50 26],[49.97315436 23.02684564] ; [52.02684564 23.97315436],0
r1,1,0.492619,0.470801,[50 23] ; [48 28],[48.01342282 24.98657718] ; [49.98657718 26.01342282],0
a6,1,0.575648,0.313323,[36 37] ; [34 42],[34.29530201 38.70469799] ; [35.70469799 40.29530201],0
a4,1,0.585886,0.296816,[14 59] ; [12 64],[12.73825503 60.26174497] ; [13.26174497 62.73825503],0
p8,1,0.591969,0.287279,[42 31] ; [47 29],[43.60402685 29.39597315] ; [45.39597315 30.60402685],0
u3,1,0.605919,0.26616,[15 19] ; [22 22],[16.12820513 17.87179487] ; [20.87179487 23.12820513],0
s1,1,0.616505,0.25081,[ 3 70] ; [ 2 74],[ 2.44966443 70.55033557] ; [ 2.55033557 73.44966443],0
a8,1,0.629063,0.233333,[ 9 61] ; [11 59],[10. 60.] ; [10. 60.],0
s2,1,0.675813,0.174877,[34 39] ; [38 38],[35.27516779 37.72483221] ; [36.72483221 39.27516779],0
