Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,25.603321,[ 4 55] ; [15 12],[13.03488372 45.96511628] ; [ 5.96511628 21.03488372],1
v4,1,0.139196,2.186823,[48 12] ; [25  2],[50.34482759  9.65517241] ; [22.65517241  4.34482759],0
r1,1,0.158955,1.984138,[35 25] ; [20  7],[37.93103448 22.06896552] ; [17.06896552  9.93103448],0
r2,1,0.176989,1.822731,[48 11] ; [25  2],[50.08139535  8.91860465] ; [22.91860465  4.08139535],0
n4,1,0.185816,1.750485,[14 46] ; [10 17],[16.55172414 43.44827586] ; [ 7.44827586 19.55172414],0
n1,1,0.222605,1.4875,[ 3 21] ; [3 7],[ 4.23529412 19.76470588] ; [1.76470588 8.23529412],0
p3,1,0.273309,1.200062,[17 42] ; [11 16],[19.20930233 39.79069767] ; [ 8.79069767 18.20930233],0
d1,1,0.277101,1.181254,[28 32] ; [16 11],[30.34482759 29.65517241] ; [13.65517241 13.34482759],0
a5,1,0.306695,1.044853,[33 27] ; [18  9],[35.17241379 24.82758621] ; [15.82758621 11.17241379],0
p2,1,0.306695,1.044853,[33 27] ; [18  9],[35.17241379 24.82758621] ; [15.82758621 11.17241379],0
u2,1,0.411963,0.673127,[14 15] ; [4 2],[14.91428571 14.08571429] ; [3.08571429 2.91428571],0
s1,1,0.430464,0.621571,[ 5 55] ; [ 1 26],[ 4.13793103 55.86206897] ; [ 1.86206897 25.13793103],0
b3,1,0.479456,0.500101,[ 7 25] ; [3 6],[ 7.80487805 24.19512195] ; [2.19512195 6.80487805],0
b2,1,0.479456,0.500101,[ 7 25] ; [3 6],[ 7.80487805 24.19512195] ; [2.19512195 6.80487805],0
a1,1,0.557518,0.34402,[ 1 59] ; [ 1 26],[ 1.37931034 58.62068966] ; [ 0.62068966 26.37931034],0
d4,1,0.563566,0.333568,[48 12] ; [23  4],[48.96551724 11.03448276] ; [22.03448276  4.96551724],0
b5,1,0.607446,0.263911,[39 21] ; [16 11],[37.93103448 22.06896552] ; [17.06896552  9.93103448],0
u3,1,0.611945,0.257353,[13 15] ; [4 3],[13.6 14.4] ; [3.4 3.6],0
b1,1,0.631406,0.230159,[30 30] ; [12 15],[28.96551724 31.03448276] ; [13.03448276 13.96551724],0
b4,1,0.68371,0.16598,[35 25] ; [17 10],[35.86206897 24.13793103] ; [16.13793103 10.86206897],0
p7,1,0.696979,0.151634,[24 36] ; [12 15],[24.82758621 35.17241379] ; [11.17241379 15.82758621],0
n2,1,0.75494,0.097427,[13 11] ; [6 4],[13.41176471 10.58823529] ; [5.58823529 4.41176471],0
d2,1,0.785176,0.0743,[27 33] ; [13 14],[27.5862069 32.4137931] ; [12.4137931 14.5862069],0
n3,1,0.849853,0.035837,[16  8] ; [7 3],[16.23529412  7.76470588] ; [6.76470588 3.23529412],0
p4,1,0.877039,0.02394,[23 36] ; [11 16],[23.3255814 35.6744186] ; [10.6744186 16.3255814],0
v3,1,0.909635,0.012882,[15 41] ; [ 7 18],[15.20987654 40.79012346] ; [ 6.79012346 18.20987654],0
p8,1,0.938347,0.005983,[17 42] ; [ 8 19],[17.15116279 41.84883721] ; [ 7.84883721 19.15116279],0
