Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,144.775081,[27 68] ; [239  23],[70.78431373 24.21568627] ; [195.21568627  66.78431373],1
s6,1,0.0,50.165249,[60 36] ; [239  18],[81.31444759 14.68555241] ; [217.68555241  39.31444759],1
s5,1,1e-06,23.506966,[24 71] ; [135 113],[44.03790087 50.96209913] ; [114.96209913 133.03790087],1
s8,1,2e-05,18.161497,[50 45] ; [200  63],[66.34078212 28.65921788] ; [183.65921788  79.34078212],1
v4,1,0.000397,12.548566,[86  9] ; [258   4],[91.54061625  3.45938375] ; [252.45938375   9.54061625],1
r2,1,0.001217,10.464224,[85  8] ; [257   4],[89.84745763  3.15254237] ; [252.15254237   8.84745763],0
p9,1,0.003161,8.712093,[76 18] ; [240  21],[83.67323944 10.32676056] ; [232.32676056  28.67323944],0
s4,1,0.004159,8.213241,[11 85] ; [ 67 195],[20.91620112 75.08379888] ; [ 57.08379888 204.91620112],0
n5,1,0.013915,6.048944,[68 28] ; [215  45],[76.31460674 19.68539326] ; [206.68539326  53.31460674],0
r4,1,0.031732,4.612935,[82 14] ; [245  19],[87.2  8.8] ; [239.8  24.2],0
d1,1,0.049945,3.84329,[64 32] ; [203  61],[71.2 24.8] ; [195.8  68.2],0
a4,1,0.05872,3.573161,[44 51] ; [152 112],[51.86629526 43.13370474] ; [144.13370474 119.86629526],0
r3,1,0.065168,3.400728,[90  6] ; [256   6],[92.78212291  3.21787709] ; [253.21787709   8.78212291],0
p2,1,0.079749,3.07,[76 20] ; [228  35],[81.29247911 14.70752089] ; [222.70752089  40.29247911],0
p6,1,0.090057,2.873353,[36 58] ; [126 134],[43.01694915 50.98305085] ; [118.98305085 141.01694915],0
p10,1,0.09688,2.756165,[76 18] ; [230  32],[80.79775281 13.20224719] ; [225.20224719  36.79775281],0
r1,1,0.101706,2.678584,[76 20] ; [226  36],[80.98324022 15.01675978] ; [221.01675978  40.98324022],0
n4,1,0.101706,2.678584,[76 20] ; [226  36],[80.98324022 15.01675978] ; [221.01675978  40.98324022],0
a1,1,0.104269,2.639002,[ 3 93] ; [ 21 243],[ 6.4 89.6] ; [ 17.6 246.4],0
v1,1,0.127688,2.320386,[49 45] ; [156  99],[55.21489971 38.78510029] ; [149.78510029 105.21489971],0
n2,1,0.140131,2.176518,[19  9] ; [46 10],[21.66666667  6.33333333] ; [43.33333333 12.66666667],0
v2,1,0.168479,1.896423,[54 41] ; [166  90],[59.54415954 35.45584046] ; [160.45584046  95.54415954],0
n6,1,0.173749,1.850299,[81 15] ; [233  27],[84.6741573 11.3258427] ; [229.3258427  30.6741573],0
s1,1,0.182129,1.780168,[ 2 94] ; [ 14 246],[ 4.31460674 91.68539326] ; [ 11.68539326 248.31460674],0
p12,1,0.185144,1.755844,[ 6 89] ; [ 29 234],[ 9.2877095 85.7122905] ; [ 25.7122905 237.2877095],0
n3,1,0.199084,1.649085,[16 11] ; [41 15],[18.54216867  8.45783133] ; [38.45783133 17.54216867],0
b5,1,0.252956,1.306903,[51 45] ; [158 106],[55.73333333 40.26666667] ; [153.26666667 110.73333333],0
a3,1,0.300858,1.070388,[77 18] ; [225  38],[80.1396648 14.8603352] ; [221.8603352  41.1396648],0
d2,1,0.313473,1.015988,[54 42] ; [164 100],[58.13333333 37.86666667] ; [159.86666667 104.13333333],0
a2,1,0.319519,0.990914,[26 70] ; [ 86 178],[29.86666667 66.13333333] ; [ 82.13333333 181.86666667],0
u1,1,0.364131,0.823596,[23 73] ; [ 76 188],[26.4 69.6] ; [ 72.6 191.4],0
