Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u1,1,0.010459,6.554996,[18 52] ; [ 1 28],[13.43434343 56.56565657] ; [ 5.56565657 23.43434343],0
a2,1,0.014428,5.984975,[17 53] ; [ 1 28],[12.72727273 57.27272727] ; [ 5.27272727 23.72727273],0
d3,1,0.019074,5.49475,[51 19] ; [14 15],[45.95959596 24.04040404] ; [19.04040404  9.95959596],0
r2,1,0.02812,4.820713,[64  4] ; [23  6],[60.98969072  7.01030928] ; [26.01030928  2.98969072],0
p10,1,0.035477,4.422073,[65  3] ; [24  5],[62.39175258  5.60824742] ; [26.60824742  2.39175258],0
n2,1,0.036888,4.355556,[13  2] ; [2 3],[11.25  3.75] ; [3.75 1.25],0
v4,1,0.044185,4.049468,[67  1] ; [26  3],[65.19587629  2.80412371] ; [27.80412371  1.19587629],0
u2,1,0.094638,2.793651,[10  5] ; [2 5],[8.18181818 6.81818182] ; [3.81818182 3.18181818],0
u4,1,0.126228,2.338291,[ 2 67] ; [ 3 26],[ 3.52040816 65.47959184] ; [ 1.47959184 27.52040816],0
p6,1,0.137255,2.208471,[46 22] ; [15 14],[42.7628866 25.2371134] ; [18.2371134 10.7628866],0
p12,1,0.138615,2.19327,[22 47] ; [ 5 24],[19.01020408 49.98979592] ; [ 7.98979592 21.01020408],0
p1,1,0.142372,2.152129,[25 45] ; [ 6 23],[21.91919192 48.08080808] ; [ 9.08080808 19.91919192],0
v2,1,0.153853,2.033623,[40 26] ; [13 16],[36.82105263 29.17894737] ; [16.17894737 12.82105263],0
p8,1,0.183212,1.771373,[58 11] ; [21  8],[55.62244898 13.37755102] ; [23.37755102  5.62244898],0
n5,1,0.208747,1.580099,[62  8] ; [28  1],[63.63636364  6.36363636] ; [26.36363636  2.63636364],0
d2,1,0.220965,1.498094,[34 36] ; [18 11],[36.76767677 33.23232323] ; [15.23232323 13.76767677],0
b1,1,0.228169,1.452237,[27 43] ; [15 14],[29.6969697 40.3030303] ; [12.3030303 16.6969697],0
d4,1,0.236827,1.399382,[60 10] ; [22  7],[57.97979798 12.02020202] ; [24.02020202  4.97979798],0
p9,1,0.258342,1.277622,[66  3] ; [26  3],[64.7755102  4.2244898] ; [27.2244898  1.7755102],0
a6,1,0.259819,1.269722,[47 23] ; [16 13],[44.54545455 25.45454545] ; [18.45454545 10.54545455],0
n4,1,0.276344,1.18498,[63  7] ; [28  1],[64.34343434  5.65656566] ; [26.65656566  2.34343434],0
n3,1,0.291841,1.111111,[10  5] ; [2 3],[9. 6.] ; [3. 2.],0
s2,1,0.357747,0.845786,[42 26] ; [15 14],[39.95876289 28.04123711] ; [17.04123711 11.95876289],0
s5,1,0.360776,0.835191,[43 18] ; [17 11],[41.12359551 19.87640449] ; [18.87640449  9.12359551],0
v1,1,0.3712,0.799642,[47 20] ; [17 11],[45.13684211 21.86315789] ; [18.86315789  9.13684211],0
b5,1,0.401207,0.704704,[33 37] ; [11 18],[31.11111111 38.88888889] ; [12.88888889 16.11111111],0
u3,1,0.451967,0.565714,[9 6] ; [3 4],[8.18181818 6.81818182] ; [3.81818182 3.18181818],0
s7,1,0.463041,0.538534,[46 17] ; [19 10],[44.51086957 18.48913043] ; [20.48913043  8.51086957],0
r3,1,0.464872,0.534138,[63  5] ; [28  1],[63.79381443  4.20618557] ; [27.20618557  1.79381443],0
p2,1,0.584694,0.298707,[63  7] ; [25  4],[62.22222222  7.77777778] ; [25.77777778  3.22222222],0
v3,1,0.584906,0.29837,[37 29] ; [18 11],[38.21052632 27.78947368] ; [16.78947368 12.21052632],0
a5,1,0.61729,0.249695,[54 16] ; [21  8],[53.03030303 16.96969697] ; [21.96969697  7.03030303],0
r4,1,0.624954,0.238966,[63  7] ; [27  2],[63.63636364  6.36363636] ; [26.36363636  2.63636364],0
a8,1,0.661024,0.192282,[11 50] ; [ 4 24],[10.28089888 50.71910112] ; [ 4.71910112 23.28089888],0
s3,1,0.687871,0.1614,[41 26] ; [19 10],[41.875 25.125] ; [18.125 10.875],0
n1,1,0.700668,0.147778,[7 7] ; [3 2],[7.36842105 6.63157895] ; [2.63157895 2.36842105],0
a3,1,0.767914,0.087087,[55 15] ; [22  7],[54.44444444 15.55555556] ; [22.55555556  6.44444444],0
s1,1,0.780797,0.07744,[ 6 64] ; [ 2 27],[ 5.65656566 64.34343434] ; [ 2.34343434 26.65656566],0
a4,1,0.790611,0.0705,[31 39] ; [12 17],[30.4040404 39.5959596] ; [12.5959596 16.4040404],0
b4,1,0.790611,0.0705,[39 31] ; [17 12],[39.5959596 30.4040404] ; [16.4040404 12.5959596],0
