Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.002795,8.936398,[19 68] ; [16 16],[25.58823529 61.41176471] ; [ 9.41176471 22.58823529],0
p7,1,0.003387,8.586049,[30 57] ; [19 10],[36.75 50.25] ; [12.25 16.75],0
p11,1,0.003457,8.548851,[39 48] ; [24  8],[46.05882353 40.94117647] ; [16.94117647 15.05882353],0
s7,1,0.008432,6.939408,[21 58] ; [16 14],[26.81651376 52.18348624] ; [10.18348624 19.81651376],0
s3,1,0.009536,6.719512,[33 52] ; [21 11],[39.23076923 45.76923077] ; [14.76923077 17.23076923],0
s8,1,0.013512,6.100857,[16 70] ; [13 19],[21.13559322 64.86440678] ; [ 7.86440678 24.13559322],0
r3,1,0.020378,5.379201,[64 22] ; [30  2],[68.50847458 17.49152542] ; [25.49152542  6.50847458],0
d1,1,0.030732,4.667867,[35 52] ; [20 12],[40.21008403 46.78991597] ; [14.78991597 17.21008403],0
r4,1,0.031773,4.610729,[59 28] ; [28  4],[63.60504202 23.39495798] ; [23.39495798  8.60504202],0
d5,1,0.031773,4.610729,[59 28] ; [28  4],[63.60504202 23.39495798] ; [23.39495798  8.60504202],0
s2,1,0.037467,4.32908,[25 60] ; [16 16],[29.78632479 55.21367521] ; [11.21367521 20.78632479],0
p2,1,0.038617,4.277636,[47 40] ; [24  8],[51.90756303 35.09243697] ; [19.09243697 12.90756303],0
d4,1,0.041731,4.146094,[56 30] ; [27  5],[60.49152542 25.50847458] ; [22.50847458  9.49152542],0
v4,1,0.04236,4.120756,[67 20] ; [29  2],[70.77966102 16.22033898] ; [25.22033898  5.77966102],0
a4,1,0.057461,3.609201,[38 48] ; [ 8 24],[33.52542373 52.47457627] ; [12.47457627 19.52542373],0
a6,1,0.063561,3.441943,[49 38] ; [24  8],[53.3697479 33.6302521] ; [19.6302521 12.3697479],0
r1,1,0.067372,3.345909,[62 25] ; [28  4],[65.79831933 21.20168067] ; [24.20168067  7.79831933],0
n5,1,0.073599,3.200864,[59 28] ; [27  5],[62.87394958 24.12605042] ; [23.12605042  8.87394958],0
r2,1,0.080326,3.058292,[73 13] ; [30  1],[75.70940171 10.29059829] ; [27.29059829  3.70940171],0
d3,1,0.099598,2.711965,[48 39] ; [23  9],[51.90756303 35.09243697] ; [19.09243697 12.90756303],0
n6,1,0.113455,2.505428,[57 29] ; [26  6],[60.49152542 25.50847458] ; [22.50847458  9.49152542],0
