Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.002795,8.936398,[19 68] ; [16 16],[25.58823529 61.41176471] ; [ 9.41176471 22.58823529],0
v3,1,0.177129,1.821546,[28 56] ; [15 17],[31.13793103 52.86206897] ; [11.86206897 20.13793103],0
v2,1,0.200156,1.641233,[33 53] ; [16 15],[36.01709402 49.98290598] ; [12.98290598 18.01709402],0
s4,1,0.209117,1.577526,[13 72] ; [ 2 29],[10.99137931 74.00862069] ; [ 4.00862069 26.99137931],0
s5,1,0.22267,1.48708,[13 72] ; [ 8 24],[15.25641026 69.74358974] ; [ 5.74358974 26.25641026],0
s6,1,0.226724,1.461297,[35 51] ; [17 15],[37.89830508 48.10169492] ; [14.10169492 17.89830508],0
a7,1,0.252235,1.310881,[52 34] ; [23  9],[54.66101695 31.33898305] ; [20.33898305 11.66101695],0
b3,1,0.268728,1.22323,[20 36] ; [ 5 17],[17.94871795 38.05128205] ; [ 7.05128205 14.94871795],0
b2,1,0.268728,1.22323,[20 36] ; [ 5 17],[17.94871795 38.05128205] ; [ 7.05128205 14.94871795],0
p4,1,0.291094,1.114555,[30 57] ; [14 17],[32.44067797 54.55932203] ; [11.55932203 19.44067797],0
p6,1,0.314503,1.011672,[18 67] ; [ 4 27],[16.12068966 68.87931034] ; [ 5.87931034 25.12068966],0
a8,1,0.324693,0.96995,[ 6 73] ; [ 4 25],[ 7.31481481 71.68518519] ; [ 2.68518519 26.31481481],0
s1,1,0.49393,0.467954,[ 5 81] ; [ 3 29],[ 5.83050847 80.16949153] ; [ 2.16949153 29.83050847],0
p3,1,0.509847,0.434382,[28 59] ; [12 19],[29.49152542 57.50847458] ; [10.50847458 20.49152542],0
a2,1,0.535007,0.384873,[18 69] ; [ 5 27],[16.81512605 70.18487395] ; [ 6.18487395 25.81512605],0
b1,1,0.544899,0.366535,[49 38] ; [20 12],[50.44537815 36.55462185] ; [18.55462185 13.44537815],0
n3,1,0.548506,0.36,[16 14] ; [4 2],[16.66666667 13.33333333] ; [3.33333333 2.66666667],0
v1,1,0.560871,0.338199,[35 52] ; [11 21],[33.6302521 53.3697479] ; [12.3697479 19.6302521],0
p5,1,0.562168,0.335965,[ 5 82] ; [ 1 31],[ 4.38655462 82.61344538] ; [ 1.61344538 30.38655462],0
a3,1,0.588301,0.293005,[49 37] ; [20 12],[50.28813559 35.71186441] ; [18.71186441 13.28813559],0
u1,1,0.627755,0.235117,[14 73] ; [ 4 28],[13.15966387 73.84033613] ; [ 4.84033613 27.15966387],0
u3,1,0.631012,0.23069,[16 22] ; [6 6],[16.72 21.28] ; [5.28 6.72],0
a5,1,0.638826,0.220281,[53 34] ; [21 11],[54.10084034 32.89915966] ; [19.89915966 12.10084034],0
b5,1,0.755714,0.096792,[49 38] ; [17 15],[48.25210084 38.74789916] ; [17.74789916 14.25210084],0
n1,1,0.774207,0.082298,[15 17] ; [2 3],[14.7027027 17.2972973] ; [2.2972973 2.7027027],0
a1,1,0.81677,0.053685,[ 7 80] ; [ 3 29],[ 7.31092437 79.68907563] ; [ 2.68907563 29.31092437],0
p1,1,0.830366,0.045895,[ 7 79] ; [ 3 29],[ 7.28813559 78.71186441] ; [ 2.71186441 29.28813559],0
d2,1,0.864829,0.028978,[41 44] ; [16 16],[41.41025641 43.58974359] ; [15.58974359 16.41025641],0
u2,1,0.867518,0.027826,[17 19] ; [6 6],[17.25 18.75] ; [5.75 6.25],0
b4,1,0.875259,0.024644,[53 34] ; [20 12],[53.3697479 33.6302521] ; [19.6302521 12.3697479],0
