Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,6e-06,20.392064,[77 30] ; [25 42],[62.72413793 44.27586207] ; [39.27586207 27.72413793],1
p12,1,0.311958,1.02237,[  1 106] ; [ 2 65],[  1.84482759 105.15517241] ; [ 1.15517241 65.84482759],0
p7,1,0.347978,0.880817,[46 61] ; [24 43],[43.04597701 63.95402299] ; [26.95402299 40.04597701],0
n4,1,0.380802,0.768113,[70 38] ; [39 28],[67.26857143 40.73142857] ; [41.73142857 25.26857143],0
n1,1,0.473494,0.513811,[17 24] ; [11 22],[15.51351351 25.48648649] ; [12.48648649 20.51351351],0
v3,1,0.497363,0.460558,[28 76] ; [14 49],[26.15568862 77.84431138] ; [15.84431138 47.15568862],0
p9,1,0.618462,0.248035,[36 70] ; [20 46],[34.51162791 71.48837209] ; [21.48837209 44.51162791],0
s2,1,0.676985,0.17354,[29 78] ; [16 50],[27.83236994 79.16763006] ; [17.16763006 48.83236994],0
n6,1,0.700565,0.147885,[67 40] ; [40 27],[65.79885057 41.20114943] ; [41.20114943 25.79885057],0
s1,1,0.70275,0.145627,[ 8 99] ; [ 4 63],[ 7.37931034 99.62068966] ; [ 4.62068966 62.37931034],0
s3,1,0.724843,0.123899,[42 64] ; [24 41],[40.9122807 65.0877193] ; [25.0877193 39.9122807],0
a8,1,0.741237,0.109043,[ 8 90] ; [ 6 56],[ 8.575 89.425] ; [ 5.425 56.575],0
u4,1,0.799532,0.064492,[  4 104] ; [ 2 65],[  3.70285714 104.29714286] ; [ 2.29714286 64.70285714],0
b3,1,0.82601,0.048322,[22 45] ; [12 27],[21.49056604 45.50943396] ; [12.50943396 26.49056604],0
b2,1,0.82601,0.048322,[22 45] ; [12 27],[21.49056604 45.50943396] ; [12.50943396 26.49056604],0
u2,1,0.854898,0.033443,[17 20] ; [14 18],[16.62318841 20.37681159] ; [14.37681159 17.62318841],0
s4,1,0.858024,0.032002,[12 94] ; [ 7 60],[11.6416185 94.3583815] ; [ 7.3583815 59.6416185],0
n2,1,0.898478,0.016278,[23 18] ; [19 14],[23.27027027 17.72972973] ; [18.72972973 14.27027027],0
n5,1,0.907691,0.013445,[59 49] ; [36 31],[58.62857143 49.37142857] ; [36.37142857 30.62857143],0
p11,1,0.938793,0.005896,[49 59] ; [30 37],[48.75428571 59.24571429] ; [30.24571429 36.75428571],0
p5,1,0.944454,0.004854,[  3 104] ; [ 2 65],[  3.07471264 103.92528736] ; [ 1.92528736 65.07471264],0
a1,1,0.989185,0.000184,[  8 100] ; [ 5 62],[ 8.02285714 99.97714286] ; [ 4.97714286 62.02285714],0
