Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.000971,10.881473,[39  3] ; [9 7],[34.75862069  7.24137931] ; [13.24137931  2.75862069],1
p10,1,0.005316,7.768738,[35  6] ; [8 8],[30.92982456 10.07017544] ; [12.07017544  3.92982456],0
p3,1,0.005392,7.742934,[27 14] ; [ 4 12],[22.29824561 18.70175439] ; [8.70175439 7.29824561],0
r4,1,0.006085,7.524888,[41  1] ; [12  4],[38.37931034  3.62068966] ; [14.62068966  1.37931034],0
a8,1,0.006203,7.490487,[ 1 38] ; [ 4 11],[ 3.61111111 35.38888889] ; [ 1.38888889 13.61111111],0
u2,1,0.012052,6.303236,[9 5] ; [1 8],[6.08695652 7.91304348] ; [3.91304348 5.08695652],0
r3,1,0.017329,5.662768,[39  3] ; [11  5],[36.20689655  5.79310345] ; [13.79310345  2.20689655],0
b1,1,0.065608,3.38961,[15 27] ; [10  6],[18.10344828 23.89655172] ; [6.89655172 9.10344828],0
v2,1,0.095419,2.780488,[30 11] ; [8 8],[27.33333333 13.66666667] ; [10.66666667  5.33333333],0
p9,1,0.098626,2.727625,[34  7] ; [10  6],[31.64912281  9.35087719] ; [12.35087719  3.64912281],0
a3,1,0.110801,2.542754,[28 14] ; [7 9],[25.34482759 16.65517241] ; [9.65517241 6.34482759],0
n6,1,0.140764,2.169591,[36  6] ; [11  5],[34.03448276  7.96551724] ; [12.96551724  3.03448276],0
p2,1,0.216859,1.525035,[30 11] ; [9 7],[28.05263158 12.94736842] ; [10.94736842  5.05263158],0
s3,1,0.235467,1.407532,[20 19] ; [11  5],[21.98181818 17.01818182] ; [9.01818182 6.98181818],0
a6,1,0.242327,1.367003,[28 14] ; [8 8],[26.06896552 15.93103448] ; [9.93103448 6.06896552],0
p6,1,0.24693,1.340592,[17 24] ; [ 4 12],[15.10526316 25.89473684] ; [ 5.89473684 10.10526316],0
a7,1,0.27097,1.211828,[30 12] ; [9 7],[28.24137931 13.75862069] ; [10.75862069  5.24137931],0
p7,1,0.299129,1.078075,[26 14] ; [8 8],[24.28571429 15.71428571] ; [9.71428571 6.28571429],0
s6,1,0.376371,0.78252,[26 15] ; [7 7],[24.6 16.4] ; [8.4 5.6],0
s8,1,0.391973,0.732814,[13 28] ; [7 9],[14.38596491 26.61403509] ; [ 5.61403509 10.38596491],0
p8,1,0.401506,0.703811,[23 18] ; [7 9],[21.57894737 19.42105263] ; [8.42105263 7.57894737],0
v1,1,0.450762,0.568736,[25 16] ; [8 8],[23.73684211 17.26315789] ; [9.26315789 6.73684211],0
p4,1,0.450762,0.568736,[25 16] ; [8 8],[23.73684211 17.26315789] ; [9.26315789 6.73684211],0
d3,1,0.460658,0.544294,[14 28] ; [7 9],[15.20689655 26.79310345] ; [ 5.79310345 10.20689655],0
a5,1,0.460658,0.544294,[28 14] ; [9 7],[26.79310345 15.20689655] ; [10.20689655  5.79310345],0
n1,1,0.465209,0.533333,[3 1] ; [2 2],[2.5 1.5] ; [2.5 1.5],0
r2,1,0.470441,0.52094,[41  1] ; [15  1],[40.55172414  1.44827586] ; [15.44827586  0.55172414],0
d1,1,0.470441,0.52094,[ 1 41] ; [ 1 15],[ 1.44827586 40.55172414] ; [ 0.55172414 15.44827586],0
s4,1,0.51106,0.431896,[ 5 36] ; [ 1 15],[ 4.31578947 36.68421053] ; [ 1.68421053 14.31578947],0
a4,1,0.553953,0.350282,[11 31] ; [ 3 13],[10.13793103 31.86206897] ; [ 3.86206897 12.13793103],0
d5,1,0.624921,0.239011,[18 24] ; [8 8],[18.82758621 23.17241379] ; [7.17241379 8.82758621],0
s2,1,0.665286,0.187166,[15 25] ; [7 9],[15.71428571 24.28571429] ; [6.28571429 9.71428571],0
p5,1,0.670497,0.181021,[ 7 34] ; [ 2 14],[ 6.47368421 34.52631579] ; [ 2.52631579 13.47368421],0
s5,1,0.716383,0.131984,[13 28] ; [ 4 11],[12.44642857 28.55357143] ; [ 4.55357143 10.44642857],0
a2,1,0.739402,0.110653,[ 4 38] ; [ 2 14],[ 4.34482759 37.65517241] ; [ 1.65517241 14.34482759],0
d2,1,0.770657,0.084982,[ 9 33] ; [ 4 12],[ 9.4137931 32.5862069] ; [ 3.5862069 12.4137931],0
p1,1,0.789944,0.07096,[ 9 32] ; [ 3 13],[ 8.63157895 32.36842105] ; [ 3.36842105 12.63157895],0
u3,1,0.794625,0.067761,[7 7] ; [4 5],[6.69565217 7.30434783] ; [4.30434783 4.69565217],0
b3,1,0.795397,0.067241,[10 19] ; [3 7],[ 9.66666667 19.33333333] ; [3.33333333 6.66666667],0
b2,1,0.795397,0.067241,[10 19] ; [3 7],[ 9.66666667 19.33333333] ; [3.33333333 6.66666667],0
s7,1,0.816684,0.053737,[17 19] ; [7 9],[16.61538462 19.38461538] ; [7.38461538 8.61538462],0
n5,1,0.851087,0.035243,[35  7] ; [13  3],[34.75862069  7.24137931] ; [13.24137931  2.75862069],0
n4,1,0.860081,0.031071,[36  6] ; [14  2],[36.20689655  5.79310345] ; [13.79310345  2.20689655],0
s1,1,0.887305,0.020083,[ 3 38] ; [ 1 15],[ 2.87719298 38.12280702] ; [ 1.12280702 14.87719298],0
b4,1,0.951065,0.003766,[24 18] ; [9 7],[23.89655172 18.10344828] ; [9.10344828 6.89655172],0
b5,1,0.951065,0.003766,[24 18] ; [9 7],[23.89655172 18.10344828] ; [9.10344828 6.89655172],0
