Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000105,15.046306,[100  13] ; [14 11],[93.34782609 19.65217391] ; [20.65217391  4.34782609],1
b1,1,0.001081,10.683321,[37 76] ; [17  8],[44.2173913 68.7826087] ; [ 9.7826087 15.2173913],0
r3,1,0.00287,8.888169,[106   6] ; [19  6],[102.18978102   9.81021898] ; [22.81021898  2.18978102],0
n4,1,0.0222,5.23001,[84 28] ; [13 12],[79.29927007 32.70072993] ; [17.70072993  7.29927007],0
s3,1,0.022917,5.174749,[58 51] ; [ 7 18],[52.87313433 56.12686567] ; [12.12686567 12.87313433],0
u2,1,0.041433,4.158202,[22 34] ; [8 3],[25.07462687 30.92537313] ; [4.92537313 6.07462687],0
s5,1,0.046479,3.964149,[30 79] ; [ 2 22],[26.22556391 82.77443609] ; [ 5.77443609 18.22556391],0
d3,1,0.087359,2.922381,[33 79] ; [ 3 21],[29.64705882 82.35294118] ; [ 6.35294118 17.64705882],0
s2,1,0.08933,2.886407,[47 64] ; [ 6 19],[43.25735294 67.74264706] ; [ 9.74264706 15.25735294],0
v4,1,0.089416,2.884848,[105   7] ; [20  4],[102.94117647   9.05882353] ; [22.05882353  1.94117647],0
a1,1,0.092919,2.823067,[  2 111] ; [ 2 23],[  3.27536232 109.72463768] ; [ 0.72463768 24.27536232],0
r1,1,0.141156,2.165307,[75 36] ; [13 12],[71.82352941 39.17647059] ; [16.17647059  8.82352941],0
s4,1,0.142303,2.152875,[23 89] ; [ 2 23],[20.4379562 91.5620438] ; [ 4.5620438 20.4379562],0
s7,1,0.149003,2.082428,[48 58] ; [ 7 17],[44.84615385 61.15384615] ; [10.15384615 13.84615385],0
a7,1,0.158121,1.992103,[75 37] ; [13 12],[71.94160584 40.05839416] ; [16.05839416  8.94160584],0
r2,1,0.186459,1.745379,[104   9] ; [20  4],[102.27737226  10.72262774] ; [21.72262774  2.27737226],0
p10,1,0.20944,1.57529,[99 12] ; [20  5],[97.125 13.875] ; [21.875  3.125],0
b4,1,0.235899,1.404938,[60 53] ; [10 15],[57.31884058 55.68115942] ; [12.68115942 12.31884058],0
p5,1,0.256213,1.289106,[13 99] ; [ 1 24],[ 11.44525547 100.55474453] ; [ 2.55474453 22.44525547],0
s6,1,0.256383,1.288186,[70 39] ; [13 12],[67.51492537 41.48507463] ; [15.48507463  9.51492537],0
a8,1,0.281242,1.161079,[10 94] ; [ 4 19],[11.46456693 92.53543307] ; [ 2.53543307 20.46456693],0
a2,1,0.283928,1.14819,[ 10 103] ; [ 4 21],[ 11.46376812 101.53623188] ; [ 2.53623188 22.46376812],0
n5,1,0.290861,1.115631,[91 22] ; [17  7],[89.08029197 23.91970803] ; [18.91970803  5.08029197],0
p11,1,0.343433,0.897574,[91 22] ; [18  7],[89.25362319 23.74637681] ; [19.74637681  5.25362319],0
p2,1,0.355027,0.855406,[90 22] ; [18  7],[88.2919708 23.7080292] ; [19.7080292  5.2919708],0
a4,1,0.357827,0.845506,[26 86] ; [ 8 17],[27.79562044 84.20437956] ; [ 6.20437956 18.79562044],0
p8,1,0.387824,0.745755,[56 55] ; [15 10],[57.94852941 53.05147059] ; [13.05147059 11.94852941],0
p1,1,0.39758,0.715633,[15 97] ; [ 5 20],[16.35036496 95.64963504] ; [ 3.64963504 21.35036496],0
p4,1,0.410188,0.678256,[60 53] ; [11 14],[58.13768116 54.86231884] ; [12.86231884 12.13768116],0
u3,1,0.47602,0.507968,[24 32] ; [6 5],[25.07462687 30.92537313] ; [4.92537313 6.07462687],0
