Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.000104,15.071583,[31 16] ; [ 9 29],[22.11764706 24.88235294] ; [17.88235294 20.11764706],1
n6,1,0.001778,9.765228,[36 11] ; [16 21],[29.0952381 17.9047619] ; [22.9047619 14.0952381],0
u3,1,0.004631,8.018182,[10 10] ; [ 1 15],[ 6.11111111 13.88888889] ; [ 4.88888889 11.11111111],0
b5,1,0.032848,4.553666,[27 20] ; [13 25],[22.11764706 24.88235294] ; [17.88235294 20.11764706],0
s8,1,0.035026,4.443912,[10 37] ; [ 2 36],[ 6.63529412 40.36470588] ; [ 5.36470588 32.63529412],0
u2,1,0.035422,4.424727,[ 9 11] ; [ 2 14],[ 6.11111111 13.88888889] ; [ 4.88888889 11.11111111],0
p9,1,0.042522,4.114286,[27 18] ; [13 22],[22.5 22.5] ; [17.5 17.5],0
p1,1,0.045139,4.01343,[ 3 44] ; [ 8 30],[ 6.08235294 40.91764706] ; [ 4.91764706 33.08235294],0
d5,1,0.063337,3.447781,[35 12] ; [21 17],[30.96470588 16.03529412] ; [25.03529412 12.96470588],0
p8,1,0.063788,3.436054,[ 9 38] ; [ 2 35],[ 6.1547619 40.8452381] ; [ 4.8452381 32.1547619],0
p4,1,0.067297,3.347749,[14 33] ; [ 5 33],[10.50588235 36.49411765] ; [ 8.49411765 29.50588235],0
n3,1,0.080025,3.064389,[14  9] ; [ 6 12],[11.2195122 11.7804878] ; [8.7804878 9.2195122],0
p6,1,0.091976,2.839437,[ 6 40] ; [ 1 36],[ 3.87951807 42.12048193] ; [ 3.12048193 33.87951807],0
n4,1,0.092964,2.822289,[25 22] ; [27 11],[28.75294118 18.24705882] ; [23.24705882 14.75294118],0
r2,1,0.102055,2.67313,[30 16] ; [17 19],[26.36585366 19.63414634] ; [20.63414634 15.36585366],0
d3,1,0.118611,2.435568,[29 18] ; [17 21],[25.43529412 21.56470588] ; [20.56470588 17.43529412],0
n2,1,0.121122,2.402746,[14  9] ; [ 7 12],[11.5 11.5] ; [9.5 9.5],0
d4,1,0.124672,2.357623,[35 11] ; [23 15],[31.76190476 14.23809524] ; [26.23809524 11.76190476],0
r3,1,0.161395,1.961108,[27 19] ; [16 21],[23.8313253 22.1686747] ; [19.1686747 17.8313253],0
a1,1,0.175924,1.831722,[ 4 43] ; [ 7 31],[ 6.08235294 40.91764706] ; [ 4.91764706 33.08235294],0
v2,1,0.217666,1.519691,[18 27] ; [10 27],[15.36585366 29.63414634] ; [12.63414634 24.36585366],0
a8,1,0.236727,1.39998,[ 1 42] ; [ 3 34],[ 2.15 40.85] ; [ 1.85 35.15],0
a4,1,0.253824,1.302131,[21 26] ; [12 25],[18.46428571 28.53571429] ; [14.53571429 22.46428571],0
s1,1,0.261747,1.259491,[ 2 45] ; [ 4 34],[ 3.31764706 43.68235294] ; [ 2.68235294 35.31764706],0
n1,1,0.273047,1.201373,[ 6 17] ; [ 8 11],[ 7.66666667 15.33333333] ; [ 6.33333333 12.66666667],0
n5,1,0.299143,1.078012,[27 20] ; [26 12],[29.30588235 17.69411765] ; [23.69411765 14.30588235],0
p3,1,0.306737,1.044672,[10 36] ; [ 5 33],[ 8.21428571 37.78571429] ; [ 6.78571429 31.21428571],0
p10,1,0.328048,0.956589,[22 25] ; [13 23],[19.81927711 27.18072289] ; [15.18072289 20.81927711],0
p11,1,0.35519,0.854828,[22 25] ; [14 24],[19.90588235 27.09411765] ; [16.09411765 21.90588235],0
v1,1,0.372276,0.796055,[15 30] ; [ 9 28],[13.17073171 31.82926829] ; [10.82926829 26.17073171],0
a6,1,0.410667,0.676869,[24 23] ; [16 22],[22.11764706 24.88235294] ; [17.88235294 20.11764706],0
p5,1,0.416776,0.65939,[ 3 44] ; [ 1 37],[ 2.21176471 44.78823529] ; [ 1.78823529 36.21176471],0
v3,1,0.433985,0.612135,[12 35] ; [ 7 31],[10.50588235 36.49411765] ; [ 8.49411765 29.50588235],0
s4,1,0.481764,0.494867,[ 5 42] ; [ 6 32],[ 6.08235294 40.91764706] ; [ 4.91764706 33.08235294],0
s3,1,0.491049,0.474227,[15 32] ; [ 9 27],[13.59036145 33.40963855] ; [10.40963855 25.59036145],0
a7,1,0.49732,0.460651,[24 22] ; [17 21],[22.45238095 23.54761905] ; [18.54761905 19.45238095],0
s5,1,0.497607,0.460036,[ 6 40] ; [ 7 31],[ 7.11904762 38.88095238] ; [ 5.88095238 32.11904762],0
d1,1,0.561644,0.336867,[24 23] ; [17 21],[22.67058824 24.32941176] ; [18.32941176 19.67058824],0
s7,1,0.593412,0.285047,[13 32] ; [ 8 26],[11.96202532 33.03797468] ; [ 9.03797468 24.96202532],0
d2,1,0.638397,0.220845,[20 26] ; [18 19],[21.06024096 24.93975904] ; [16.93975904 20.06024096],0
s6,1,0.677373,0.173098,[13 34] ; [ 9 29],[12.16470588 34.83529412] ; [ 9.83529412 28.16470588],0
b1,1,0.734754,0.114791,[24 23] ; [18 20],[23.22352941 23.77647059] ; [18.77647059 19.22352941],0
u1,1,0.786739,0.073196,[ 3 44] ; [ 3 35],[ 3.31764706 43.68235294] ; [ 2.68235294 35.31764706],0
a2,1,0.819261,0.05221,[ 7 40] ; [ 5 33],[ 6.63529412 40.36470588] ; [ 5.36470588 32.63529412],0
a5,1,0.848861,0.036318,[25 22] ; [21 17],[25.43529412 21.56470588] ; [20.56470588 17.43529412],0
a3,1,0.852642,0.034503,[27 20] ; [22 15],[27.41666667 19.58333333] ; [21.58333333 15.41666667],0
r1,1,0.932665,0.007139,[14 33] ; [11 27],[13.82352941 33.17647059] ; [11.17647059 26.82352941],0
b3,1,0.945311,0.004705,[10 13] ; [12 15],[10.12 12.88] ; [11.88 15.12],0
b2,1,0.945311,0.004705,[10 13] ; [12 15],[10.12 12.88] ; [11.88 15.12],0
b4,1,0.948983,0.004094,[30 17] ; [24 14],[29.85882353 17.14117647] ; [24.14117647 13.85882353],0
s2,1,0.969481,0.001464,[10 37] ; [ 8 29],[10.07142857 36.92857143] ; [ 7.92857143 29.07142857],0
