Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,61.079973,[176  79] ; [28 84],[141.74386921 113.25613079] ; [62.25613079 49.74386921],1
s2,1,0.0,57.568016,[166  92] ; [24 88],[132.48648649 125.51351351] ; [57.51351351 54.48648649],1
s7,1,0.0,42.194483,[160  90] ; [28 78],[132.02247191 117.97752809] ; [55.97752809 50.02247191],1
s5,1,0.0,35.758405,[112 141] ; [13 97],[ 87.12121212 165.87878788] ; [37.87878788 72.12121212],1
s8,1,4e-06,21.271459,[140 118] ; [32 81],[119.61185984 138.38814016] ; [52.38814016 60.61185984],1
n5,1,0.00103,10.772012,[206  53] ; [71 41],[193.37735849  65.62264151] ; [83.62264151 28.37735849],0
s4,1,0.002048,9.505999,[ 48 211] ; [  7 106],[ 38.29301075 220.70698925] ; [16.70698925 96.29301075],0
p4,1,0.003053,8.775369,[176  83] ; [58 54],[163.35849057  95.64150943] ; [70.64150943 41.35849057],0
p9,1,0.005113,7.838923,[232  26] ; [87 23],[223.64673913  34.35326087] ; [95.35326087 14.64673913],0
u2,1,0.014668,5.955926,[41 22] ; [11 18],[35.60869565 27.39130435] ; [16.39130435 12.60869565],0
u1,1,0.016784,5.718856,[ 77 184] ; [20 93],[ 67.69251337 193.30748663] ; [29.30748663 83.69251337],0
b5,1,0.020943,5.331541,[178  83] ; [63 50],[168.18449198  92.81550802] ; [72.81550802 40.18449198],0
p10,1,0.023692,5.117004,[225  34] ; [86 25],[217.7  41.3] ; [93.3 17.7],0
p5,1,0.029605,4.732099,[ 37 224] ; [  7 105],[ 30.78820375 230.21179625] ; [13.21179625 98.78820375],0
p6,1,0.041421,4.158695,[111 146] ; [35 75],[102.23978202 154.76021798] ; [43.76021798 66.23978202],0
p12,1,0.044943,4.020791,[ 35 226] ; [  7 105],[ 29.38873995 231.61126005] ; [12.61126005 99.38873995],0
b1,1,0.086386,2.940457,[ 78 183] ; [44 69],[ 85.13903743 175.86096257] ; [36.86096257 76.13903743],0
a8,1,0.088152,2.907794,[ 39 186] ; [10 90],[ 33.92307692 191.07692308] ; [15.07692308 84.92307692],0
n6,1,0.096414,2.763883,[226  31] ; [92 21],[220.88108108  36.11891892] ; [97.11891892 15.88108108],0
