Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,2e-05,18.165395,[57 13] ; [22 28],[46.08333333 23.91666667] ; [32.91666667 17.08333333],1
r1,1,0.000278,13.211429,[61  9] ; [29 21],[52.5 17.5] ; [37.5 12.5],1
d2,1,0.001305,10.334869,[23 47] ; [ 4 46],[15.75 54.25] ; [11.25 38.75],0
p4,1,0.001889,9.654823,[42 26] ; [16 33],[33.70940171 34.29059829] ; [24.29059829 24.70940171],0
a3,1,0.005318,7.768057,[46 23] ; [20 29],[38.59322034 30.40677966] ; [27.40677966 21.59322034],0
a4,1,0.006514,7.402254,[22 48] ; [ 5 44],[15.88235294 54.11764706] ; [11.11764706 37.88235294],0
s5,1,0.007314,7.194299,[25 42] ; [ 7 41],[18.64347826 48.35652174] ; [13.35652174 34.64347826],0
s7,1,0.008877,6.847456,[35 30] ; [14 34],[28.18584071 36.81415929] ; [20.81415929 27.18584071],0
r4,1,0.009034,6.816023,[65  5] ; [38 12],[60.08333333  9.91666667] ; [42.91666667  7.08333333],0
p8,1,0.010849,6.489839,[42 25] ; [19 30],[35.23275862 31.76724138] ; [25.76724138 23.23275862],0
n5,1,0.011145,6.442105,[54 16] ; [27 22],[47.64705882 22.35294118] ; [33.35294118 15.64705882],0
b1,1,0.015639,5.843058,[35 35] ; [14 36],[28.58333333 41.41666667] ; [20.41666667 29.58333333],0
p3,1,0.02898,4.768807,[33 36] ; [14 36],[27.25210084 41.74789916] ; [19.74789916 30.25210084],0
p12,1,0.032617,4.565778,[ 9 59] ; [ 1 48],[ 5.81196581 62.18803419] ; [ 4.18803419 44.81196581],0
v1,1,0.034793,4.455304,[37 31] ; [17 32],[31.38461538 36.61538462] ; [22.61538462 26.38461538],0
p10,1,0.036894,4.355312,[57 11] ; [33 16],[52.30769231 15.69230769] ; [37.69230769 11.30769231],0
n4,1,0.044869,4.023546,[51 19] ; [27 22],[45.88235294 24.11764706] ; [32.11764706 16.88235294],0
v2,1,0.057418,3.61044,[39 30] ; [19 30],[33.91525424 35.08474576] ; [24.08474576 24.91525424],0
v3,1,0.098829,2.724342,[31 38] ; [15 35],[26.67226891 42.32773109] ; [19.32773109 30.67226891],0
b4,1,0.105402,2.621849,[44 26] ; [24 26],[39.66666667 30.33333333] ; [28.33333333 21.66666667],0
p9,1,0.106589,2.604073,[57 11] ; [35 14],[53.47008547 14.52991453] ; [38.52991453 10.47008547],0
u3,1,0.111855,2.527811,[16  8] ; [13 16],[13.13207547 10.86792453] ; [15.86792453 13.13207547],0
p5,1,0.130389,2.287866,[12 56] ; [ 4 46],[ 9.22033898 58.77966102] ; [ 6.77966102 43.22033898],0
n6,1,0.175147,1.838325,[60 10] ; [38 12],[57.16666667 12.83333333] ; [40.83333333  9.16666667],0
s2,1,0.189476,1.721688,[35 32] ; [20 30],[31.4957265 35.5042735] ; [23.5042735 26.4957265],0
d3,1,0.192685,1.69697,[42 28] ; [24 26],[38.5 31.5] ; [27.5 22.5],0
b3,1,0.213788,1.545588,[16 22] ; [ 7 19],[13.65625 24.34375] ; [ 9.34375 16.65625],0
b2,1,0.213788,1.545588,[16 22] ; [ 7 19],[13.65625 24.34375] ; [ 9.34375 16.65625],0
p2,1,0.305665,1.049316,[54 15] ; [35 15],[51.60504202 17.39495798] ; [37.39495798 12.60504202],0
u1,1,0.315454,1.007702,[ 4 66] ; [ 1 49],[ 2.91666667 67.08333333] ; [ 2.08333333 47.91666667],0
a1,1,0.315454,1.007702,[ 4 66] ; [ 1 49],[ 2.91666667 67.08333333] ; [ 2.08333333 47.91666667],0
n3,1,0.356981,0.848485,[10  4] ; [12  2],[11.  3.] ; [11.  3.],0
s8,1,0.361735,0.83186,[23 45] ; [13 37],[20.74576271 47.25423729] ; [15.25423729 34.74576271],0
r2,1,0.363315,0.826403,[65  5] ; [44  6],[63.58333333  6.41666667] ; [45.41666667  4.58333333],0
p6,1,0.380255,0.769878,[28 41] ; [16 33],[25.72881356 43.27118644] ; [18.27118644 30.72881356],0
s1,1,0.398601,0.712542,[ 3 65] ; [ 4 45],[ 4.06837607 63.93162393] ; [ 2.93162393 46.06837607],0
d4,1,0.437264,0.603452,[37 33] ; [30 20],[39.08333333 30.91666667] ; [27.91666667 22.08333333],0
p1,1,0.466098,0.531211,[10 59] ; [ 5 45],[ 8.69747899 60.30252101] ; [ 6.30252101 43.69747899],0
n1,1,0.567996,0.326048,[7 6] ; [6 8],[6.25925926 6.74074074] ; [6.74074074 7.25925926],0
s3,1,0.574068,0.315923,[39 29] ; [25 23],[37.51724138 30.48275862] ; [26.48275862 21.51724138],0
u2,1,0.577973,0.309524,[11 13] ; [15 13],[12. 12.] ; [14. 14.],0
s4,1,0.585944,0.296724,[14 55] ; [ 8 41],[12.86440678 56.13559322] ; [ 9.13559322 39.86440678],0
a8,1,0.605069,0.267419,[ 9 57] ; [ 5 43],[ 8.10526316 57.89473684] ; [ 5.89473684 42.10526316],0
v4,1,0.620691,0.244898,[66  4] ; [46  4],[65.33333333  4.66666667] ; [46.66666667  3.33333333],0
