Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,93.423426,[ 4 79] ; [168  87],[42.23668639 40.76331361] ; [129.76331361 125.23668639],1
d3,1,0.0,73.853616,[18 64] ; [191  64],[50.85459941 31.14540059] ; [158.14540059  96.85459941],1
d5,1,0.0,47.8828,[39 43] ; [217  38],[62.29080119 19.70919881] ; [193.70919881  61.29080119],1
a5,1,2.3e-05,17.944696,[40 43] ; [187  68],[55.74260355 27.25739645] ; [171.25739645  83.74260355],1
r1,1,4.2e-05,16.783868,[44 38] ; [196  58],[58.57142857 23.42857143] ; [181.42857143  72.57142857],1
d2,1,0.000121,14.780138,[21 62] ; [125 128],[36.06547619 46.93452381] ; [109.93452381 143.06547619],1
u1,1,0.000317,12.967614,[ 2 81] ; [ 47 208],[12.03254438 70.96745562] ; [ 36.96745562 218.03254438],1
a3,1,0.000369,12.683766,[40 42] ; [178  75],[53.36119403 28.63880597] ; [164.63880597  88.36119403],1
u2,1,0.000375,12.650997,[12 31] ; [47 29],[21.31932773 21.68067227] ; [37.68067227 38.31932773],1
a7,1,0.001291,10.354642,[42 40] ; [180  75],[54.01780415 27.98219585] ; [167.98219585  87.01780415],0
a4,1,0.001649,9.904217,[21 60] ; [116 138],[33.12537313 47.87462687] ; [103.87462687 150.12537313],0
b3,1,0.001739,9.806144,[10 42] ; [65 84],[19.40298507 32.59701493] ; [55.59701493 93.40298507],0
b2,1,0.001739,9.806144,[10 42] ; [65 84],[19.40298507 32.59701493] ; [55.59701493 93.40298507],0
r3,1,0.001742,9.803356,[68 14] ; [239  15],[74.92261905  7.07738095] ; [232.07738095  21.92261905],0
a2,1,0.002594,9.072978,[ 6 77] ; [ 56 199],[15.22485207 67.77514793] ; [ 46.77514793 208.22485207],0
p9,1,0.009702,6.688718,[56 24] ; [209  42],[64.04833837 15.95166163] ; [200.95166163  50.04833837],0
u3,1,0.01155,6.378694,[16 27] ; [46 29],[22.59322034 20.40677966] ; [39.40677966 35.59322034],0
s5,1,0.011992,6.311986,[17 64] ; [ 89 158],[26.17682927 54.82317073] ; [ 79.82317073 167.17682927],0
s6,1,0.012205,6.280827,[43 37] ; [172  77],[52.27963526 27.72036474] ; [162.72036474  86.27963526],0
r4,1,0.013481,6.104886,[65 18] ; [227  28],[71.70414201 11.29585799] ; [220.29585799  34.70414201],0
a6,1,0.018796,5.520408,[41 42] ; [163  92],[50.09467456 32.90532544] ; [153.90532544 101.09467456],0
r2,1,0.021247,5.306392,[71 12] ; [235  16],[76.04191617  6.95808383] ; [229.95808383  21.04191617],0
p6,1,0.02643,4.927673,[20 62] ; [ 96 158],[28.30952381 53.69047619] ; [ 87.69047619 166.30952381],0
p10,1,0.050269,3.832459,[54 25] ; [200  53],[60.43975904 18.56024096] ; [193.56024096  59.43975904],0
p4,1,0.054157,3.707863,[40 43] ; [153 101],[47.53412463 35.46587537] ; [145.46587537 108.53412463],0
s2,1,0.05439,3.700684,[31 51] ; [127 127],[38.55952381 43.44047619] ; [119.44047619 134.55952381],0
s8,1,0.09048,2.86581,[25 57] ; [104 150],[31.48214286 50.51785714] ; [ 97.51785714 156.48214286],0
p1,1,0.09213,2.836757,[12 70] ; [ 21 233],[ 8.05357143 73.94642857] ; [ 24.94642857 229.05357143],0
p8,1,0.110356,2.549115,[34 47] ; [133 122],[40.25892857 40.74107143] ; [126.74107143 128.25892857],0
p2,1,0.117769,2.446739,[61 21] ; [209  45],[65.89285714 16.10714286] ; [204.10714286  49.89285714],0
s1,1,0.136188,2.220511,[ 6 74] ; [  9 245],[ 3.59281437 76.40718563] ; [ 11.40718563 242.59281437],0
p3,1,0.170326,1.880067,[31 51] ; [118 136],[36.36309524 45.63690476] ; [112.63690476 141.36309524],0
n4,1,0.176103,1.830204,[58 24] ; [199  56],[62.53412463 19.46587537] ; [194.46587537  60.53412463],0
s7,1,0.186458,1.745388,[31 48] ; [117 128],[36.08641975 42.91358025] ; [111.91358025 133.08641975],0
b4,1,0.188873,1.726386,[41 42] ; [147 108],[46.16568047 36.83431953] ; [141.83431953 113.16568047],0
n3,1,0.189884,1.718514,[19  5] ; [44 24],[16.43478261  7.56521739] ; [46.56521739 21.43478261],0
p11,1,0.201004,1.635062,[58 25] ; [196  59],[62.37278107 20.62721893] ; [191.62721893  63.37278107],0
p12,1,0.299535,1.076264,[ 3 80] ; [ 17 236],[ 4.94047619 78.05952381] ; [ 15.05952381 237.94047619],0
v1,1,0.340053,0.910232,[27 55] ; [ 97 153],[30.62650602 51.37349398] ; [ 93.37349398 156.62650602],0
s4,1,0.35357,0.860602,[20 62] ; [ 49 201],[17.04216867 64.95783133] ; [ 51.95783133 198.04216867],0
v3,1,0.3809,0.767794,[13 69] ; [ 51 201],[15.71257485 66.28742515] ; [ 48.28742515 203.71257485],0
s3,1,0.473964,0.512719,[39 41] ; [136 119],[41.79104478 38.20895522] ; [133.20895522 121.79104478],0
p7,1,0.501579,0.451594,[44 37] ; [147 104],[46.59939759 34.40060241] ; [144.40060241 106.59939759],0
v4,1,0.542488,0.370948,[76  6] ; [241  14],[77.13353116  4.86646884] ; [239.86646884  15.13353116],0
a1,1,0.617515,0.249376,[ 2 81] ; [  9 246],[ 2.70118343 80.29881657] ; [  8.29881657 246.70118343],0
b1,1,0.72668,0.122182,[35 48] ; [102 153],[33.64201183 49.35798817] ; [103.35798817 151.64201183],0
b5,1,0.766504,0.08818,[51 32] ; [152 103],[49.84911243 33.15088757] ; [153.15088757 101.84911243],0
u4,1,0.811517,0.056868,[ 1 82] ; [  4 251],[ 1.22781065 81.77218935] ; [  3.77218935 251.22781065],0
n5,1,0.813013,0.055951,[64 19] ; [199  55],[64.77448071 18.22551929] ; [198.22551929  55.77448071],0
n1,1,0.848737,0.036378,[11 14] ; [28 39],[10.59782609 14.40217391] ; [28.40217391 38.59782609],0
p5,1,0.895646,0.017204,[10 72] ; [ 32 219],[10.34234234 71.65765766] ; [ 31.65765766 219.34234234],0
n2,1,0.925662,0.008706,[18  7] ; [49 20],[17.81914894  7.18085106] ; [49.18085106 19.81914894],0
a8,1,0.964459,0.001985,[ 9 64] ; [ 29 210],[ 8.89102564 64.10897436] ; [ 29.10897436 209.89102564],0
