Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,106.343638,[284 117] ; [ 60 157],[223.21035599 177.78964401] ; [120.78964401  96.21035599],1
n3,1,0.686607,0.162783,[52 13] ; [40 12],[51.11111111 13.88888889] ; [40.88888889 11.11111111],0
u3,1,0.746275,0.104688,[52 47] ; [35 35],[50.96449704 48.03550296] ; [36.03550296 33.96449704],0
p12,1,0.768367,0.086737,[ 38 366] ; [ 22 195],[ 39.03381643 364.96618357] ; [ 20.96618357 196.03381643],0
a6,1,0.805606,0.060564,[277 128] ; [147  71],[275.63402889 129.36597111] ; [148.36597111  69.63402889],0
a4,1,0.808315,0.058855,[196 208] ; [107 109],[197.43870968 206.56129032] ; [105.56129032 110.43870968],0
a7,1,0.866913,0.028083,[290 115] ; [154  63],[289.09967846 115.90032154] ; [154.90032154  62.09967846],0
p1,1,0.944089,0.004918,[ 42 363] ; [ 23 195],[ 42.25521669 362.74478331] ; [ 22.74478331 195.25521669],0
u1,1,0.961526,0.002327,[ 85 321] ; [ 46 172],[ 85.23397436 320.76602564] ; [ 45.76602564 172.23397436],0
b1,1,0.973103,0.001137,[157 249] ; [ 84 134],[156.80448718 249.19551282] ; [ 84.19551282 133.80448718],0
s4,1,0.97777,0.000776,[ 60 339] ; [ 32 182],[ 59.88254486 339.11745514] ; [ 32.11745514 181.88254486],0
