Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1.1e-05,19.248443,[ 7 42] ; [22 15],[16.52325581 32.47674419] ; [12.47674419 24.52325581],1
s7,1,1.9e-05,18.246086,[ 5 42] ; [18 15],[13.5125 33.4875] ; [ 9.4875 23.5125],1
s6,1,0.000192,13.908599,[11 38] ; [23 14],[19.37209302 29.62790698] ; [14.62790698 22.37209302],1
p7,1,0.012238,6.276033,[15 35] ; [21 16],[20.68965517 29.31034483] ; [15.31034483 21.68965517],0
s8,1,0.022699,5.191363,[ 6 43] ; [12 25],[10.25581395 38.74418605] ; [ 7.74418605 29.25581395],0
s5,1,0.026783,4.904767,[ 7 41] ; [13 24],[11.29411765 36.70588235] ; [ 8.70588235 28.29411765],0
p3,1,0.034223,4.483505,[11 39] ; [16 21],[15.51724138 34.48275862] ; [11.48275862 25.51724138],0
v1,1,0.039989,4.218337,[11 39] ; [15 20],[15.29411765 34.70588235] ; [10.70588235 24.29411765],0
p2,1,0.072535,3.22471,[20 30] ; [22 15],[24.13793103 25.86206897] ; [17.86206897 19.13793103],0
p4,1,0.091651,2.845135,[13 37] ; [16 21],[16.66666667 33.33333333] ; [12.33333333 24.66666667],0
a3,1,0.093093,2.820054,[20 30] ; [21 15],[23.8372093 26.1627907] ; [17.1627907 18.8372093],0
r3,1,0.09403,2.803995,[34 16] ; [31  6],[37.35632184 12.64367816] ; [27.64367816  9.35632184],0
v3,1,0.126162,2.339109,[ 8 39] ; [11 24],[10.8902439 36.1097561] ; [ 8.1097561 26.8902439],0
s4,1,0.13278,2.259693,[ 5 45] ; [ 8 29],[ 7.47126437 42.52873563] ; [ 5.52873563 31.47126437],0
a4,1,0.145243,2.121517,[15 34] ; [17 20],[18.23255814 30.76744186] ; [13.76744186 23.23255814],0
u2,1,0.157022,2.002674,[10 19] ; [9 7],[12.24444444 16.75555556] ; [6.75555556 9.24444444],0
p9,1,0.16983,1.884439,[13 36] ; [15 22],[15.95348837 33.04651163] ; [12.04651163 24.95348837],0
r4,1,0.201996,1.627884,[27 23] ; [25 12],[29.88505747 20.11494253] ; [22.11494253 14.88505747],0
a2,1,0.215182,1.536216,[ 2 48] ; [ 4 33],[ 3.44827586 46.55172414] ; [ 2.55172414 34.44827586],0
b1,1,0.236303,1.402512,[32 18] ; [19 18],[29.31034483 20.68965517] ; [21.68965517 15.31034483],0
a5,1,0.239359,1.384364,[22 28] ; [21 16],[24.71264368 25.28735632] ; [18.28735632 18.71264368],0
n3,1,0.253568,1.303536,[11 12] ; [10  5],[12.71052632 10.28947368] ; [8.28947368 6.71052632],0
d4,1,0.271956,1.206857,[26 24] ; [23 13],[28.48837209 21.51162791] ; [20.51162791 15.48837209],0
n2,1,0.278958,1.172161,[14 10] ; [12  4],[15.6  8.4] ; [10.4  5.6],0
n5,1,0.307214,1.042614,[25 25] ; [22 14],[27.3255814 22.6744186] ; [19.6744186 16.3255814],0
b4,1,0.344759,0.892655,[26 24] ; [23 14],[28.16091954 21.83908046] ; [20.83908046 16.16091954],0
n4,1,0.359112,0.840995,[27 23] ; [23 13],[29.06976744 20.93023256] ; [20.93023256 15.06976744],0
u3,1,0.381715,0.765172,[11 19] ; [8 8],[12.39130435 17.60869565] ; [6.60869565 9.39130435],0
b3,1,0.404057,0.69622,[11 20] ; [ 6 18],[ 9.58181818 21.41818182] ; [ 7.41818182 16.58181818],0
b2,1,0.404057,0.69622,[11 20] ; [ 6 18],[ 9.58181818 21.41818182] ; [ 7.41818182 16.58181818],0
d3,1,0.410878,0.676257,[16 34] ; [15 22],[17.81609195 32.18390805] ; [13.18390805 23.81609195],0
s1,1,0.414737,0.665181,[ 3 47] ; [ 4 33],[ 4.02298851 45.97701149] ; [ 2.97701149 34.02298851],0
p1,1,0.415676,0.662508,[ 2 48] ; [ 3 34],[ 2.87356322 47.12643678] ; [ 2.12643678 34.87356322],0
b5,1,0.419041,0.653004,[24 26] ; [21 16],[25.86206897 24.13793103] ; [19.13793103 17.86206897],0
d5,1,0.419041,0.653004,[24 26] ; [21 16],[25.86206897 24.13793103] ; [19.13793103 17.86206897],0
p8,1,0.441222,0.593102,[10 40] ; [10 27],[11.49425287 38.50574713] ; [ 8.50574713 28.49425287],0
d1,1,0.443256,0.587838,[15 35] ; [14 23],[16.66666667 33.33333333] ; [12.33333333 24.66666667],0
d2,1,0.468976,0.524388,[20 29] ; [18 19],[21.65116279 27.34883721] ; [16.34883721 20.65116279],0
v4,1,0.477755,0.503983,[37 13] ; [29  7],[38.37209302 11.62790698] ; [27.62790698  8.37209302],0
v2,1,0.500045,0.454841,[14 34] ; [13 23],[15.42857143 32.57142857] ; [11.57142857 24.42857143],0
n1,1,0.504985,0.444444,[ 8 16] ; [7 9],[ 9. 15.] ; [ 6. 10.],0
a6,1,0.516478,0.420921,[21 29] ; [13 24],[19.54022989 30.45977011] ; [14.45977011 22.54022989],0
r1,1,0.532506,0.389606,[25 25] ; [21 16],[26.43678161 23.56321839] ; [19.56321839 17.43678161],0
p6,1,0.532849,0.388955,[ 9 39] ; [ 9 28],[10.16470588 37.83529412] ; [ 7.83529412 29.16470588],0
a1,1,0.636807,0.222943,[ 4 46] ; [ 2 35],[ 3.44827586 46.55172414] ; [ 2.55172414 34.44827586],0
r2,1,0.690322,0.158737,[38 11] ; [30  7],[38.74418605 10.25581395] ; [29.25581395  7.74418605],0
n6,1,0.731526,0.117715,[31 19] ; [21 15],[30.23255814 19.76744186] ; [21.76744186 14.23255814],0
p12,1,0.74302,0.10749,[ 2 48] ; [ 1 36],[ 1.72413793 48.27586207] ; [ 1.27586207 35.72413793],0
u4,1,0.828818,0.04675,[ 1 49] ; [ 1 36],[ 1.14942529 48.85057471] ; [ 0.85057471 36.14942529],0
p11,1,0.90081,0.015535,[25 25] ; [18 19],[24.71264368 25.28735632] ; [18.28735632 18.71264368],0
a8,1,0.909843,0.012822,[ 5 42] ; [ 4 31],[ 5.15853659 41.84146341] ; [ 3.84146341 31.15853659],0
