Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.003654,8.448329,[106  15] ; [4 4],[103.17829457  17.82170543] ; [6.82170543 1.17829457],0
v4,1,0.008187,6.992196,[110  10] ; [5 3],[107.8125  12.1875] ; [7.1875 0.8125],0
r1,1,0.010808,6.496685,[94 27] ; [3 5],[90.98449612 30.01550388] ; [6.01550388 1.98449612],0
r3,1,0.023652,5.12,[114   6] ; [6 2],[112.5   7.5] ; [7.5 0.5],0
s3,1,0.048693,3.885909,[72 47] ; [2 6],[69.33858268 49.66141732] ; [4.66141732 3.33858268],0
d5,1,0.049874,3.845689,[118   2] ; [7 1],[117.1875   2.8125] ; [7.8125 0.1875],0
p5,1,0.067069,3.353344,[ 16 102] ; [3 5],[ 17.79365079 100.20634921] ; [1.20634921 6.79365079],0
a5,1,0.075927,3.149993,[104  17] ; [5 3],[102.24031008  18.75968992] ; [6.75968992 1.24031008],0
p6,1,0.082151,3.02182,[50 64] ; [1 7],[47.6557377 66.3442623] ; [3.3442623 4.6557377],0
p1,1,0.087271,2.924009,[  9 111] ; [2 6],[ 10.3125 109.6875] ; [0.6875 7.3125],0
s8,1,0.099684,2.710588,[66 54] ; [2 6],[63.75 56.25] ; [4.25 3.75],0
s1,1,0.117743,2.447084,[  3 116] ; [1 7],[  3.7480315 115.2519685] ; [0.2519685 7.7480315],0
a3,1,0.133395,2.252541,[101  20] ; [5 3],[99.42635659 21.57364341] ; [6.57364341 1.42635659],0
s5,1,0.219714,1.506237,[54 60] ; [2 6],[52.32786885 61.67213115] ; [3.67213115 4.32786885],0
b2,1,0.224764,1.473695,[37 41] ; [2 6],[35.37209302 42.62790698] ; [3.62790698 4.37209302],0
b3,1,0.224764,1.473695,[37 41] ; [2 6],[35.37209302 42.62790698] ; [3.62790698 4.37209302],0
d3,1,0.259489,1.27148,[83 38] ; [7 1],[84.41860465 36.58139535] ; [5.58139535 2.41860465],0
v1,1,0.345259,0.890806,[64 53] ; [3 5],[62.712 54.288] ; [4.288 3.712],0
p3,1,0.347259,0.883448,[65 54] ; [3 5],[63.71653543 55.28346457] ; [4.28346457 3.71653543],0
a4,1,0.363788,0.824775,[79 41] ; [4 4],[77.8125 42.1875] ; [5.1875 2.8125],0
p9,1,0.391232,0.735109,[99 19] ; [5 2],[98.176 19.824] ; [5.824 1.176],0
p7,1,0.393828,0.727089,[76 41] ; [4 4],[74.88 42.12] ; [5.12 2.88],0
p8,1,0.436362,0.605831,[60 56] ; [3 5],[58.93548387 57.06451613] ; [4.06451613 3.93548387],0
u3,1,0.483578,0.490783,[11  9] ; [1 2],[10.43478261  9.56521739] ; [1.56521739 1.43478261],0
s4,1,0.531582,0.391366,[26 93] ; [1 7],[25.2992126 93.7007874] ; [1.7007874 6.2992126],0
v3,1,0.543706,0.368714,[45 70] ; [4 4],[45.81300813 69.18699187] ; [3.18699187 4.81300813],0
n6,1,0.553348,0.351353,[99 20] ; [6 2],[98.38582677 20.61417323] ; [6.61417323 1.38582677],0
v2,1,0.60185,0.272215,[62 55] ; [5 3],[62.712 54.288] ; [4.288 3.712],0
d2,1,0.604389,0.268427,[96 24] ; [7 1],[96.5625 23.4375] ; [6.4375 1.5625],0
u2,1,0.650041,0.205848,[10  9] ; [2 1],[10.36363636  8.63636364] ; [1.63636364 1.36363636],0
s6,1,0.660873,0.192465,[79 38] ; [6 2],[79.56 37.44] ; [5.44 2.56],0
b1,1,0.694179,0.154598,[67 54] ; [5 3],[67.53488372 53.46511628] ; [4.46511628 3.53488372],0
n4,1,0.709618,0.138659,[98 21] ; [7 1],[98.38582677 20.61417323] ; [6.61417323 1.38582677],0
b5,1,0.761681,0.091975,[52 69] ; [3 5],[51.58914729 69.41085271] ; [3.41085271 4.58914729],0
b4,1,0.767373,0.087505,[67 54] ; [4 4],[66.59689922 54.40310078] ; [4.40310078 3.59689922],0
p2,1,0.809131,0.058345,[92 25] ; [6 2],[91.728 25.272] ; [6.272 1.728],0
s2,1,0.818933,0.052403,[65 55] ; [4 4],[64.6875 55.3125] ; [4.3125 3.6875],0
p4,1,0.822911,0.050088,[69 49] ; [5 3],[69.3015873 48.6984127] ; [4.6984127 3.3015873],0
n5,1,0.835137,0.043313,[93 26] ; [6 2],[92.76377953 26.23622047] ; [6.23622047 1.76377953],0
p10,1,0.900786,0.015542,[90 27] ; [6 2],[89.856 27.144] ; [6.144 1.856],0
p11,1,0.904029,0.014538,[93 28] ; [6 2],[92.86046512 28.13953488] ; [6.13953488 1.86046512],0
a6,1,0.985987,0.000308,[45 76] ; [3 5],[45.02325581 75.97674419] ; [2.97674419 5.02325581],0
