Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,7e-06,20.147952,[44 22] ; [ 53 103],[28.83783784 37.16216216] ; [68.16216216 87.83783784],1
p9,1,9.9e-05,15.150939,[59  8] ; [96 59],[46.77927928 20.22072072] ; [108.22072072  46.77927928],1
p10,1,0.000137,14.540904,[54 12] ; [86 71],[41.43497758 24.56502242] ; [98.56502242 58.43497758],1
p2,1,0.003299,8.634219,[54 13] ; [96 63],[44.46902655 22.53097345] ; [105.53097345  53.46902655],0
p5,1,0.004237,8.17933,[ 6 61] ; [  2 157],[ 2.37168142 64.62831858] ; [  5.62831858 153.37168142],0
p11,1,0.005942,7.567698,[55 13] ; [99 60],[46.13215859 21.86784141] ; [107.86784141  51.13215859],0
s7,1,0.006816,7.320937,[29 38] ; [ 38 114],[20.49771689 46.50228311] ; [ 46.50228311 105.49771689],0
s6,1,0.013671,6.080107,[42 24] ; [72 86],[33.58928571 32.41071429] ; [80.41071429 77.58928571],0
p1,1,0.018965,5.504769,[ 8 58] ; [  6 152],[ 4.125 61.875] ; [  9.875 148.125],0
s5,1,0.019498,5.456273,[22 44] ; [ 29 125],[15.3 50.7] ; [ 35.7 118.3],0
s8,1,0.029666,4.728557,[24 44] ; [ 34 124],[17.45132743 50.54867257] ; [ 40.54867257 117.45132743],0
r3,1,0.031154,4.644452,[63  5] ; [127  29],[57.67857143 10.32142857] ; [132.32142857  23.67857143],0
p6,1,0.046461,3.964819,[16 50] ; [ 21 136],[10.95067265 55.04932735] ; [ 26.04932735 130.95067265],0
a1,1,0.054388,3.700737,[ 1 67] ; [ 13 146],[ 4.1938326 63.8061674] ; [  9.8061674 149.1938326],0
r4,1,0.060856,3.513907,[56 12] ; [112  47],[50.32599119 17.67400881] ; [117.67400881  41.32599119],0
a4,1,0.062527,3.469047,[ 9 58] ; [ 39 120],[14.2300885 52.7699115] ; [ 33.7699115 125.2300885],0
b4,1,0.098774,2.725225,[33 35] ; [96 63],[38.64317181 29.35682819] ; [90.35682819 68.64317181],0
n6,1,0.108461,2.576509,[53 15] ; [105  51],[47.96428571 20.03571429] ; [110.03571429  45.96428571],0
u2,1,0.117342,2.452446,[13 23] ; [36 33],[16.8 19.2] ; [32.2 36.8],0
s2,1,0.139149,2.187347,[30 38] ; [ 53 104],[25.08444444 42.91555556] ; [57.91555556 99.08444444],0
v4,1,0.156901,2.003844,[61  6] ; [130  25],[57.64414414  9.35585586] ; [133.35585586  21.64414414],0
a2,1,0.158819,1.985439,[ 1 67] ; [  9 150],[ 2.99559471 65.00440529] ; [  7.00440529 151.99559471],0
d4,1,0.174372,1.844953,[34 34] ; [95 64],[38.64317181 29.35682819] ; [90.35682819 68.64317181],0
d2,1,0.19006,1.717149,[ 7 61] ; [ 27 131],[10.2300885 57.7699115] ; [ 23.7699115 134.2300885],0
s1,1,0.20185,1.628937,[ 6 62] ; [  7 149],[ 3.94642857 64.05357143] ; [  9.05357143 146.94642857],0
s3,1,0.229784,1.4422,[35 31] ; [69 87],[30.91891892 35.08108108] ; [73.08108108 82.91891892],0
u3,1,0.274982,1.191724,[14 22] ; [36 36],[16.66666667 19.33333333] ; [33.33333333 38.66666667],0
a3,1,0.293301,1.104407,[32 35] ; [87 70],[35.59375 31.40625] ; [83.40625 73.59375],0
p3,1,0.296277,1.090879,[17 51] ; [ 30 129],[14.07929515 53.92070485] ; [ 32.92070485 126.07929515],0
a7,1,0.315658,1.006852,[43 25] ; [88 69],[39.59111111 28.40888889] ; [91.40888889 65.59111111],0
b5,1,0.328586,0.954461,[35 33] ; [93 66],[38.34361233 29.65638767] ; [89.65638767 69.34361233],0
b2,1,0.330472,0.947046,[10 27] ; [31 55],[12.33333333 24.66666667] ; [28.66666667 57.33333333],0
b3,1,0.330472,0.947046,[10 27] ; [31 55],[12.33333333 24.66666667] ; [28.66666667 57.33333333],0
v1,1,0.460514,0.544645,[25 41] ; [67 88],[27.47511312 38.52488688] ; [64.52488688 90.47511312],0
s4,1,0.486694,0.483826,[11 57] ; [ 32 127],[12.88105727 55.11894273] ; [ 30.11894273 128.88105727],0
d3,1,0.487109,0.482907,[21 47] ; [ 56 101],[23.27111111 44.72888889] ; [ 53.72888889 103.27111111],0
r2,1,0.579073,0.307736,[59  8] ; [133  23],[57.68609865  9.31390135] ; [134.31390135  21.68609865],0
n3,1,0.582323,0.302494,[10  6] ; [37 16],[10.89855072  5.10144928] ; [36.10144928 16.89855072],0
p12,1,0.612924,0.255939,[ 2 65] ; [  7 151],[ 2.68 64.32] ; [  6.32 151.68],0
b1,1,0.64533,0.211838,[26 42] ; [66 93],[27.55947137 40.44052863] ; [64.44052863 94.55947137],0
a8,1,0.666325,0.185931,[ 9 53] ; [ 19 135],[ 8.03703704 53.96296296] ; [ 19.96296296 134.03703704],0
n5,1,0.67727,0.173215,[44 24] ; [97 60],[42.61333333 25.38666667] ; [98.38666667 58.61333333],0
v2,1,0.765487,0.088973,[27 37] ; [60 90],[26.01869159 37.98130841] ; [60.98130841 89.01869159],0
n2,1,0.788619,0.07188,[12  4] ; [43 12],[12.3943662  3.6056338] ; [42.6056338 12.3943662],0
n4,1,0.839233,0.041158,[44 24] ; [100  58],[43.32743363 24.67256637] ; [100.67256637  57.32743363],0
d5,1,0.839292,0.041128,[33 35] ; [79 79],[33.69911504 34.30088496] ; [78.30088496 79.69911504],0
n1,1,0.91151,0.012351,[ 5 11] ; [18 37],[ 5.18309859 10.81690141] ; [17.81690141 37.18309859],0
a5,1,0.919604,0.010187,[33 35] ; [76 83],[32.65198238 35.34801762] ; [76.34801762 82.65198238],0
v3,1,0.947114,0.0044,[19 48] ; [ 43 111],[18.79638009 48.20361991] ; [ 43.20361991 110.79638009],0
r1,1,0.947624,0.004315,[43 25] ; [100  57],[43.21777778 24.78222222] ; [99.78222222 57.21777778],0
a6,1,0.98879,0.000197,[35 33] ; [82 77],[35.04845815 32.95154185] ; [81.95154185 77.04845815],0
u1,1,0.997518,1e-05,[ 3 65] ; [  7 152],[ 2.99559471 65.00440529] ; [  7.00440529 151.99559471],0
