Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,53.016637,[143  28] ; [54 71],[113.80743243  57.19256757] ; [83.19256757 41.80743243],1
p4,1,0.0,39.870351,[135  37] ; [55 73],[108.93333333  63.06666667] ; [81.06666667 46.93333333],1
p6,1,1e-06,24.197809,[86 86] ; [28 99],[ 65.57859532 106.42140468] ; [48.42140468 78.57859532],1
p5,1,6e-06,20.638042,[ 44 130] ; [  7 121],[ 29.38410596 144.61589404] ; [ 21.61589404 106.38410596],1
p3,1,8e-06,19.901619,[115  58] ; [52 76],[95.9833887 77.0166113] ; [71.0166113 56.9833887],1
p2,1,1.8e-05,18.392009,[157  17] ; [91 37],[142.88741722  31.11258278] ; [105.11258278  22.88741722],1
p9,1,0.000114,14.887977,[158  15] ; [96 32],[145.98671096  27.01328904] ; [108.01328904  19.98671096],1
s5,1,0.000327,12.909681,[73 98] ; [28 96],[ 58.54576271 112.45423729] ; [42.45423729 81.54576271],1
p10,1,0.00133,10.300843,[155  18] ; [97 31],[144.8372093  28.1627907] ; [107.1627907  20.8372093],0
v2,1,0.003175,8.703978,[145  26] ; [89 37],[134.72727273  36.27272727] ; [99.27272727 26.72727273],0
p11,1,0.003741,8.405536,[150  24] ; [94 35],[140.11881188  33.88118812] ; [103.88118812  25.11881188],0
p1,1,0.003886,8.33654,[ 30 143] ; [  8 121],[ 21.76821192 151.23178808] ; [ 16.23178808 112.76821192],0
r4,1,0.00493,7.905111,[164  10] ; [109  20],[156.77227723  17.22772277] ; [116.22772277  12.77227723],0
v1,1,0.006876,7.305167,[130  44] ; [75 50],[119.29765886  54.70234114] ; [85.70234114 39.29765886],0
a5,1,0.022703,5.19107,[141  33] ; [90 39],[132.65346535  41.34653465] ; [98.34653465 30.65346535],0
b5,1,0.023007,5.167974,[92 82] ; [85 44],[101.64356436  72.35643564] ; [75.35643564 53.64356436],0
s3,1,0.040192,4.209755,[104  66] ; [62 64],[95.33783784 74.66216216] ; [70.66216216 55.33783784],0
d1,1,0.050699,3.818198,[115  59] ; [71 58],[106.81188119  67.18811881] ; [79.18811881 49.81188119],0
p12,1,0.051864,3.780163,[ 28 146] ; [ 11 118],[ 22.3960396 151.6039604] ; [ 16.6039604 112.3960396],0
u1,1,0.06527,3.398145,[ 26 148] ; [30 99],[ 32.15841584 141.84158416] ; [ 23.84158416 105.15841584],0
s8,1,0.065794,3.384942,[96 74] ; [59 70],[88.1270903 81.8729097] ; [66.8729097 62.1270903],0
n2,1,0.071216,3.254776,[21  3] ; [22 11],[18.10526316  5.89473684] ; [24.89473684  8.10526316],0
r1,1,0.14624,2.111041,[149  24] ; [103  26],[144.35761589  28.64238411] ; [107.64238411  21.35761589],0
n6,1,0.146904,2.104103,[154  17] ; [109  20],[149.91  21.09] ; [113.09  15.91],0
d3,1,0.149537,2.07697,[126  47] ; [84 45],[120.29801325  52.70198675] ; [89.70198675 39.29801325],0
v4,1,0.168706,1.894406,[166   6] ; [120   9],[163.42857143   8.57142857] ; [122.57142857   6.42857143],0
s7,1,0.200355,1.639783,[96 66] ; [63 59],[90.6971831 71.3028169] ; [68.3028169 53.6971831],0
a6,1,0.213943,1.54454,[111  61] ; [92 37],[116.  56.] ; [87. 42.],0
r3,1,0.253773,1.302412,[166   7] ; [119   9],[163.80398671   9.19601329] ; [121.19601329   6.80398671],0
u3,1,0.255223,1.294485,[22 21] ; [23 13],[24.49367089 18.50632911] ; [20.50632911 15.49367089],0
s2,1,0.257631,1.281445,[96 76] ; [63 65],[91.16 80.84] ; [67.84 60.16],0
d2,1,0.261125,1.262782,[84 89] ; [70 57],[88.80666667 84.19333333] ; [65.19333333 61.80666667],0
u4,1,0.30828,1.038032,[  6 168] ; [  2 127],[  4.59405941 169.40594059] ; [  3.40594059 125.59405941],0
d5,1,0.34006,0.910206,[138  34] ; [109  20],[141.14285714  30.85714286] ; [105.85714286  23.14285714],0
b1,1,0.387695,0.746161,[ 63 111] ; [53 76],[ 66.61386139 107.38613861] ; [49.38613861 79.61386139],0
n4,1,0.454636,0.559068,[151  23] ; [108  21],[148.73267327  25.26732673] ; [110.26732673  18.73267327],0
a2,1,0.47861,0.50203,[ 41 133] ; [35 94],[ 43.64356436 130.35643564] ; [32.35643564 96.64356436],0
d4,1,0.486362,0.484565,[145  27] ; [104  24],[142.76  29.24] ; [106.24  21.76],0
a3,1,0.494264,0.46723,[130  42] ; [93 36],[127.42857143  44.57142857] ; [95.57142857 33.42857143],0
r2,1,0.56105,0.33789,[163   8] ; [121   8],[161.88   9.12] ; [122.12   6.88],0
s1,1,0.593102,0.285526,[  5 169] ; [  5 120],[  5.81939799 168.18060201] ; [  4.18060201 120.81939799],0
b4,1,0.593925,0.284256,[104  70] ; [81 48],[106.23762376  67.76237624] ; [78.76237624 50.23762376],0
a7,1,0.656582,0.197702,[127  46] ; [91 37],[125.29568106  47.70431894] ; [92.70431894 35.29568106],0
n5,1,0.705923,0.142383,[145  28] ; [106  23],[143.78476821  29.21523179] ; [107.21523179  21.78476821],0
a8,1,0.752016,0.099845,[ 24 133] ; [16 99],[ 23.08823529 133.91176471] ; [16.91176471 98.08823529],0
n1,1,0.767613,0.08732,[ 8 15] ; [12 19],[ 8.51851852 14.48148148] ; [11.48148148 19.51851852],0
n3,1,0.875155,0.024685,[17  7] ; [24  9],[17.26315789  6.73684211] ; [23.73684211  9.26315789],0
b2,1,0.888525,0.019648,[49 65] ; [34 47],[48.52307692 65.47692308] ; [34.47692308 46.52307692],0
b3,1,0.888525,0.019648,[49 65] ; [34 47],[48.52307692 65.47692308] ; [34.47692308 46.52307692],0
a1,1,0.925339,0.008782,[ 14 160] ; [ 10 119],[ 13.78217822 160.21782178] ; [ 10.21782178 118.78217822],0
u2,1,0.934835,0.006685,[26 18] ; [21 14],[26.17721519 17.82278481] ; [20.82278481 14.17721519],0
a4,1,0.957514,0.002838,[81 92] ; [60 69],[80.77152318 92.22847682] ; [60.22847682 68.77152318],0
s6,1,0.980685,0.000586,[112  57] ; [85 43],[112.0976431  56.9023569] ; [84.9023569 43.0976431],0
