Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,57.585988,[231  63] ; [47 71],[198.37864078  95.62135922] ; [79.62135922 38.37864078],1
d3,1,0.0,50.188812,[233  62] ; [51 67],[202.85714286  92.14285714] ; [81.14285714 36.85714286],1
u1,1,1e-06,24.127178,[ 71 225] ; [  4 114],[ 53.62318841 242.37681159] ; [21.37681159 96.62318841],1
a2,1,6e-06,20.640144,[ 94 202] ; [ 12 106],[ 75.78743961 220.21256039] ; [30.21256039 87.78743961],1
r4,1,0.002807,8.929035,[273  23] ; [97 21],[264.5410628  31.4589372] ; [105.4589372  12.5410628],0
d1,1,0.003922,8.319398,[191 105] ; [58 60],[178.02898551 117.97101449] ; [70.97101449 47.02898551],0
d5,1,0.006017,7.545228,[249  46] ; [85 32],[239.15048544  55.84951456] ; [94.84951456 22.15048544],0
b3,1,0.009252,6.773463,[ 71 114] ; [47 38],[ 80.85185185 104.14814815] ; [37.14814815 47.85185185],0
b2,1,0.009252,6.773463,[ 71 114] ; [47 38],[ 80.85185185 104.14814815] ; [37.14814815 47.85185185],0
p4,1,0.018442,5.553673,[198  95] ; [64 52],[187.69193154 105.30806846] ; [74.30806846 41.69193154],0
p8,1,0.02338,5.140023,[174 117] ; [54 60],[163.82222222 127.17777778] ; [64.17777778 49.82222222],0
n6,1,0.027074,4.886109,[253  40] ; [89 26],[245.60294118  47.39705882] ; [96.39705882 18.60294118],0
p2,1,0.040333,4.203827,[261  34] ; [92 22],[254.60880196  40.39119804] ; [98.39119804 15.60880196],0
p3,1,0.054099,3.709648,[166 127] ; [53 62],[157.27205882 135.72794118] ; [61.72794118 53.27205882],0
b5,1,0.0584,3.582237,[195 101] ; [66 52],[186.60869565 109.39130435] ; [74.39130435 43.60869565],0
b1,1,0.060487,3.523972,[106 190] ; [54 64],[114.39613527 181.60386473] ; [45.60386473 72.39613527],0
r1,1,0.086892,2.931037,[249  44] ; [92 26],[243.0973236  49.9026764] ; [97.9026764 20.0973236],0
u2,1,0.087669,2.916667,[52 26] ; [13 14],[48.28571429 29.71428571] ; [16.71428571 10.28571429],0
u3,1,0.094341,2.798696,[53 27] ; [13 14],[49.34579439 30.65420561] ; [16.65420561 10.34579439],0
p12,1,0.102006,2.673904,[ 34 260] ; [  7 107],[ 29.54411765 264.45588235] ; [ 11.45588235 102.54411765],0
p9,1,0.107431,2.591618,[259  33] ; [96 20],[254.06862745  37.93137255] ; [100.93137255  15.06862745],0
a5,1,0.120163,2.415198,[232  64] ; [84 34],[225.93236715  70.06763285] ; [90.06763285 27.93236715],0
r2,1,0.122933,2.379548,[282  12] ; [106   9],[278.90464548  15.09535452] ; [109.09535452   5.90464548],0
v4,1,0.124497,2.359818,[284  10] ; [109   8],[281.12408759  12.87591241] ; [111.87591241   5.12408759],0
p6,1,0.150389,2.068302,[126 163] ; [40 72],[119.63591022 169.36408978] ; [46.36408978 65.63591022],0
p10,1,0.173794,1.84991,[247  45] ; [90 24],[242.37438424  49.62561576] ; [94.62561576 19.37438424],0
p1,1,0.183624,1.768044,[ 33 262] ; [  8 109],[ 29.35679612 265.64320388] ; [ 11.64320388 105.35679612],0
r3,1,0.187998,1.733236,[282  13] ; [109   9],[279.28571429  15.71428571] ; [111.71428571   6.28571429],0
a1,1,0.245306,1.349842,[ 14 282] ; [  9 109],[ 16.44444444 279.55555556] ; [  6.55555556 111.44444444],0
