Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.002597,9.07121,[14 23] ; [37 16],[20.96666667 16.03333333] ; [30.03333333 22.96666667],0
d2,1,0.003081,8.759141,[11 26] ; [32 20],[17.87640449 19.12359551] ; [25.12359551 26.87640449],0
v4,1,0.024767,5.040076,[19 18] ; [38 13],[23.96590909 13.03409091] ; [33.03409091 17.96590909],0
s3,1,0.048433,3.894914,[11 24] ; [27 24],[15.46511628 19.53488372] ; [22.53488372 28.46511628],0
p4,1,0.128813,2.306747,[18 19] ; [17 35],[14.5505618 22.4494382] ; [20.4494382 31.5505618],0
p6,1,0.140873,2.168393,[ 4 32] ; [12 39],[ 6.62068966 29.37931034] ; [ 9.37931034 41.62068966],0
d5,1,0.230626,1.436997,[26 11] ; [43 10],[28.36666667  8.63333333] ; [40.63333333 12.36666667],0
a4,1,0.261429,1.261174,[12 25] ; [23 29],[14.5505618 22.4494382] ; [20.4494382 31.5505618],0
d3,1,0.279358,1.170211,[21 16] ; [36 17],[23.43333333 13.56666667] ; [33.56666667 19.43333333],0
p10,1,0.282644,1.154332,[18 18] ; [32 20],[20.45454545 15.54545455] ; [29.54545455 22.45454545],0
a2,1,0.299413,1.076806,[ 4 33] ; [10 43],[ 5.75555556 31.24444444] ; [ 8.24444444 44.75555556],0
b5,1,0.30238,1.063667,[19 18] ; [33 20],[21.37777778 15.62222222] ; [30.62222222 22.37777778],0
s5,1,0.312425,1.020395,[ 5 32] ; [11 39],[ 6.8045977 30.1954023] ; [ 9.1954023 40.8045977],0
b1,1,0.330381,0.947403,[22 15] ; [26 27],[19.73333333 17.26666667] ; [28.26666667 24.73333333],0
n3,1,0.365557,0.818713,[9 7] ; [10 14],[7.6 8.4] ; [11.4 12.6],0
p1,1,0.369363,0.805808,[ 4 33] ; [ 3 50],[ 2.87777778 34.12222222] ; [ 4.12222222 48.87777778],0
a3,1,0.372394,0.795661,[23 14] ; [37 15],[24.94382022 12.05617978] ; [35.05617978 16.94382022],0
a7,1,0.395195,0.722897,[19 18] ; [32 21],[20.96666667 16.03333333] ; [30.03333333 22.96666667],0
p3,1,0.406142,0.690067,[11 25] ; [20 31],[12.82758621 23.17241379] ; [18.17241379 32.82758621],0
n2,1,0.414272,0.666506,[11  5] ; [14 11],[9.75609756 6.24390244] ; [15.24390244  9.75609756],0
v3,1,0.424714,0.637234,[ 9 28] ; [17 36],[10.68888889 26.31111111] ; [15.31111111 37.68888889],0
p5,1,0.430601,0.621201,[ 3 34] ; [ 7 45],[ 4.15730337 32.84269663] ; [ 5.84269663 46.15730337],0
v2,1,0.446468,0.579602,[14 23] ; [23 27],[15.73563218 21.26436782] ; [21.26436782 28.73563218],0
r3,1,0.447,0.578248,[22 15] ; [35 17],[23.69662921 13.30337079] ; [33.30337079 18.69662921],0
n1,1,0.4603,0.545165,[ 4 12] ; [ 9 16],[ 5.07317073 10.92682927] ; [ 7.92682927 17.07317073],0
n4,1,0.502444,0.449771,[19 18] ; [31 22],[20.55555556 16.44444444] ; [29.44444444 23.55555556],0
u2,1,0.588439,0.292788,[7 7] ; [6 9],[6.27586207 7.72413793] ; [6.72413793 8.27586207],0
a5,1,0.599752,0.27537,[21 16] ; [33 20],[22.2 14.8] ; [31.8 21.2],0
n5,1,0.601144,0.273274,[20 17] ; [31 21],[21.20224719 15.79775281] ; [29.79775281 22.20224719],0
s2,1,0.622939,0.241758,[12 24] ; [20 32],[13.09090909 22.90909091] ; [18.90909091 33.09090909],0
p9,1,0.630929,0.230803,[20 15] ; [33 20],[21.07954545 13.92045455] ; [31.92045455 21.07954545],0
n6,1,0.677874,0.172529,[21 15] ; [32 19],[21.93103448 14.06896552] ; [31.06896552 19.93103448],0
s1,1,0.688575,0.160632,[ 2 35] ; [ 4 49],[ 2.46666667 34.53333333] ; [ 3.53333333 49.46666667],0
u1,1,0.688575,0.160632,[ 2 35] ; [ 4 49],[ 2.46666667 34.53333333] ; [ 3.53333333 49.46666667],0
s8,1,0.711421,0.136862,[ 8 29] ; [13 39],[ 8.73033708 28.26966292] ; [12.26966292 39.73033708],0
s7,1,0.739051,0.110963,[12 21] ; [20 30],[12.72289157 20.27710843] ; [19.27710843 30.72289157],0
b3,1,0.76952,0.085851,[ 9 18] ; [ 8 19],[ 8.5 18.5] ; [ 8.5 18.5],0
b2,1,0.76952,0.085851,[ 9 18] ; [ 8 19],[ 8.5 18.5] ; [ 8.5 18.5],0
p7,1,0.784112,0.075056,[13 24] ; [19 31],[13.6091954 23.3908046] ; [18.3908046 31.6091954],0
p8,1,0.806561,0.059959,[10 27] ; [15 36],[10.51136364 26.48863636] ; [14.48863636 36.51136364],0
r1,1,0.829992,0.046101,[12 25] ; [18 34],[12.47191011 24.52808989] ; [17.52808989 34.47191011],0
a1,1,0.830367,0.045895,[ 4 33] ; [ 5 48],[ 3.7 33.3] ; [ 5.3 47.7],0
a6,1,0.890085,0.019098,[19 18] ; [28 25],[19.32222222 17.67777778] ; [27.67777778 25.32222222],0
p2,1,0.907683,0.013447,[21 16] ; [29 21],[21.26436782 15.73563218] ; [28.73563218 21.26436782],0
p11,1,0.908832,0.013113,[20 17] ; [28 25],[19.73333333 17.26666667] ; [28.26666667 24.73333333],0
u3,1,0.919347,0.010253,[5 9] ; [ 6 10],[5.13333333 8.86666667] ; [ 5.86666667 10.13333333],0
s4,1,0.923674,0.009179,[ 6 31] ; [ 9 44],[ 6.16666667 30.83333333] ; [ 8.83333333 44.16666667],0
b4,1,0.930306,0.007649,[22 15] ; [32 21],[22.2 14.8] ; [31.8 21.2],0
s6,1,0.95224,0.003587,[15 22] ; [21 30],[15.13636364 21.86363636] ; [20.86363636 30.13636364],0
v1,1,0.959459,0.002584,[15 22] ; [20 30],[14.88505747 22.11494253] ; [20.11494253 29.88505747],0
