Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,26.449275,[42 31] ; [12 61],[27. 46.] ; [27. 46.],1
s3,1,6e-06,20.577545,[49 24] ; [22 52],[35.2585034 37.7414966] ; [35.7414966 38.2585034],1
s8,1,1.3e-05,19.063063,[30 44] ; [ 7 67],[18.5 55.5] ; [18.5 55.5],1
p4,1,0.001243,10.425575,[42 31] ; [23 51],[32.27891156 40.72108844] ; [32.72108844 41.27891156],0
n5,1,0.001771,9.772819,[48 26] ; [29 45],[38.5 35.5] ; [38.5 35.5],0
s7,1,0.00501,7.875957,[30 40] ; [14 54],[22.31884058 47.68115942] ; [21.68115942 46.31884058],0
s5,1,0.007004,7.272031,[21 52] ; [ 8 65],[14.5 58.5] ; [14.5 58.5],0
s4,1,0.013392,6.116608,[15 57] ; [ 5 69],[ 9.8630137 62.1369863] ; [10.1369863 63.8630137],0
p8,1,0.024541,5.055994,[32 42] ; [19 55],[25.5 48.5] ; [25.5 48.5],0
u3,1,0.049276,3.865909,[21  9] ; [15 18],[17.14285714 12.85714286] ; [18.85714286 14.14285714],0
v3,1,0.062116,3.479964,[28 45] ; [17 54],[22.8125 50.1875] ; [22.1875 48.8125],0
n6,1,0.079098,3.083333,[55 19] ; [45 29],[50. 24.] ; [50. 24.],0
a1,1,0.095487,2.779343,[ 5 69] ; [ 1 73],[ 3. 71.] ; [ 3. 71.],0
b1,1,0.098192,2.734664,[46 28] ; [36 38],[41. 33.] ; [41. 33.],0
d4,1,0.113787,2.500821,[60 14] ; [51 22],[55.87755102 18.12244898] ; [55.12244898 17.87755102],0
b5,1,0.184387,1.761905,[46 28] ; [38 36],[42. 32.] ; [42. 32.],0
d5,1,0.191511,1.705952,[58 16] ; [51 23],[54.5 19.5] ; [54.5 19.5],0
p3,1,0.201993,1.627908,[29 45] ; [21 51],[25.34246575 48.65753425] ; [24.65753425 47.34246575],0
v1,1,0.233767,1.417791,[31 43] ; [24 50],[27.5 46.5] ; [27.5 46.5],0
u1,1,0.238857,1.387327,[13 61] ; [ 8 66],[10.5 63.5] ; [10.5 63.5],0
d3,1,0.239919,1.38107,[48 26] ; [41 33],[44.5 29.5] ; [44.5 29.5],0
p11,1,0.246293,1.344208,[38 36] ; [45 29],[41.5 32.5] ; [41.5 32.5],0
p6,1,0.247139,1.339406,[19 54] ; [13 59],[16.11034483 56.88965517] ; [15.88965517 56.11034483],0
p7,1,0.247437,1.337719,[39 33] ; [33 41],[35.50684932 36.49315068] ; [36.49315068 37.50684932],0
a6,1,0.312355,1.02069,[42 32] ; [48 26],[45. 29.] ; [45. 29.],0
d1,1,0.323232,0.975824,[38 36] ; [32 42],[35. 39.] ; [35. 39.],0
r1,1,0.323445,0.974967,[60 14] ; [55 19],[57.5 16.5] ; [57.5 16.5],0
a8,1,0.323715,0.973877,[ 8 58] ; [ 5 65],[ 6.30882353 59.69117647] ; [ 6.69117647 63.30882353],0
n2,1,0.381424,0.766107,[15  5] ; [17 10],[13.61702128  6.38297872] ; [18.38297872  8.61702128],0
n4,1,0.391314,0.734856,[50 24] ; [45 29],[47.5 26.5] ; [47.5 26.5],0
a4,1,0.414205,0.666698,[22 51] ; [27 47],[24.33333333 48.66666667] ; [24.66666667 49.33333333],0
a7,1,0.486947,0.483265,[51 23] ; [47 27],[49. 25.] ; [49. 25.],0
p10,1,0.508526,0.437099,[21 51] ; [18 56],[19.23287671 52.76712329] ; [19.76712329 54.23287671],0
a2,1,0.510437,0.433171,[14 60] ; [11 63],[12.5 61.5] ; [12.5 61.5],0
u2,1,0.517404,0.419064,[16 13] ; [15 17],[14.73770492 14.26229508] ; [16.26229508 15.73770492],0
r2,1,0.574285,0.315565,[68  6] ; [66  8],[67.  7.] ; [67.  7.],0
v2,1,0.6154,0.252386,[34 38] ; [31 41],[32.5 39.5] ; [32.5 39.5],0
a3,1,0.617964,0.248739,[44 30] ; [41 33],[42.5 31.5] ; [42.5 31.5],0
r4,1,0.65559,0.198925,[63 11] ; [61 13],[62. 12.] ; [62. 12.],0
n1,1,0.669501,0.182186,[ 7 12] ; [ 8 18],[ 6.33333333 12.66666667] ; [ 8.66666667 17.33333333],0
n3,1,0.707609,0.140677,[12  8] ; [17  9],[12.60869565  7.39130435] ; [16.39130435  9.60869565],0
b4,1,0.734625,0.114907,[47 27] ; [45 29],[46. 28.] ; [46. 28.],0
v4,1,0.742442,0.107992,[67  7] ; [64  8],[66.39726027  7.60273973] ; [64.60273973  7.39726027],0
b3,1,0.746931,0.104128,[12 37] ; [11 29],[12.66292135 36.33707865] ; [10.33707865 29.66292135],0
b2,1,0.746931,0.104128,[12 37] ; [11 29],[12.66292135 36.33707865] ; [10.33707865 29.66292135],0
p2,1,0.86493,0.028935,[46 28] ; [47 27],[46.5 27.5] ; [46.5 27.5],0
p1,1,0.982221,0.000497,[ 5 69] ; [ 5 68],[ 5.03401361 68.96598639] ; [ 4.96598639 68.03401361],0
a5,1,1.0,0.0,[43 31] ; [43 31],[43. 31.] ; [43. 31.],0
s1,1,1.0,0.0,[ 5 68] ; [ 5 68],[ 5. 68.] ; [ 5. 68.],0
d2,1,1.0,0.0,[36 38] ; [36 38],[36. 38.] ; [36. 38.],0
