Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,46.650067,[25 73] ; [39  6],[43.86013986 54.13986014] ; [20.13986014 24.86013986],1
s6,1,6e-06,20.467953,[27 73] ; [30 15],[39.31034483 60.68965517] ; [17.68965517 27.31034483],1
s8,1,0.000244,13.45989,[13 87] ; [18 27],[21.37931034 78.62068966] ; [ 9.62068966 35.37931034],1
s7,1,0.000902,11.019576,[14 76] ; [18 25],[21.65413534 68.34586466] ; [10.34586466 32.65413534],1
p4,1,0.002938,8.845546,[29 69] ; [25 20],[37.00699301 60.99300699] ; [16.99300699 28.00699301],0
s4,1,0.003922,8.319391,[ 6 94] ; [10 35],[11.03448276 88.96551724] ; [ 4.96551724 40.03448276],0
r3,1,0.004389,8.115243,[72 28] ; [41  3],[78.47222222 21.52777778] ; [34.52777778  9.47222222],0
u3,1,0.006443,7.42216,[16 20] ; [15  3],[20.66666667 15.33333333] ; [10.33333333  7.66666667],0
p10,1,0.013988,6.039709,[45 53] ; [30 14],[51.76056338 46.23943662] ; [23.23943662 20.76056338],0
v4,1,0.01856,5.542504,[72 26] ; [40  4],[77.29577465 20.70422535] ; [34.70422535  9.29577465],0
p6,1,0.026319,4.934922,[12 84] ; [12 31],[16.57553957 79.42446043] ; [ 7.42446043 35.57553957],0
v3,1,0.03045,4.683702,[21 75] ; [16 24],[26.11764706 69.88235294] ; [10.88235294 29.11764706],0
b2,1,0.031198,4.642015,[19 41] ; [ 2 21],[15.18072289 44.81927711] ; [ 5.81927711 17.18072289],0
b3,1,0.031198,4.642015,[19 41] ; [ 2 21],[15.18072289 44.81927711] ; [ 5.81927711 17.18072289],0
r4,1,0.048153,3.90465,[61 39] ; [35 10],[66.20689655 33.79310345] ; [29.79310345 15.20689655],0
r2,1,0.060236,3.530864,[77 22] ; [40  4],[81. 18.] ; [36.  8.],0
n2,1,0.070468,3.272088,[20 17] ; [10  2],[22.65306122 14.34693878] ; [7.34693878 4.65306122],0
d4,1,0.094593,2.794412,[65 34] ; [35  9],[69.23076923 29.76923077] ; [30.76923077 13.23076923],0
a8,1,0.126356,2.336717,[ 6 87] ; [ 6 35],[ 8.32835821 84.67164179] ; [ 3.67164179 37.32835821],0
n3,1,0.141019,2.166801,[21 14] ; [10  2],[23.08510638 11.91489362] ; [7.91489362 4.08510638],0
p7,1,0.201952,1.628205,[44 53] ; [24 18],[47.45323741 49.54676259] ; [20.54676259 21.45323741],0
v2,1,0.208822,1.579573,[36 58] ; [20 20],[39.28358209 54.71641791] ; [16.71641791 23.28358209],0
a4,1,0.256223,1.289052,[41 59] ; [14 31],[37.93103448 62.06896552] ; [17.06896552 27.93103448],0
r1,1,0.269206,1.22079,[64 36] ; [33 12],[66.89655172 33.10344828] ; [30.10344828 14.89655172],0
p9,1,0.293601,1.103037,[56 43] ; [29 15],[58.84615385 40.15384615] ; [26.15384615 17.84615385],0
d3,1,0.310349,1.029188,[54 45] ; [28 16],[56.76923077 42.23076923] ; [25.23076923 18.76923077],0
v1,1,0.312491,1.02012,[34 65] ; [19 25],[36.69230769 62.30769231] ; [16.30769231 27.69230769],0
d1,1,0.325704,0.965905,[38 62] ; [21 24],[40.68965517 59.31034483] ; [18.31034483 26.68965517],0
n5,1,0.32782,0.957492,[43 56] ; [23 21],[45.69230769 53.30769231] ; [20.30769231 23.69230769],0
p1,1,0.330561,0.946697,[ 9 90] ; [ 2 43],[ 7.5625 91.4375] ; [ 3.4375 41.5625],0
d2,1,0.350201,0.872727,[40 60] ; [14 30],[37.5 62.5] ; [16.5 27.5],0
p11,1,0.355453,0.853895,[54 46] ; [28 17],[56.55172414 43.44827586] ; [25.44827586 19.55172414],0
p3,1,0.40351,0.69784,[26 72] ; [15 30],[28.0979021 69.9020979] ; [12.9020979 32.0979021],0
p8,1,0.405917,0.690728,[33 65] ; [18 26],[35.1971831 62.8028169] ; [15.8028169 28.1971831],0
a3,1,0.430023,0.622761,[64 35] ; [26 19],[61.875 37.125] ; [28.125 16.875],0
s1,1,0.477666,0.504188,[ 6 94] ; [ 4 39],[ 6.99300699 93.00699301] ; [ 3.00699301 39.99300699],0
n4,1,0.480317,0.498144,[53 47] ; [21 24],[51.03448276 48.96551724] ; [22.96551724 22.03448276],0
p2,1,0.531479,0.391563,[60 38] ; [30 15],[61.67832168 36.32167832] ; [28.32167832 16.67832168],0
n1,1,0.534803,0.385258,[13 24] ; [5 6],[13.875 23.125] ; [4.125 6.875],0
