Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,3e-06,21.869108,[ 7 30] ; [50 26],[18.66371681 18.33628319] ; [38.33628319 37.66371681],1
p2,1,0.000664,11.588642,[23 14] ; [67  8],[29.73214286  7.26785714] ; [60.26785714 14.73214286],1
p6,1,0.001539,10.03147,[ 7 30] ; [38 38],[14.73451327 22.26548673] ; [30.26548673 45.73451327],0
a3,1,0.010297,6.582763,[16 21] ; [52 24],[22.26548673 14.73451327] ; [45.73451327 30.26548673],0
p11,1,0.011941,6.319622,[19 18] ; [57 19],[24.88495575 12.11504425] ; [51.11504425 24.88495575],0
s7,1,0.017961,5.599959,[ 8 27] ; [34 39],[13.61111111 21.38888889] ; [28.38888889 44.61111111],0
p10,1,0.05504,3.680859,[20 16] ; [56 20],[24.42857143 11.57142857] ; [51.57142857 24.42857143],0
d3,1,0.06547,3.393087,[25 12] ; [63 13],[28.81415929  8.18584071] ; [59.18584071 16.81415929],0
n3,1,0.070201,3.278312,[10  6] ; [16  2],[12.23529412  3.76470588] ; [13.76470588  4.23529412],0
p3,1,0.08069,3.050955,[18 19] ; [50 26],[22.26548673 14.73451327] ; [45.73451327 30.26548673],0
d5,1,0.094267,2.799958,[32  5] ; [55 21],[28.48672566  8.51327434] ; [58.51327434 17.48672566],0
s3,1,0.107101,2.596491,[15 22] ; [42 32],[19. 18.] ; [38. 36.],0
p9,1,0.132121,2.2674,[22 14] ; [57 19],[25.39285714 10.60714286] ; [53.60714286 22.39285714],0
b1,1,0.168046,1.900286,[12 25] ; [35 41],[15.38938053 21.61061947] ; [31.61061947 44.38938053],0
a4,1,0.203539,1.616796,[11 26] ; [32 44],[14.07964602 22.92035398] ; [28.92035398 47.07964602],0
r4,1,0.248604,1.331131,[29  8] ; [66 10],[31.10619469  5.89380531] ; [63.89380531 12.10619469],0
n2,1,0.261366,1.261508,[8 7] ; [13  5],[9.54545455 5.45454545] ; [11.45454545  6.54545455],0
a5,1,0.26179,1.259267,[24 13] ; [57 19],[26.52212389 10.47787611] ; [54.47787611 21.52212389],0
a2,1,0.264604,1.244508,[ 5 32] ; [17 59],[ 7.20353982 29.79646018] ; [14.79646018 61.20353982],0
p12,1,0.282625,1.154423,[ 1 36] ; [ 6 70],[ 2.2920354 34.7079646] ; [ 4.7079646 71.2920354],0
a1,1,0.282625,1.154423,[ 1 36] ; [ 6 70],[ 2.2920354 34.7079646] ; [ 4.7079646 71.2920354],0
r1,1,0.283619,1.149668,[29  7] ; [54 22],[26.67857143  9.32142857] ; [56.32142857 19.67857143],0
s2,1,0.284566,1.145153,[20 16] ; [34 42],[17.35714286 18.64285714] ; [36.64285714 39.35714286],0
b5,1,0.286434,1.136309,[20 17] ; [49 27],[22.59292035 14.40707965] ; [46.40707965 29.59292035],0
n4,1,0.331153,0.944385,[13 24] ; [34 42],[15.38938053 21.61061947] ; [31.61061947 44.38938053],0
n1,1,0.33602,0.925556,[ 3 13] ; [ 6 12],[ 4.23529412 11.76470588] ; [ 4.76470588 13.23529412],0
a6,1,0.35112,0.869407,[21 16] ; [50 26],[23.24778761 13.75221239] ; [47.75221239 28.24778761],0
s6,1,0.360193,0.83722,[25 11] ; [46 30],[22.82142857 13.17857143] ; [48.17857143 27.82142857],0
v2,1,0.374924,0.78728,[20 16] ; [33 38],[17.8317757 18.1682243] ; [35.1682243 35.8317757],0
s8,1,0.390534,0.73728,[12 25] ; [31 45],[14.07964602 22.92035398] ; [28.92035398 47.07964602],0
p1,1,0.403788,0.697017,[ 3 34] ; [10 64],[ 4.33333333 32.66666667] ; [ 8.66666667 65.33333333],0
d2,1,0.408291,0.683772,[14 23] ; [35 41],[16.04424779 20.95575221] ; [32.95575221 43.04424779],0
a8,1,0.459597,0.546875,[ 2 33] ; [ 7 63],[ 3. 32.] ; [ 6. 64.],0
a7,1,0.492459,0.47115,[29  8] ; [55 21],[27.50442478  9.49557522] ; [56.49557522 19.50442478],0
v1,1,0.523412,0.407165,[15 20] ; [27 47],[13.48623853 21.51376147] ; [28.51376147 45.48623853],0
u3,1,0.558378,0.342521,[16  5] ; [15  7],[15.13953488  5.86046512] ; [15.86046512  6.13953488],0
u2,1,0.582712,0.301871,[12  9] ; [15  8],[12.88636364  8.11363636] ; [14.11363636  8.88636364],0
u1,1,0.590211,0.290015,[ 4 33] ; [11 65],[ 4.91150442 32.08849558] ; [10.08849558 65.91150442],0
s4,1,0.651625,0.203857,[ 6 31] ; [15 61],[ 6.87610619 30.12389381] ; [14.12389381 61.87610619],0
d4,1,0.651625,0.203857,[31  6] ; [61 15],[30.12389381  6.87610619] ; [61.87610619 14.12389381],0
