Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,3e-06,21.869108,[ 7 30] ; [50 26],[18.66371681 18.33628319] ; [38.33628319 37.66371681],1
r2,1,0.6582,0.195718,[32  5] ; [67  8],[32.70535714  4.29464286] ; [66.29464286  8.70535714],0
v3,1,0.69335,0.155483,[10 25] ; [18 54],[ 9.1588785 25.8411215] ; [18.8411215 53.1588785],0
b4,1,0.755018,0.097363,[24 13] ; [47 29],[23.24778761 13.75221239] ; [47.75221239 28.24778761],0
v4,1,0.766151,0.088455,[34  3] ; [71  5],[34.38053097  2.61946903] ; [70.61946903  5.38053097],0
s5,1,0.783423,0.075548,[11 22] ; [23 52],[10.38888889 22.61111111] ; [23.61111111 51.38888889],0
b2,1,0.798738,0.065015,[ 5 15] ; [14 36],[ 5.42857143 14.57142857] ; [13.57142857 36.42857143],0
b3,1,0.798738,0.065015,[ 5 15] ; [14 36],[ 5.42857143 14.57142857] ; [13.57142857 36.42857143],0
p5,1,0.808119,0.058978,[ 2 35] ; [ 5 71],[ 2.2920354 34.7079646] ; [ 4.7079646 71.2920354],0
n6,1,0.849387,0.036062,[23 14] ; [48 27],[23.45535714 13.54464286] ; [47.54464286 27.45535714],0
s1,1,0.974754,0.001001,[ 2 35] ; [ 4 72],[ 1.96460177 35.03539823] ; [ 4.03539823 71.96460177],0
r3,1,0.974754,0.001001,[35  2] ; [72  4],[35.03539823  1.96460177] ; [71.96460177  4.03539823],0
d1,1,0.98572,0.00032,[21 16] ; [43 33],[20.95575221 16.04424779] ; [43.04424779 32.95575221],0
