Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.0,63.077049,[ 35 593] ; [26 56],[ 53.95492958 574.04507042] ; [ 7.04507042 74.95492958],1
p12,1,0.0,44.690663,[ 38 590] ; [23 59],[ 53.95492958 574.04507042] ; [ 7.04507042 74.95492958],1
s5,1,0.0,38.908083,[190 424] ; [51 25],[214.45507246 399.54492754] ; [26.54492754 49.45507246],1
p3,1,0.0,32.367511,[295 337] ; [65 16],[319.10238429 312.89761571] ; [40.89761571 40.10238429],1
p6,1,0.0,28.98835,[209 415] ; [52 29],[231.01276596 392.98723404] ; [29.98723404 51.01276596],1
p4,1,0.0,26.990368,[361 268] ; [70 10],[382.36812412 246.63187588] ; [48.63187588 31.36812412],1
p8,1,1e-06,24.903451,[317 306] ; [65 16],[338.04829545 284.95170455] ; [43.95170455 37.04829545],1
s7,1,3e-06,21.606379,[288 316] ; [59 19],[307.31378299 296.68621701] ; [39.68621701 38.31378299],1
v3,1,5.1e-05,16.401029,[239 368] ; [50 29],[255.71865889 351.28134111] ; [33.28134111 45.71865889],1
s8,1,0.000157,14.281422,[276 353] ; [53 27],[291.87729196 337.12270804] ; [37.12270804 42.87729196],1
n5,1,0.000385,12.60519,[462 166] ; [75  7],[474.98028169 153.01971831] ; [62.01971831 19.98028169],1
a1,1,0.000736,11.396628,[ 20 613] ; [ 9 73],[ 25.67412587 607.32587413] ; [ 3.32587413 78.67412587],1
p7,1,0.001703,9.844707,[389 227] ; [64 15],[401.50791367 214.49208633] ; [51.49208633 27.50791367],0
s6,1,0.002733,8.977804,[422 204] ; [64 12],[433.38461538 192.61538462] ; [52.61538462 23.38461538],0
n4,1,0.005602,7.674108,[485 146] ; [74  8],[494.71107994 136.28892006] ; [64.28892006 17.71107994],0
u4,1,0.007233,7.214145,[ 10 623] ; [ 5 77],[ 13.27972028 619.72027972] ; [ 1.72027972 80.27972028],0
b5,1,0.008658,6.891969,[389 244] ; [38 44],[378.02937063 254.97062937] ; [48.97062937 33.02937063],0
s1,1,0.009569,6.713462,[ 18 603] ; [ 7 75],[ 22.08392603 598.91607397] ; [ 2.91607397 79.08392603],0
v1,1,0.01132,6.414378,[333 286] ; [55 25],[343.59370529 275.40629471] ; [44.40629471 35.59370529],0
n6,1,0.015088,5.906107,[526 104] ; [76  5],[533.41772152  96.58227848] ; [68.58227848 12.41772152],0
