Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,3e-06,21.843599,[20 51] ; [53 27],[34.32450331 36.67549669] ; [38.67549669 41.32450331],1
a6,1,3.3e-05,17.214366,[29 42] ; [60 21],[41.57236842 29.42763158] ; [47.42763158 33.57236842],1
r4,1,0.002629,9.048641,[31 40] ; [55 26],[40.17105263 30.82894737] ; [45.82894737 35.17105263],0
d5,1,0.002778,8.947893,[39 32] ; [63 18],[47.64473684 23.35526316] ; [54.35526316 26.64473684],0
d4,1,0.00492,7.908449,[38 33] ; [61 20],[46.24342105 24.75657895] ; [52.75657895 28.24342105],0
b4,1,0.019874,5.422925,[35 36] ; [55 26],[42.03947368 28.96052632] ; [47.96052632 33.03947368],0
p3,1,0.025324,5.001586,[22 48] ; [40 41],[28.74172185 41.25827815] ; [33.25827815 47.74172185],0
p10,1,0.038025,4.303909,[45 24] ; [65 16],[50.6 18.4] ; [59.4 21.6],0
b5,1,0.045727,3.99164,[36 35] ; [54 27],[42.03947368 28.96052632] ; [47.96052632 33.03947368],0
n6,1,0.048113,3.906024,[51 20] ; [68 12],[55.95364238 15.04635762] ; [63.04635762 16.95364238],0
r3,1,0.048113,3.906024,[51 20] ; [68 12],[55.95364238 15.04635762] ; [63.04635762 16.95364238],0
r2,1,0.051698,3.785525,[50 20] ; [66 12],[54.86486486 15.13513514] ; [61.13513514 16.86486486],0
b1,1,0.065924,3.381711,[35 36] ; [28 53],[29.42763158 41.57236842] ; [33.57236842 47.42763158],0
u2,1,0.093755,2.808686,[ 9 22] ; [15 15],[12.19672131 18.80327869] ; [11.80327869 18.19672131],0
b3,1,0.110921,2.541056,[13 34] ; [20 26],[16.67741935 30.32258065] ; [16.32258065 29.67741935],0
b2,1,0.110921,2.541056,[13 34] ; [20 26],[16.67741935 30.32258065] ; [16.32258065 29.67741935],0
p2,1,0.124238,2.36306,[44 25] ; [61 20],[48.3 20.7] ; [56.7 24.3],0
d1,1,0.136135,2.221112,[24 47] ; [37 44],[28.49342105 42.50657895] ; [32.50657895 48.49342105],0
v4,1,0.142582,2.149869,[52 18] ; [68 13],[55.62913907 14.37086093] ; [64.37086093 16.62913907],0
d2,1,0.146149,2.111987,[31 38] ; [27 54],[26.68 42.32] ; [31.32 49.68],0
u3,1,0.168394,1.897185,[ 7 24] ; [12 19],[ 9.5 21.5] ; [ 9.5 21.5],0
s5,1,0.179248,1.803848,[11 57] ; [19 56],[14.26573427 53.73426573] ; [15.73426573 59.26573427],0
s6,1,0.191148,1.708746,[31 38] ; [44 35],[34.96621622 34.03378378] ; [40.03378378 38.96621622],0
a8,1,0.203283,1.618631,[ 5 62] ; [11 67],[ 7.39310345 59.60689655] ; [ 8.60689655 69.39310345],0
p8,1,0.204785,1.607919,[24 45] ; [36 44],[27.7852349 41.2147651] ; [32.2147651 47.7852349],0
s4,1,0.218411,1.514782,[11 60] ; [19 62],[14.01315789 56.98684211] ; [15.98684211 65.01315789],0
v2,1,0.232859,1.423314,[24 43] ; [36 43],[27.53424658 39.46575342] ; [32.46575342 46.53424658],0
a5,1,0.23843,1.389854,[38 33] ; [51 30],[41.57236842 29.42763158] ; [47.42763158 33.57236842],0
p9,1,0.250683,1.319494,[52 16] ; [68 13],[54.76510067 13.23489933] ; [65.23489933 15.76510067],0
s3,1,0.302469,1.063278,[30 41] ; [41 40],[33.16447368 37.83552632] ; [37.83552632 43.16447368],0
v1,1,0.316761,1.002273,[27 43] ; [36 41],[30. 40.] ; [33. 44.],0
a2,1,0.316775,1.002217,[ 6 65] ; [11 70],[ 7.94078947 63.05921053] ; [ 9.05921053 71.94078947],0
a4,1,0.320253,0.987912,[27 43] ; [25 56],[24.10596026 45.89403974] ; [27.89403974 53.10596026],0
s7,1,0.332144,0.940519,[28 40] ; [25 50],[25.2027972 42.7972028] ; [27.7972028 47.2027972],0
n3,1,0.335314,0.928266,[22  8] ; [14  9],[20.37735849  9.62264151] ; [15.62264151  7.37735849],0
p4,1,0.366252,0.816341,[32 38] ; [43 38],[34.76821192 35.23178808] ; [40.23178808 40.76821192],0
p11,1,0.386578,0.749679,[49 22] ; [61 20],[51.38157895 19.61842105] ; [58.61842105 22.38157895],0
s2,1,0.393242,0.728894,[25 46] ; [34 47],[27.55921053 43.44078947] ; [31.44078947 49.55921053],0
p7,1,0.406934,0.687741,[32 38] ; [42 38],[34.53333333 35.46666667] ; [39.46666667 40.53333333],0
p6,1,0.419241,0.652443,[19 48] ; [28 53],[21.27702703 45.72297297] ; [25.72297297 55.27702703],0
a3,1,0.499882,0.455187,[40 31] ; [50 31],[42.03947368 28.96052632] ; [47.96052632 33.03947368],0
v3,1,0.547624,0.361591,[19 51] ; [25 54],[20.67114094 49.32885906] ; [23.32885906 55.67114094],0
p1,1,0.588144,0.293253,[ 8 63] ; [ 7 74],[ 7.00657895 63.99342105] ; [ 7.99342105 73.00657895],0
u1,1,0.591637,0.287795,[ 3 68] ; [ 5 76],[ 3.73684211 67.26315789] ; [ 4.26315789 76.73684211],0
n1,1,0.600532,0.274195,[14 15] ; [ 9 13],[13.07843137 15.92156863] ; [ 9.92156863 12.07843137],0
a1,1,0.71518,0.133158,[ 5 66] ; [ 7 74],[ 5.60526316 65.39473684] ; [ 6.39473684 74.60526316],0
