Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,86.736047,[214 101] ; [ 32 116],[167.3650108 147.6349892] ; [78.6349892 69.3650108],1
s3,1,0.0,76.173101,[218  94] ; [ 39 108],[174.69281046 137.30718954] ; [82.30718954 64.69281046],1
s7,1,0.0,64.450551,[203 104] ; [ 35 104],[163.82511211 143.17488789] ; [74.17488789 64.82511211],1
s8,1,0.0,35.725596,[181 134] ; [ 41 107],[151.03671706 163.96328294] ; [70.96328294 77.03671706],1
s5,1,0.0,34.686288,[141 165] ; [ 25 119],[112.88 193.12] ; [53.12 90.88],1
p4,1,0.000131,14.626064,[213 102] ; [71 74],[194.47826087 120.52173913] ; [89.52173913 55.47826087],1
s4,1,0.000258,13.35254,[ 57 259] ; [  8 140],[ 44.26724138 271.73275862] ; [ 20.73275862 127.26724138],1
p9,1,0.000359,12.732908,[283  30] ; [115  32],[270.81304348  42.18695652] ; [127.18695652  19.81304348],1
n5,1,0.000815,11.206903,[252  64] ; [96 51],[237.51187905  78.48812095] ; [110.48812095  36.51187905],1
p6,1,0.003206,8.686532,[137 175] ; [ 42 101],[122.74285714 189.25714286] ; [56.25714286 86.74285714],0
u1,1,0.006602,7.378247,[ 78 240] ; [ 20 128],[ 66.87553648 251.12446352] ; [ 31.12446352 116.87553648],0
p12,1,0.008954,6.83193,[ 37 279] ; [  6 140],[ 29.41125541 286.58874459] ; [ 13.58874459 132.41125541],0
p10,1,0.013039,6.163799,[271  44] ; [112  34],[261.70281996  53.29718004] ; [121.29718004  24.70281996],0
v1,1,0.022125,5.235898,[211 100] ; [83 63],[200.07439825 110.92560175] ; [93.92560175 52.07439825],0
n6,1,0.030459,4.683207,[278  36] ; [120  28],[270.5021645  43.4978355] ; [127.4978355  20.5021645],0
p3,1,0.033182,4.536378,[185 131] ; [70 76],[174.41558442 141.58441558] ; [80.58441558 65.41558442],0
p5,1,0.040564,4.194118,[ 42 275] ; [ 10 137],[ 35.52586207 281.47413793] ; [ 16.47413793 130.52586207],0
a2,1,0.040725,4.187412,[ 93 225] ; [ 30 118],[ 83.93562232 234.06437768] ; [ 39.06437768 108.93562232],0
d5,1,0.051234,3.800617,[275  42] ; [118  30],[267.91612903  49.08387097] ; [125.08387097  22.91612903],0
b5,1,0.059475,3.551978,[199 119] ; [79 69],[189.70815451 128.29184549] ; [88.29184549 59.70815451],0
u2,1,0.082094,3.022942,[45 31] ; [15 21],[40.71428571 35.28571429] ; [19.28571429 16.71428571],0
a5,1,0.096513,2.762242,[257  60] ; [110  38],[250.19139785  66.80860215] ; [116.80860215  31.19139785],0
u3,1,0.09787,2.739913,[48 29] ; [17 20],[43.90350877 33.09649123] ; [21.09649123 15.90350877],0
a8,1,0.099266,2.7173,[ 44 237] ; [ 13 121],[ 38.59518072 242.40481928] ; [ 18.40481928 115.59518072],0
p11,1,0.103662,2.648287,[248  70] ; [125  23],[254.53648069  63.46351931] ; [118.46351931  29.53648069],0
n2,1,0.131172,2.278579,[49 10] ; [20  9],[46.26136364 12.73863636] ; [22.73863636  6.26136364],0
b3,1,0.140037,2.177554,[ 70 124] ; [42 51],[ 75.70731707 118.29268293] ; [36.29268293 56.70731707],0
b2,1,0.140037,2.177554,[ 70 124] ; [42 51],[ 75.70731707 118.29268293] ; [36.29268293 56.70731707],0
r4,1,0.144646,2.127818,[303  15] ; [136  12],[299.5751073  18.4248927] ; [139.4248927   8.5751073],0
d2,1,0.150334,2.06886,[171 145] ; [69 78],[163.8012959 152.1987041] ; [76.1987041 70.8012959],0
b1,1,0.171162,1.87274,[104 214] ; [58 90],[110.54935622 207.45064378] ; [51.45064378 96.54935622],0
a7,1,0.178132,1.81314,[246  70] ; [106  41],[240.24190065  75.75809935] ; [111.75809935  35.24190065],0
r3,1,0.208097,1.584614,[312   5] ; [142   5],[310.16810345   6.83189655] ; [143.83189655   3.16810345],0
d4,1,0.209901,1.57211,[276  40] ; [122  25],[271.63714903  44.36285097] ; [126.36285097  20.63714903],0
u4,1,0.255197,1.294628,[ 10 308] ; [  2 146],[  8.1888412 309.8111588] ; [  3.8111588 144.1888412],0
a1,1,0.272742,1.202905,[ 21 297] ; [  6 142],[ 18.4248927 299.5751073] ; [  8.5751073 139.4248927],0
r1,1,0.290433,1.117614,[279  38] ; [125  23],[275.41505376  41.58494624] ; [128.58494624  19.41505376],0
d1,1,0.305881,1.048376,[211 107] ; [91 57],[206.08583691 111.91416309] ; [95.91416309 52.08583691],0
p7,1,0.309723,1.031857,[211  96] ; [94 53],[206.24449339 100.75550661] ; [98.75550661 48.24449339],0
n4,1,0.352139,0.865736,[252  65] ; [112  36],[248.14623656  68.85376344] ; [115.85376344  32.14623656],0
p8,1,0.371522,0.798568,[171 137] ; [74 71],[166.57836645 141.42163355] ; [78.42163355 66.57836645],0
d3,1,0.391604,0.733955,[232  84] ; [103  45],[228.14655172  87.85344828] ; [106.85344828  41.14655172],0
b4,1,0.514312,0.425285,[197 121] ; [87 61],[193.80257511 124.19742489] ; [90.19742489 57.80257511],0
s1,1,0.524356,0.405318,[  7 305] ; [  2 145],[  6.11764706 305.88235294] ; [  2.88235294 144.11764706],0
n3,1,0.568909,0.324512,[44 15] ; [24  6],[45.07865169 13.92134831] ; [22.92134831  7.07865169],0
n1,1,0.639667,0.219178,[22 37] ; [ 9 19],[21.02298851 37.97701149] ; [ 9.97701149 18.02298851],0
p1,1,0.749416,0.102023,[ 25 291] ; [ 13 135],[ 25.87931034 290.12068966] ; [ 12.12068966 135.87931034],0
v4,1,0.7498,0.101699,[307  11] ; [142   6],[306.39914163  11.60085837] ; [142.60085837   5.39914163],0
a3,1,0.766482,0.088197,[241  75] ; [111  37],[239.72413793  76.27586207] ; [112.27586207  35.72413793],0
a4,1,0.794565,0.067802,[145 171] ; [66 82],[143.69827586 172.30172414] ; [67.30172414 80.69827586],0
p2,1,0.93988,0.005688,[264  53] ; [122  24],[264.28077754  52.71922246] ; [121.71922246  24.28077754],0
v3,1,0.970589,0.001359,[174 136] ; [80 63],[173.81898455 136.18101545] ; [80.18101545 62.81898455],0
a6,1,0.970847,0.001336,[224  91] ; [105  43],[223.8336933  91.1663067] ; [105.1663067  42.8336933],0
