Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,3e-06,22.149381,[ 3 27] ; [27 14],[12.67605634 17.32394366] ; [17.32394366 23.67605634],1
p3,1,0.000785,11.277432,[ 5 25] ; [23 18],[11.83098592 18.16901408] ; [16.16901408 24.83098592],1
b5,1,0.001166,10.543986,[24  6] ; [17 24],[17.32394366 12.67605634] ; [23.67605634 17.32394366],0
p4,1,0.002239,9.342689,[ 6 24] ; [23 18],[12.25352113 17.74647887] ; [16.74647887 24.25352113],0
p6,1,0.018517,5.546557,[ 3 27] ; [14 27],[ 7.18309859 22.81690141] ; [ 9.81690141 31.18309859],0
s7,1,0.027167,4.880174,[10 20] ; [24 16],[14.57142857 15.42857143] ; [19.42857143 20.57142857],0
p2,1,0.031123,4.646164,[18 12] ; [34  7],[21.97183099  8.02816901] ; [30.02816901 10.97183099],0
p10,1,0.054289,3.703787,[17 13] ; [32  9],[20.70422535  9.29577465] ; [28.29577465 12.70422535],0
d5,1,0.06201,3.482801,[12 18] ; [25 15],[15.85714286 14.14285714] ; [21.14285714 18.85714286],0
s8,1,0.065318,3.396919,[ 5 25] ; [15 26],[ 8.45070423 21.54929577] ; [11.54929577 29.45070423],0
b3,1,0.069078,3.304796,[ 3 10] ; [ 1 24],[ 1.36842105 11.63157895] ; [ 2.63157895 22.36842105],0
b2,1,0.069078,3.304796,[ 3 10] ; [ 1 24],[ 1.36842105 11.63157895] ; [ 2.63157895 22.36842105],0
b1,1,0.091627,2.845559,[ 8 22] ; [19 22],[11.4084507 18.5915493] ; [15.5915493 25.4084507],0
b4,1,0.133349,2.253082,[20 10] ; [20 21],[16.90140845 13.09859155] ; [23.09859155 17.90140845],0
n5,1,0.173319,1.854002,[19 11] ; [32  9],[21.54929577  8.45070423] ; [29.45070423 11.54929577],0
a4,1,0.186047,1.748649,[10 20] ; [ 8 33],[ 7.6056338 22.3943662] ; [10.3943662 30.6056338],0
a7,1,0.201993,1.627907,[21  9] ; [22 18],[18.42857143 11.57142857] ; [24.57142857 15.42857143],0
n3,1,0.221099,1.497222,[6 4] ; [10  2],[7.27272727 2.72727273] ; [8.72727273 3.27272727],0
a5,1,0.23132,1.432729,[16 14] ; [16 25],[13.52112676 16.47887324] ; [18.47887324 22.52112676],0
p11,1,0.262889,1.253481,[19 11] ; [31 10],[21.12676056  8.87323944] ; [28.87323944 12.12676056],0
p9,1,0.268108,1.226401,[20  9] ; [33  8],[21.95714286  7.04285714] ; [31.04285714  9.95714286],0
n1,1,0.277291,1.180317,[2 8] ; [5 7],[3.18181818 6.81818182] ; [3.81818182 8.18181818],0
d2,1,0.369296,0.806031,[ 6 24] ; [ 5 36],[ 4.64788732 25.35211268] ; [ 6.35211268 34.64788732],0
r3,1,0.400919,0.705568,[26  4] ; [38  3],[27.04225352  2.95774648] ; [36.95774648  4.04225352],0
v3,1,0.440558,0.594828,[ 5 24] ; [10 30],[ 6.30434783 22.69565217] ; [ 8.69565217 31.30434783],0
s3,1,0.463426,0.537608,[16 12] ; [27 14],[17.44927536 10.55072464] ; [25.55072464 15.44927536],0
v1,1,0.483656,0.490608,[11 19] ; [18 22],[12.42857143 17.57142857] ; [16.57142857 23.42857143],0
d3,1,0.489976,0.47658,[16 14] ; [18 22],[14.57142857 15.42857143] ; [19.42857143 20.57142857],0
s6,1,0.560328,0.339136,[19  9] ; [29 10],[20.05970149  7.94029851] ; [27.94029851 11.05970149],0
u3,1,0.623885,0.240444,[10  6] ; [12 10],[9.26315789 6.73684211] ; [12.73684211  9.26315789],0
v2,1,0.640625,0.217926,[10 19] ; [16 24],[10.92753623 18.07246377] ; [15.07246377 24.92753623],0
v4,1,0.655775,0.198696,[26  3] ; [38  3],[26.51428571  2.48571429] ; [37.48571429  3.51428571],0
r4,1,0.661858,0.191275,[24  6] ; [31 10],[23.23943662  6.76056338] ; [31.76056338  9.23943662],0
r2,1,0.667056,0.185065,[26  4] ; [34  7],[25.35211268  4.64788732] ; [34.64788732  6.35211268],0
d4,1,0.704662,0.143668,[16 14] ; [20 21],[15.21126761 14.78873239] ; [20.78873239 20.21126761],0
n6,1,0.736607,0.113131,[23  7] ; [32  8],[23.57142857  6.42857143] ; [31.42857143  8.57142857],0
p12,1,0.746791,0.104247,[ 2 28] ; [ 2 39],[ 1.69014085 28.30985915] ; [ 2.30985915 38.69014085],0
u1,1,0.749267,0.102148,[ 1 29] ; [ 2 39],[ 1.26760563 28.73239437] ; [ 1.73239437 39.26760563],0
s1,1,0.771094,0.084648,[ 1 28] ; [ 2 39],[ 1.24285714 27.75714286] ; [ 1.75714286 39.24285714],0
a8,1,0.792243,0.069379,[ 1 25] ; [ 2 36],[ 1.21875 24.78125] ; [ 1.78125 36.21875],0
s2,1,0.796454,0.066533,[16 11] ; [23 18],[15.48529412 11.51470588] ; [23.51470588 17.48529412],0
a2,1,0.822001,0.050613,[ 1 29] ; [ 1 40],[ 0.84507042 29.15492958] ; [ 1.15492958 39.84507042],0
a1,1,0.822001,0.050613,[ 1 29] ; [ 1 40],[ 0.84507042 29.15492958] ; [ 1.15492958 39.84507042],0
r1,1,0.839802,0.040863,[19 11] ; [25 16],[18.5915493 11.4084507] ; [25.4084507 15.5915493],0
n4,1,0.901382,0.015355,[18 12] ; [24 17],[17.74647887 12.25352113] ; [24.25352113 16.74647887],0
p1,1,0.915736,0.011195,[ 2 28] ; [ 3 38],[ 2.11267606 27.88732394] ; [ 2.88732394 38.11267606],0
u2,1,0.916902,0.010886,[7 9] ; [10 12],[7.15789474 8.84210526] ; [ 9.84210526 12.15789474],0
s5,1,0.918157,0.010559,[11 15] ; [16 23],[10.8 15.2] ; [16.2 22.8],0
a6,1,0.919132,0.010308,[15 15] ; [21 20],[15.21126761 14.78873239] ; [20.78873239 20.21126761],0
a3,1,0.978349,0.000737,[14 16] ; [19 22],[13.94366197 16.05633803] ; [19.05633803 21.94366197],0
