Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,4e-06,21.11234,[67 21] ; [ 2 12],[59.52941176 28.47058824] ; [9.47058824 4.52941176],1
r2,1,0.000199,13.837135,[84  5] ; [8 5],[80.2745098  8.7254902] ; [11.7254902  1.2745098],1
r3,1,0.000542,11.964408,[85  3] ; [10  4],[81.96078431  6.03921569] ; [13.03921569  0.96078431],1
n5,1,0.003118,8.73717,[71 18] ; [6 8],[66.53398058 22.46601942] ; [10.46601942  3.53398058],0
p9,1,0.008143,7.001751,[72 16] ; [7 7],[68.15686275 19.84313725] ; [10.84313725  3.15686275],0
v3,1,0.009834,6.664642,[36 47] ; [ 1 13],[31.65979381 51.34020619] ; [5.34020619 8.65979381],0
p10,1,0.017959,5.600153,[68 20] ; [6 7],[64.47524752 23.52475248] ; [9.52475248 3.47524752],0
s6,1,0.032794,4.556517,[63 25] ; [6 8],[59.52941176 28.47058824] ; [9.47058824 4.52941176],0
u3,1,0.033783,4.505642,[30 18] ; [3 8],[26.84745763 21.15254237] ; [6.15254237 4.84745763],0
d5,1,0.039001,4.260805,[68 21] ; [7 7],[64.80582524 24.19417476] ; [10.19417476  3.80582524],0
a7,1,0.041808,4.142967,[67 21] ; [7 7],[63.84313725 24.15686275] ; [10.15686275  3.84313725],0
a3,1,0.077447,3.117685,[41 47] ; [ 3 11],[37.96078431 50.03921569] ; [6.03921569 7.96078431],0
s1,1,0.079986,3.065189,[ 3 85] ; [ 2 12],[ 4.31372549 83.68627451] ; [ 0.68627451 13.31372549],0
n4,1,0.080998,3.044768,[70 19] ; [8 6],[67.39805825 21.60194175] ; [10.60194175  3.39805825],0
p6,1,0.140936,2.167709,[38 47] ; [ 3 10],[35.56122449 49.43877551] ; [5.43877551 7.56122449],0
n6,1,0.147403,2.098919,[77 12] ; [10  4],[75.17475728 13.82524272] ; [11.82524272  2.17475728],0
s8,1,0.172596,1.86025,[36 53] ; [ 3 11],[33.69902913 55.30097087] ; [5.30097087 8.69902913],0
b1,1,0.180068,1.797066,[34 55] ; [8 6],[36.29126214 52.70873786] ; [5.70873786 8.29126214],0
p11,1,0.188251,1.731256,[66 23] ; [8 6],[63.94174757 25.05825243] ; [10.05825243  3.94174757],0
v2,1,0.197082,1.663866,[40 45] ; [ 4 10],[37.77777778 47.22222222] ; [6.22222222 7.77777778],0
p8,1,0.208893,1.579085,[54 35] ; [6 8],[51.84466019 37.15533981] ; [8.15533981 5.84466019],0
b5,1,0.240501,1.377657,[53 36] ; [6 8],[50.98058252 38.01941748] ; [8.01941748 5.98058252],0
p4,1,0.282688,1.154124,[69 20] ; [9 5],[67.39805825 21.60194175] ; [10.60194175  3.39805825],0
d2,1,0.309974,1.030788,[24 65] ; [ 2 12],[22.46601942 66.53398058] ; [ 3.53398058 10.46601942],0
u2,1,0.314486,1.011742,[27 20] ; [4 6],[25.56140351 21.43859649] ; [5.43859649 4.56140351],0
s4,1,0.363108,0.827114,[16 72] ; [ 4 10],[17.25490196 70.74509804] ; [ 2.74509804 11.25490196],0
a6,1,0.395018,0.72344,[49 40] ; [6 8],[47.52427184 41.47572816] ; [7.47572816 6.52427184],0
v1,1,0.412244,0.672321,[47 39] ; [6 8],[45.58 40.42] ; [7.42 6.58],0
s7,1,0.436945,0.604291,[38 43] ; [5 9],[36.66315789 44.33684211] ; [6.33684211 7.66315789],0
d1,1,0.440615,0.594681,[35 54] ; [ 4 10],[33.69902913 55.30097087] ; [5.30097087 8.69902913],0
b4,1,0.449962,0.570747,[54 35] ; [7 7],[52.70873786 36.29126214] ; [8.29126214 5.70873786],0
p7,1,0.515446,0.422995,[64 24] ; [9 5],[62.98039216 25.01960784] ; [10.01960784  3.98039216],0
n3,1,0.539222,0.376984,[10  2] ; [5 2],[9.47368421 2.52631579] ; [5.52631579 1.47368421],0
n2,1,0.580543,0.305357,[9 3] ; [6 1],[9.47368421 2.52631579] ; [5.52631579 1.47368421],0
a4,1,0.601531,0.272693,[18 71] ; [ 2 12],[17.2815534 71.7184466] ; [ 2.7184466 11.2815534],0
p5,1,0.653264,0.201809,[17 71] ; [ 2 12],[16.39215686 71.60784314] ; [ 2.60784314 11.39215686],0
u1,1,0.668198,0.183718,[ 4 85] ; [ 1 13],[ 4.32038835 84.67961165] ; [ 0.67961165 13.32038835],0
s3,1,0.690984,0.158022,[49 39] ; [8 5],[49.66336634 38.33663366] ; [7.33663366 5.66336634],0
p1,1,0.735272,0.114326,[16 73] ; [ 2 12],[15.55339806 73.44660194] ; [ 2.44660194 11.55339806],0
n1,1,0.763573,0.090476,[6 6] ; [3 4],[5.68421053 6.31578947] ; [3.31578947 3.68421053],0
s5,1,0.796873,0.066253,[24 60] ; [3 9],[23.625 60.375] ; [3.375 8.625],0
d4,1,0.828092,0.047154,[61 28] ; [10  4],[61.34951456 27.65048544] ; [9.65048544 4.34951456],0
p2,1,0.889678,0.019241,[75 14] ; [12  2],[75.17475728 13.82524272] ; [11.82524272  2.17475728],0
s2,1,0.918547,0.010458,[39 49] ; [6 8],[38.82352941 49.17647059] ; [6.17647059 7.82352941],0
d3,1,0.946157,0.004561,[50 39] ; [8 6],[50.11650485 38.88349515] ; [7.88349515 6.11650485],0
b2,1,1.0,0.0,[13 39] ; [2 6],[13. 39.] ; [2. 6.],0
b3,1,1.0,0.0,[13 39] ; [2 6],[13. 39.] ; [2. 6.],0
