Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,77.480749,[146  12] ; [33 49],[117.84166667  40.15833333] ; [61.15833333 20.84166667],1
n6,1,0.0,35.408615,[144  13] ; [49 33],[126.78242678  30.21757322] ; [66.21757322 15.78242678],1
a8,1,0.00065,11.625998,[ 23 118] ; [ 1 77],[ 15.45205479 125.54794521] ; [ 8.54794521 69.45205479],1
s7,1,0.006841,7.314266,[81 69] ; [27 50],[71.36563877 78.63436123] ; [36.63436123 40.36563877],0
a4,1,0.007857,7.065715,[99 58] ; [37 45],[89.33891213 67.66108787] ; [46.66108787 35.33891213],0
p11,1,0.00914,6.795262,[120  38] ; [49 33],[111.25833333  46.74166667] ; [57.74166667 24.25833333],0
a2,1,0.009666,6.695513,[63 95] ; [19 63],[ 53.98333333 104.01666667] ; [28.01666667 53.98333333],0
s4,1,0.019689,5.439229,[ 24 132] ; [23 59],[ 30.80672269 125.19327731] ; [16.19327731 65.80672269],0
s8,1,0.02159,5.278565,[72 85] ; [25 57],[63.71966527 93.28033473] ; [33.28033473 48.71966527],0
s2,1,0.030247,4.695199,[82 74] ; [31 51],[74.06722689 81.93277311] ; [38.93277311 43.06722689],0
s3,1,0.032292,4.582905,[94 62] ; [37 44],[86.2278481 69.7721519] ; [44.7721519 36.2278481],0
b2,1,0.044423,4.040422,[39 61] ; [11 38],[33.55704698 66.44295302] ; [16.44295302 32.55704698],0
b3,1,0.044423,4.040422,[39 61] ; [11 38],[33.55704698 66.44295302] ; [16.44295302 32.55704698],0
a5,1,0.047381,3.931818,[131  27] ; [59 23],[125.08333333  32.91666667] ; [64.91666667 17.08333333],0
p1,1,0.059067,3.563389,[ 17 141] ; [ 3 79],[ 13.16666667 144.83333333] ; [ 6.83333333 75.16666667],0
a3,1,0.08382,2.989224,[129  29] ; [59 23],[123.76666667  34.23333333] ; [64.23333333 17.76666667],0
u1,1,0.102992,2.658588,[ 44 114] ; [15 67],[ 38.84166667 119.15833333] ; [20.15833333 61.84166667],0
p12,1,0.13939,2.184677,[ 11 146] ; [ 2 80],[  8.53974895 148.46025105] ; [ 4.46025105 77.53974895],0
r2,1,0.141597,2.160515,[150   5] ; [74  6],[147.74468085   7.25531915] ; [76.25531915  3.74468085],0
d3,1,0.14259,2.149778,[138  19] ; [77  5],[141.23430962  15.76569038] ; [73.76569038  8.23430962],0
v2,1,0.144266,2.131855,[64 89] ; [41 38],[69.24568966 83.75431034] ; [35.75431034 43.24568966],0
a6,1,0.150216,2.070052,[119  38] ; [55 27],[114.30125523  42.69874477] ; [59.69874477 22.30125523],0
n1,1,0.163173,1.944568,[17 25] ; [ 8 24],[14.18918919 27.81081081] ; [10.81081081 21.18918919],0
p5,1,0.17834,1.811406,[ 13 145] ; [ 3 79],[ 10.53333333 147.46666667] ; [ 5.46666667 76.53333333],0
p4,1,0.180844,1.790672,[88 69] ; [38 43],[83.11764706 73.88235294] ; [42.88235294 38.11764706],0
r3,1,0.195571,1.675145,[140  15] ; [78  4],[142.57383966  12.42616034] ; [75.42616034  6.57383966],0
r1,1,0.20299,1.620731,[130  28] ; [61 20],[126.26778243  31.73221757] ; [64.73221757 16.26778243],0
v3,1,0.222233,1.489892,[ 48 105] ; [19 61],[ 43.99570815 109.00429185] ; [23.00429185 56.99570815],0
s1,1,0.241124,1.374008,[  9 146] ; [ 2 80],[  7.19409283 147.80590717] ; [ 3.80590717 78.19409283],0
p9,1,0.26887,1.222502,[124  32] ; [60 22],[120.60504202  35.39495798] ; [63.39495798 18.60504202],0
p2,1,0.283348,1.150961,[121  36] ; [58 24],[117.58577406  39.41422594] ; [61.41422594 20.58577406],0
n3,1,0.301211,1.068827,[27 16] ; [23  8],[29.05405405 13.94594595] ; [20.94594595 10.05405405],0
p7,1,0.312819,1.018737,[82 73] ; [49 33],[85.67510549 69.32489451] ; [45.32489451 36.67510549],0
p3,1,0.315486,1.007569,[68 89] ; [30 52],[64.37656904 92.62343096] ; [33.62343096 48.37656904],0
n2,1,0.332324,0.939821,[29 15] ; [17 14],[26.98666667 17.01333333] ; [19.01333333 11.98666667],0
