Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,53.962781,[379  20] ; [5 7],[372.78832117  26.21167883] ; [11.21167883  0.78832117],1
r2,1,0.0,26.183442,[381  13] ; [8 4],[377.50246305  16.49753695] ; [11.49753695  0.50246305],1
v4,1,4e-06,21.136677,[388   9] ; [9 3],[385.35207824  11.64792176] ; [11.64792176  0.35207824],1
p10,1,0.000204,13.791269,[347  50] ; [6 6],[342.64303178  54.35696822] ; [10.35696822  1.64303178],1
r1,1,0.000791,11.262433,[338  57] ; [6 6],[333.85749386  61.14250614] ; [10.14250614  1.85749386],1
s6,1,0.001324,10.308892,[282 110] ; [3 8],[277.22084367 114.77915633] ; [7.77915633 3.22084367],0
d5,1,0.002141,9.424556,[333  64] ; [6 6],[329.05378973  67.94621027] ; [9.94621027 2.05378973],0
p2,1,0.004307,8.149599,[363  35] ; [8 4],[360.14146341  37.85853659] ; [10.85853659  1.14146341],0
b1,1,0.006834,7.316097,[146 253] ; [9 3],[150.47445255 248.52554745] ; [4.52554745 7.47445255],0
s1,1,0.007157,7.233031,[ 11 383] ; [ 2 10],[ 12.61576355 381.38423645] ; [ 0.38423645 11.61576355],0
p9,1,0.010257,6.589787,[353  44] ; [7 4],[350.29411765  46.70588235] ; [9.70588235 1.29411765],0
p11,1,0.025515,4.988604,[332  67] ; [7 5],[329.10218978  69.89781022] ; [9.89781022 2.10218978],0
n6,1,0.027743,4.843968,[343  52] ; [7 4],[340.51724138  54.48275862] ; [9.48275862 1.51724138],0
v2,1,0.043677,4.068987,[238 145] ; [4 8],[234.64810127 148.35189873] ; [7.35189873 4.64810127],0
n1,1,0.052969,3.744902,[19 48] ; [4 2],[21.10958904 45.89041096] ; [1.89041096 4.10958904],0
s8,1,0.057758,3.600624,[187 210] ; [2 9],[183.90441176 213.09558824] ; [5.09558824 5.90441176],0
n4,1,0.083608,2.993324,[315  83] ; [7 5],[312.57560976  85.42439024] ; [9.42439024 2.57560976],0
v3,1,0.084553,2.975141,[159 224] ; [ 2 10],[156.10886076 226.89113924] ; [4.89113924 7.10886076],0
a6,1,0.090968,2.857167,[312  84] ; [7 5],[309.61764706  86.38235294] ; [9.38235294 2.61764706],0
a2,1,0.091515,2.847524,[124 275] ; [ 1 11],[121.35036496 277.64963504] ; [3.64963504 8.35036496],0
d3,1,0.101945,2.674852,[310  86] ; [7 5],[307.67647059  88.32352941] ; [9.32352941 2.67647059],0
d4,1,0.107299,2.593566,[334  63] ; [8 4],[331.96577017  65.03422983] ; [10.03422983  1.96577017],0
d1,1,0.129667,2.29649,[252 147] ; [5 7],[249.49635036 149.50364964] ; [7.50364964 4.49635036],0
a4,1,0.159964,1.974563,[181 217] ; [3 9],[178.61463415 219.38536585] ; [5.38536585 6.61463415],0
s5,1,0.178231,1.812316,[138 251] ; [ 2 10],[135.81047382 253.18952618] ; [4.18952618 7.81047382],0
p5,1,0.184092,1.764279,[ 53 345] ; [3 8],[ 54.49388753 343.50611247] ; [1.50611247 9.49388753],0
s2,1,0.192968,1.694811,[208 189] ; [4 8],[205.7799511 191.2200489] ; [6.2200489 5.7799511],0
u1,1,0.229714,1.442633,[ 92 307] ; [ 1 11],[ 90.28467153 308.71532847] ; [2.71532847 9.28467153],0
v1,1,0.269092,1.221368,[225 165] ; [5 7],[223.13432836 166.86567164] ; [6.86567164 5.13432836],0
s3,1,0.282999,1.15263,[225 168] ; [5 7],[223.18518519 169.81481481] ; [6.81481481 5.18518519],0
p3,1,0.312097,1.021781,[241 157] ; [9 3],[242.68292683 155.31707317] ; [7.31707317 4.68292683],0
p6,1,0.316872,1.001813,[190 206] ; [4 8],[188.29411765 207.70588235] ; [5.70588235 6.29411765],0
d2,1,0.329143,0.952266,[189 208] ; [4 8],[187.33740831 209.66259169] ; [5.66259169 6.33740831],0
n3,1,0.346997,0.884407,[56 12] ; [4 2],[55.13513514 12.86486486] ; [4.86486486 1.13513514],0
a8,1,0.376136,0.783292,[ 65 290] ; [ 1 11],[ 63.84196185 291.15803815] ; [2.15803815 9.84196185],0
p8,1,0.429789,0.623392,[271 126] ; [8 2],[272.14496314 124.85503686] ; [6.85503686 3.14496314],0
s7,1,0.44007,0.596099,[200 182] ; [4 6],[198.79591837 183.20408163] ; [5.20408163 4.79591837],0
a3,1,0.49027,0.475933,[296 101] ; [10  2],[297.02200489  99.97799511] ; [8.97799511 3.02200489],0
n2,1,0.52913,0.396062,[53 15] ; [4 2],[52.37837838 15.62162162] ; [4.62162162 1.37837838],0
n5,1,0.54794,0.36102,[301  96] ; [10  2],[301.87530562  95.12469438] ; [9.12469438 2.87530562],0
a5,1,0.578218,0.309125,[305  94] ; [10  2],[305.80291971  93.19708029] ; [9.19708029 2.80291971],0
a1,1,0.606726,0.264971,[ 20 379] ; [ 1 11],[ 20.38686131 378.61313869] ; [ 0.61313869 11.38686131],0
b4,1,0.610062,0.260084,[229 170] ; [6 6],[228.13868613 170.86131387] ; [6.86131387 5.13868613],0
p4,1,0.738537,0.111417,[283 115] ; [8 4],[282.48292683 115.51707317] ; [8.51707317 3.48292683],0
b2,1,0.854416,0.033667,[ 89 156] ; [3 6],[ 88.74015748 156.25984252] ; [3.25984252 5.74015748],0
b3,1,0.854416,0.033667,[ 89 156] ; [3 6],[ 88.74015748 156.25984252] ; [3.25984252 5.74015748],0
b5,1,0.872198,0.025878,[257 142] ; [8 4],[257.26277372 141.73722628] ; [7.73722628 4.26277372],0
p12,1,0.911821,0.012264,[ 37 362] ; [ 1 11],[ 36.89051095 362.10948905] ; [ 1.10948905 10.89051095],0
s4,1,0.914148,0.011623,[ 61 332] ; [ 2 10],[ 61.13333333 331.86666667] ; [ 1.86666667 10.13333333],0
