Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,32.882724,[35 88] ; [48 19],[53.73157895 69.26842105] ; [29.26842105 37.73157895],1
p7,1,0.0,27.547889,[45 72] ; [52 14],[62.01639344 54.98360656] ; [34.98360656 31.01639344],1
p8,1,3.2e-05,17.304399,[40 82] ; [43 24],[53.57671958 68.42328042] ; [29.42328042 37.57671958],1
p1,1,0.000142,14.470354,[  1 123] ; [ 9 56],[  6.56084656 117.43915344] ; [ 3.43915344 61.56084656],1
s6,1,0.002482,9.153462,[63 58] ; [50 17],[72.7287234 48.2712766] ; [40.2712766 26.7287234],0
s8,1,0.003189,8.696298,[28 95] ; [29 38],[36.9 86.1] ; [20.1 46.9],0
p6,1,0.003909,8.325699,[ 21 102] ; [23 41],[28.94117647 94.05882353] ; [15.05882353 48.94117647],0
s5,1,0.005626,7.666256,[31 88] ; [30 35],[39.45108696 79.54891304] ; [21.54891304 43.45108696],0
p5,1,0.006238,7.480341,[  2 121] ; [ 7 60],[  5.82631579 117.17368421] ; [ 3.17368421 63.82631579],0
a5,1,0.007306,7.196088,[66 58] ; [49 18],[74.65968586 49.34031414] ; [40.34031414 26.65968586],0
p2,1,0.011813,6.338651,[82 42] ; [55 11],[89.41052632 34.58947368] ; [47.58947368 18.41052632],0
s7,1,0.015068,5.908532,[31 89] ; [27 35],[38.24175824 81.75824176] ; [19.75824176 42.24175824],0
v1,1,0.020386,5.3785,[46 76] ; [35 28],[53.41621622 68.58378378] ; [27.58378378 35.41621622],0
p12,1,0.041291,4.164038,[  2 121] ; [ 5 62],[  4.53157895 118.46842105] ; [ 2.46842105 64.53157895],0
b5,1,0.130085,2.291495,[84 40] ; [38 29],[79.20418848 44.79581152] ; [42.79581152 24.20418848],0
d1,1,0.175698,1.833641,[67 57] ; [43 24],[71.41361257 52.58638743] ; [38.58638743 28.41361257],0
u3,1,0.17659,1.826087,[27 19] ; [18  6],[29.57142857 16.42857143] ; [15.42857143  8.57142857],0
s2,1,0.180634,1.792401,[50 73] ; [34 33],[54.37894737 68.62105263] ; [29.62105263 37.37894737],0
p11,1,0.1845,1.760999,[75 49] ; [47 20],[79.20418848 44.79581152] ; [42.79581152 24.20418848],0
s3,1,0.202676,1.622988,[57 66] ; [37 29],[61.17460317 61.82539683] ; [32.82539683 33.17460317],0
b4,1,0.220414,1.501672,[74 50] ; [46 21],[77.90575916 46.09424084] ; [42.09424084 24.90575916],0
r2,1,0.244101,1.356751,[107  16] ; [62  5],[109.40526316  13.59473684] ; [59.59473684  7.40526316],0
n2,1,0.323268,0.975679,[33 19] ; [13  4],[34.66666667 17.33333333] ; [11.33333333  5.66666667],0
u1,1,0.325784,0.965582,[ 11 113] ; [ 9 58],[ 12.98429319 111.01570681] ; [ 7.01570681 59.98429319],0
a6,1,0.363818,0.824671,[84 40] ; [41 26],[81.15183246 42.84816754] ; [43.84816754 23.15183246],0
a1,1,0.366256,0.81633,[  4 120] ; [ 4 63],[  5.19371728 118.80628272] ; [ 2.80628272 64.19371728],0
d5,1,0.379013,0.773899,[95 29] ; [55 12],[97.38219895 26.61780105] ; [52.61780105 14.38219895],0
n1,1,0.385092,0.754385,[13 40] ; [ 6 11],[14.38571429 38.61428571] ; [ 4.61428571 12.38571429],0
r4,1,0.449065,0.573012,[96 28] ; [55 12],[98.03141361 25.96858639] ; [52.96858639 14.03141361],0
v2,1,0.462021,0.540994,[56 62] ; [33 29],[58.34444444 59.65555556] ; [30.65555556 31.34444444],0
b3,1,0.473829,0.513033,[18 42] ; [13 22],[19.57894737 40.42105263] ; [11.42105263 23.57894737],0
b2,1,0.473829,0.513033,[18 42] ; [13 22],[19.57894737 40.42105263] ; [11.42105263 23.57894737],0
v4,1,0.484804,0.488037,[110  13] ; [62  5],[111.34736842  11.65263158] ; [60.65263158  6.34736842],0
p10,1,0.498713,0.457674,[81 41] ; [47 19],[83.06382979 38.93617021] ; [44.93617021 21.06382979],0
r1,1,0.508027,0.438128,[92 32] ; [46 20],[90.06315789 33.93684211] ; [47.93684211 18.06315789],0
u2,1,0.533074,0.388529,[27 20] ; [15  8],[28.2 18.8] ; [13.8  9.2],0
a2,1,0.538397,0.378519,[ 18 106] ; [12 55],[ 19.47643979 104.52356021] ; [10.52356021 56.47643979],0
p9,1,0.554151,0.349933,[88 32] ; [51 15],[89.67741935 30.32258065] ; [49.32258065 16.67741935],0
b1,1,0.555678,0.347242,[41 83] ; [25 42],[42.84816754 81.15183246] ; [23.15183246 43.84816754],0
n6,1,0.578825,0.308139,[77 46] ; [44 22],[78.74603175 44.25396825] ; [42.25396825 23.74603175],0
a7,1,0.614386,0.253838,[93 31] ; [48 19],[91.53926702 32.46073298] ; [49.46073298 17.53926702],0
n5,1,0.623245,0.241334,[41 82] ; [20 47],[39.48947368 83.51052632] ; [21.51052632 45.48947368],0
d2,1,0.663883,0.188841,[46 78] ; [27 40],[47.39267016 76.60732984] ; [25.60732984 41.39267016],0
d3,1,0.693998,0.154792,[95 29] ; [53 14],[96.08376963 27.91623037] ; [51.91623037 15.08376963],0
r3,1,0.723119,0.125524,[110  13] ; [61  6],[110.7  12.3] ; [60.3  6.7],0
v3,1,0.735567,0.114061,[32 86] ; [18 43],[32.96089385 85.03910615] ; [17.03910615 43.96089385],0
