Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,53.980781,[132 176] ; [271 113],[179.3699422 128.6300578] ; [223.6300578 160.3699422],1
v3,1,0.0,39.40529,[ 87 225] ; [196 185],[127.41125541 184.58874459] ; [155.58874459 225.41125541],1
n5,1,1e-06,24.546429,[203 113] ; [319  76],[232.  84.] ; [290. 105.],1
s8,1,1.7e-05,18.46241,[117 203] ; [207 186],[145.41374474 174.58625526] ; [178.58625526 214.41374474],1
p3,1,1.8e-05,18.37616,[132 188] ; [225 167],[160.4494382 159.5505618] ; [196.5505618 195.4494382],1
s5,1,2.9e-05,17.469596,[ 84 224] ; [162 218],[110.12790698 197.87209302] ; [135.87209302 244.12790698],1
p9,1,3.3e-05,17.246237,[247  68] ; [350  40],[266.74468085  48.25531915] ; [330.25531915  59.74468085],1
p6,1,7.1e-05,15.785098,[ 95 223] ; [170 212],[120.38571429 197.61428571] ; [144.61428571 237.38571429],1
p8,1,8.6e-05,15.412078,[143 174] ; [232 155],[168.85653409 148.14346591] ; [206.14346591 180.85653409],1
p4,1,0.000113,14.907544,[165 150] ; [262 131],[189.97881356 125.02118644] ; [237.02118644 155.97881356],1
p7,1,0.000214,13.703821,[176 135] ; [268 114],[199.25541126 111.74458874] ; [244.74458874 137.25541126],1
p5,1,0.000481,12.189769,[ 21 299] ; [ 58 333],[ 35.55555556 284.44444444] ; [ 43.44444444 347.55555556],1
p2,1,0.000846,11.138367,[251  69] ; [344  48],[267.41573034  52.58426966] ; [327.58426966  64.41573034],1
s6,1,0.000876,11.073619,[195 121] ; [285 103],[215.45454545 100.54545455] ; [264.54545455 123.45454545],1
p10,1,0.001549,10.019507,[242  75] ; [334  56],[258.26308345  58.73691655] ; [317.73691655  72.26308345],0
p12,1,0.001726,9.82001,[ 14 305] ; [ 42 348],[ 25.19605078 293.80394922] ; [ 30.80394922 359.19605078],0
b2,1,0.004156,8.21416,[ 57 123] ; [113 136],[ 71.32867133 108.67132867] ; [ 98.67132867 150.32867133],0
b3,1,0.004156,8.21416,[ 57 123] ; [113 136],[ 71.32867133 108.67132867] ; [ 98.67132867 150.32867133],0
n4,1,0.004409,8.107324,[228  91] ; [319  77],[244.04615385  74.95384615] ; [302.95384615  93.04615385],0
p11,1,0.004905,7.914243,[233  87] ; [324  73],[248.59135286  71.40864714] ; [308.40864714  88.59135286],0
s2,1,0.006852,7.311376,[151 168] ; [226 167],[168.90870787 150.09129213] ; [208.09129213 184.90870787],0
u4,1,0.013729,6.072654,[  2 318] ; [ 13 384],[  6.69456067 313.30543933] ; [  8.30543933 388.69456067],0
s7,1,0.017365,5.659104,[139 170] ; [204 173],[154.5 154.5] ; [188.5 188.5],0
r3,1,0.035107,4.439964,[300  19] ; [385  11],[305.61538462  13.38461538] ; [379.38461538  16.61538462],0
a8,1,0.040131,4.212356,[ 30 268] ; [ 55 300],[ 38.79019908 259.20980092] ; [ 46.20980092 308.79019908],0
d1,1,0.0469,3.948975,[211 109] ; [289 108],[223.15202232  96.84797768] ; [276.84797768 120.15202232],0
a5,1,0.048073,3.907443,[232  88] ; [313  84],[243.23570432  76.76429568] ; [301.76429568  95.23570432],0
r4,1,0.049979,3.842164,[287  33] ; [372  25],[294.11436541  25.88563459] ; [364.88563459  32.11436541],0
a4,1,0.050982,3.808858,[143 177] ; [206 190],[155.97765363 164.02234637] ; [193.02234637 202.97765363],0
u1,1,0.051893,3.77923,[ 56 264] ; [ 93 304],[ 66.49930265 253.50069735] ; [ 82.50069735 314.49930265],0
s4,1,0.056785,3.628866,[ 65 251] ; [ 59 332],[ 55.42291372 260.57708628] ; [ 68.57708628 322.42291372],0
b5,1,0.061845,3.487206,[182 138] ; [253 144],[194.14225941 125.85774059] ; [240.85774059 156.14225941],0
n1,1,0.070542,3.270368,[30 65] ; [33 40],[35.625 59.375] ; [27.375 45.625],0
n6,1,0.084926,2.968012,[261  59] ; [340  54],[269.3557423  50.6442577] ; [331.6442577  62.3557423],0
d5,1,0.098937,2.722595,[274  46] ; [356  41],[281.17154812  38.82845188] ; [348.82845188  48.17154812],0
r1,1,0.103032,2.657976,[255  64] ; [335  61],[263.23076923  55.76923077] ; [326.76923077  69.23076923],0
r2,1,0.120381,2.412355,[298  18] ; [381  13],[302.2028169  13.7971831] ; [376.7971831  17.2028169],0
a3,1,0.125869,2.342733,[232  88] ; [306  89],[240.78321678  79.21678322] ; [297.21678322  97.78321678],0
p1,1,0.165274,1.925298,[ 18 300] ; [ 33 362],[ 22.74614306 295.25385694] ; [ 28.25385694 366.74614306],0
s1,1,0.170087,1.882176,[ 13 304] ; [  9 382],[  9.85028249 307.14971751] ; [ 12.14971751 378.85028249],0
a2,1,0.247208,1.339015,[ 78 242] ; [112 285],[ 84.79776848 235.20223152] ; [105.20223152 291.79776848],0
d2,1,0.270947,1.211944,[160 159] ; [215 181],[167.30769231 151.69230769] ; [207.69230769 188.30769231],0
s3,1,0.300917,1.070128,[170 147] ; [226 167],[176.8056338 140.1943662] ; [219.1943662 173.8056338],0
a7,1,0.345272,0.890758,[245  75] ; [291 105],[239.55307263  80.44692737] ; [296.44692737  99.55307263],0
n3,1,0.430086,0.622592,[68 29] ; [47 26],[65.61764706 31.38235294] ; [49.38235294 23.61764706],0
n2,1,0.44962,0.571609,[68 29] ; [55 18],[70.18235294 26.81764706] ; [52.81764706 20.18235294],0
b4,1,0.474314,0.511908,[185 135] ; [240 157],[189.67921897 130.32078103] ; [235.32078103 161.67921897],0
u3,1,0.512047,0.429883,[52 33] ; [60 31],[54.09090909 30.90909091] ; [57.90909091 33.09090909],0
a1,1,0.674398,0.176501,[ 17 303] ; [ 24 373],[ 18.29846583 301.70153417] ; [ 22.70153417 374.29846583],0
d3,1,0.691119,0.157876,[253  67] ; [309  88],[250.82287308  69.17712692] ; [311.17712692  85.82287308],0
b1,1,0.791167,0.070117,[124 196] ; [150 247],[122.28730823 197.71269177] ; [151.71269177 245.28730823],0
a6,1,0.815288,0.054574,[224  96] ; [274 122],[222.5698324  97.4301676] ; [275.4301676 120.5698324],0
u2,1,0.981564,0.000534,[53 33] ; [55 34],[53.07428571 32.92571429] ; [54.92571429 34.07428571],0
