Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000413,12.472727,[ 2 31] ; [5 4],[ 5.5 27.5] ; [1.5 7.5],1
p8,1,0.001607,9.951227,[ 2 31] ; [4 4],[ 4.82926829 28.17073171] ; [1.17073171 6.82926829],0
p3,1,0.001652,9.90107,[ 3 30] ; [5 4],[ 6.28571429 26.71428571] ; [1.71428571 7.28571429],0
s3,1,0.010737,6.508328,[ 7 25] ; [6 3],[10.14634146 21.85365854] ; [2.85365854 6.14634146],0
s1,1,0.011648,6.363636,[ 3 30] ; [4 5],[ 5.5 27.5] ; [1.5 7.5],0
a8,1,0.065436,3.393939,[ 3 30] ; [3 6],[ 4.71428571 28.28571429] ; [1.28571429 7.71428571],0
b5,1,0.103451,2.651515,[12 21] ; [6 3],[14.14285714 18.85714286] ; [3.85714286 5.14285714],0
a6,1,0.103451,2.651515,[12 21] ; [6 3],[14.14285714 18.85714286] ; [3.85714286 5.14285714],0
r4,1,0.130134,2.290909,[ 4 29] ; [3 6],[ 5.5 27.5] ; [1.5 7.5],0
s8,1,0.143171,2.143541,[ 2 31] ; [2 7],[ 3.14285714 29.85714286] ; [0.85714286 8.14285714],0
a7,1,0.145088,2.123154,[13 20] ; [6 3],[14.92857143 18.07142857] ; [4.07142857 4.92857143],0
u3,1,0.179712,1.8,[ 2 14] ; [1 1],[ 2.66666667 13.33333333] ; [0.33333333 1.66666667],0
a3,1,0.184758,1.758927,[17 15] ; [7 2],[18.73170732 13.26829268] ; [5.26829268 3.73170732],0
p9,1,0.195945,1.672341,[ 7 24] ; [4 5],[ 8.525 22.475] ; [2.475 6.525],0
n3,1,0.221099,1.497222,[ 6 10] ; [4 2],[7.27272727 8.72727273] ; [2.72727273 3.27272727],0
n2,1,0.28255,1.154783,[ 7 10] ; [4 2],[8.13043478 8.86956522] ; [2.86956522 3.13043478],0
a5,1,0.333002,0.93719,[16 17] ; [6 3],[17.28571429 15.71428571] ; [4.71428571 4.28571429],0
p10,1,0.350413,0.871962,[ 6 26] ; [3 6],[ 7.02439024 24.97560976] ; [1.97560976 7.02439024],0
d4,1,0.425031,0.636364,[21 12] ; [7 2],[22. 11.] ; [6. 3.],0
n4,1,0.425031,0.636364,[23 10] ; [5 4],[22. 11.] ; [6. 3.],0
r1,1,0.425031,0.636364,[12 21] ; [2 7],[11. 22.] ; [3. 6.],0
s4,1,0.442719,0.589226,[ 4 29] ; [2 7],[ 4.71428571 28.28571429] ; [1.28571429 7.71428571],0
s6,1,0.449177,0.572727,[ 7 26] ; [3 6],[ 7.85714286 25.14285714] ; [2.14285714 6.85714286],0
u2,1,0.45675,0.553846,[ 4 12] ; [1 1],[ 4.44444444 11.55555556] ; [0.55555556 1.44444444],0
d2,1,0.469555,0.523022,[17 15] ; [6 3],[17.95121951 14.04878049] ; [5.04878049 3.95121951],0
n6,1,0.478105,0.503182,[12 21] ; [4 4],[12.87804878 20.12195122] ; [3.12195122 4.87804878],0
b2,1,0.480868,0.496894,[10 13] ; [2 5],[ 9.2 13.8] ; [2.8 4.2],0
b3,1,0.480868,0.496894,[10 13] ; [2 5],[ 9.2 13.8] ; [2.8 4.2],0
r3,1,0.482948,0.492199,[14 19] ; [5 4],[14.92857143 18.07142857] ; [4.07142857 4.92857143],0
p1,1,0.493948,0.467914,[ 7 26] ; [1 8],[ 6.28571429 26.71428571] ; [1.71428571 7.28571429],0
n1,1,0.559847,0.33997,[9 8] ; [4 2],[9.60869565 7.39130435] ; [3.39130435 2.60869565],0
s2,1,0.613893,0.254545,[ 5 28] ; [2 7],[ 5.5 27.5] ; [1.5 7.5],0
v2,1,0.618144,0.248485,[ 8 24] ; [3 6],[ 8.58536585 23.41463415] ; [2.41463415 6.58536585],0
n5,1,0.622358,0.242567,[19 14] ; [6 3],[19.64285714 13.35714286] ; [5.35714286 3.64285714],0
d3,1,0.658129,0.195804,[12 21] ; [4 5],[12.57142857 20.42857143] ; [3.42857143 5.57142857],0
b4,1,0.658129,0.195804,[21 12] ; [5 4],[20.42857143 12.57142857] ; [5.57142857 3.42857143],0
r2,1,0.681725,0.16819,[18 13] ; [4 4],[17.48717949 13.51282051] ; [4.51282051 3.48717949],0
b1,1,0.706879,0.141414,[16 17] ; [5 4],[16.5 16.5] ; [4.5 4.5],0
v1,1,0.81637,0.053925,[ 6 26] ; [2 7],[ 6.24390244 25.75609756] ; [1.75609756 7.24390244],0
p11,1,0.861623,0.030383,[10 23] ; [3 6],[10.21428571 22.78571429] ; [2.78571429 6.21428571],0
d1,1,0.913554,0.011785,[14 19] ; [4 5],[14.14285714 18.85714286] ; [3.85714286 5.14285714],0
s5,1,0.933897,0.00688,[ 4 29] ; [1 8],[ 3.92857143 29.07142857] ; [1.07142857 7.92857143],0
s7,1,0.94468,0.004815,[ 7 23] ; [2 7],[ 6.92307692 23.07692308] ; [2.07692308 6.92307692],0
a4,1,0.953574,0.00339,[11 21] ; [3 6],[10.92682927 21.07317073] ; [3.07317073 5.92682927],0
d5,1,0.956962,0.002912,[18 15] ; [5 4],[18.07142857 14.92857143] ; [4.92857143 4.07142857],0
v3,1,0.964295,0.002004,[ 8 25] ; [2 6],[ 8.04878049 24.95121951] ; [1.95121951 6.04878049],0
