Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,6e-06,20.521828,[46 12] ; [14 27],[35.15151515 22.84848485] ; [24.84848485 16.15151515],1
b3,1,0.003304,8.631436,[22 19] ; [ 4 20],[16.4 24.6] ; [ 9.6 14.4],0
b2,1,0.003304,8.631436,[22 19] ; [ 4 20],[16.4 24.6] ; [ 9.6 14.4],0
p3,1,0.00579,7.614534,[23 35] ; [ 6 36],[16.82 41.18] ; [12.18 29.82],0
a5,1,0.006415,7.429876,[31 27] ; [11 31],[24.36 33.64] ; [17.64 24.36],0
n6,1,0.009645,6.699248,[44 13] ; [22 20],[38. 19.] ; [28. 14.],0
a6,1,0.010193,6.600932,[33 25] ; [13 29],[26.68 31.32] ; [19.32 22.68],0
v3,1,0.010332,6.576761,[20 37] ; [ 5 36],[14.54081633 42.45918367] ; [10.45918367 30.54081633],0
n1,1,0.031169,4.64364,[10  6] ; [ 5 14],[6.85714286 9.14285714] ; [ 8.14285714 10.85714286],0
p8,1,0.037294,4.336925,[24 33] ; [ 9 32],[19.19387755 37.80612245] ; [13.80612245 27.19387755],0
p10,1,0.039319,4.24703,[35 22] ; [17 25],[29.93939394 27.06060606] ; [22.06060606 19.93939394],0
v2,1,0.046383,3.967645,[24 32] ; [ 9 30],[19.45263158 36.54736842] ; [13.54736842 25.45263158],0
p7,1,0.047544,3.926034,[23 35] ; [24 16],[27.81632653 30.18367347] ; [19.18367347 20.81632653],0
p1,1,0.089778,2.878343,[ 9 49] ; [ 2 40],[ 6.38 51.62] ; [ 4.62 37.38],0
r1,1,0.106864,2.599991,[37 21] ; [20 22],[33.06 24.94] ; [23.94 18.06],0
s7,1,0.119111,2.428977,[14 41] ; [ 5 35],[11. 44.] ; [ 8. 32.],0
r4,1,0.132648,2.261234,[39 19] ; [22 20],[35.38 22.62] ; [25.62 16.38],0
u3,1,0.171091,1.873357,[ 8 20] ; [10 11],[10.28571429 17.71428571] ; [ 7.71428571 13.28571429],0
r2,1,0.177038,1.822316,[48 10] ; [30 12],[45.24 12.76] ; [32.76  9.24],0
a4,1,0.177407,1.819212,[18 40] ; [ 8 34],[15.08 42.92] ; [10.92 31.08],0
a2,1,0.194708,1.681631,[ 5 53] ; [ 1 41],[ 3.48 54.52] ; [ 2.52 39.48],0
a7,1,0.20001,1.642299,[31 27] ; [17 25],[27.84 30.16] ; [20.16 21.84],0
s4,1,0.224114,1.477833,[ 4 54] ; [ 6 36],[ 5.8 52.2] ; [ 4.2 37.8],0
v1,1,0.258695,1.275729,[23 34] ; [12 29],[20.35714286 36.64285714] ; [14.64285714 26.35714286],0
d4,1,0.281975,1.157547,[22 36] ; [20 21],[24.60606061 33.39393939] ; [17.39393939 23.60606061],0
u2,1,0.2985,1.080882,[ 8 20] ; [ 9 12],[ 9.71428571 18.28571429] ; [ 7.28571429 13.71428571],0
p6,1,0.300521,1.07188,[16 41] ; [ 8 34],[13.81818182 43.18181818] ; [10.18181818 31.81818182],0
a1,1,0.309777,1.031627,[ 6 52] ; [ 2 40],[ 4.64 53.36] ; [ 3.36 38.64],0
p9,1,0.366901,0.814134,[37 19] ; [24 18],[34.85714286 21.14285714] ; [26.14285714 15.85714286],0
p11,1,0.394471,0.725116,[38 20] ; [24 18],[35.96 22.04] ; [26.04 15.96],0
s1,1,0.399935,0.708522,[ 3 55] ; [ 4 38],[ 4.06 53.94] ; [ 2.94 39.06],0
p2,1,0.413275,0.66936,[34 24] ; [28 14],[35.96 22.04] ; [26.04 15.96],0
b5,1,0.439051,0.598763,[30 28] ; [25 17],[31.9 26.1] ; [23.1 18.9],0
b4,1,0.494633,0.466433,[33 25] ; [21 21],[31.32 26.68] ; [22.68 19.32],0
s8,1,0.538622,0.378099,[11 47] ; [ 6 36],[ 9.86 48.14] ; [ 7.14 34.86],0
n3,1,0.561496,0.33712,[9 5] ; [14  5],[9.75757576 4.24242424] ; [13.24242424  5.75757576],0
d2,1,0.662509,0.190491,[13 45] ; [11 31],[13.92 44.08] ; [10.08 31.92],0
s2,1,0.683348,0.166381,[13 45] ; [ 8 34],[12.18 45.82] ; [ 8.82 33.18],0
r3,1,0.697836,0.150733,[44 13] ; [31 11],[43.18181818 13.81818182] ; [31.81818182 10.18181818],0
b1,1,0.733361,0.116048,[27 31] ; [21 21],[27.84 30.16] ; [20.16 21.84],0
