Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,34.673263,[64 17] ; [16 40],[47.29927007 33.70072993] ; [32.70072993 23.29927007],1
a8,1,0.011288,6.419479,[11 65] ; [ 1 56],[ 6.85714286 69.14285714] ; [ 5.14285714 51.85714286],0
b5,1,0.014803,5.939706,[37 44] ; [38 19],[44.02173913 36.97826087] ; [30.97826087 26.02173913],0
n6,1,0.03055,4.678075,[54 26] ; [28 29],[47.88321168 32.11678832] ; [34.11678832 22.88321168],0
a6,1,0.034951,4.44759,[51 29] ; [26 31],[44.96350365 35.03649635] ; [32.03649635 24.96350365],0
u1,1,0.046122,3.977148,[11 70] ; [ 2 55],[ 7.63043478 73.36956522] ; [ 5.36956522 51.63043478],0
u3,1,0.047968,3.911111,[10 20] ; [15 10],[13.63636364 16.36363636] ; [11.36363636 13.63636364],0
n1,1,0.057057,3.620921,[17 16] ; [ 6 17],[13.55357143 19.44642857] ; [ 9.44642857 13.55357143],0
p11,1,0.081337,3.037973,[42 39] ; [21 36],[36.97826087 44.02173913] ; [26.02173913 30.97826087],0
n2,1,0.083301,2.999283,[24 10] ; [11 12],[20.87719298 13.12280702] ; [14.12280702  8.87719298],0
a1,1,0.111078,2.53882,[11 70] ; [ 3 54],[ 8.2173913 72.7826087] ; [ 5.7826087 51.2173913],0
u2,1,0.117946,2.444389,[ 9 20] ; [13 12],[11.81481481 17.18518519] ; [10.18518519 14.81481481],0
r2,1,0.131145,2.278903,[66 11] ; [43 14],[62.63432836 14.36567164] ; [46.36567164 10.63432836],0
p3,1,0.142377,2.152084,[25 56] ; [11 45],[21.28467153 59.71532847] ; [14.71532847 41.28467153],0
r3,1,0.152621,2.04586,[55 26] ; [45 12],[58.69565217 22.30434783] ; [41.30434783 15.69565217],0
b2,1,0.21725,1.522444,[22 28] ; [ 8 19],[19.48051948 30.51948052] ; [10.51948052 16.48051948],0
b3,1,0.21725,1.522444,[22 28] ; [ 8 19],[19.48051948 30.51948052] ; [10.51948052 16.48051948],0
a4,1,0.22569,1.467821,[33 46] ; [18 39],[29.625 49.375] ; [21.375 35.625],0
d1,1,0.238983,1.386583,[38 43] ; [21 36],[34.63043478 46.36956522] ; [24.36956522 32.63043478],0
a5,1,0.261833,1.259039,[49 32] ; [29 28],[45.7826087 35.2173913] ; [32.2173913 24.7826087],0
a2,1,0.26685,1.232867,[14 67] ; [ 6 51],[11.73913043 69.26086957] ; [ 8.26086957 48.73913043],0
a3,1,0.320675,0.986192,[51 28] ; [32 25],[48.21323529 30.78676471] ; [34.78676471 22.21323529],0
p12,1,0.324368,0.971253,[ 4 77] ; [ 1 56],[ 2.93478261 78.06521739] ; [ 2.06521739 54.93478261],0
a7,1,0.339619,0.911868,[52 29] ; [32 25],[49.30434783 31.69565217] ; [34.69565217 22.30434783],0
p4,1,0.347518,0.882498,[17 62] ; [16 40],[19.31111111 59.68888889] ; [13.68888889 42.31111111],0
d4,1,0.352251,0.865331,[53 27] ; [42 15],[55.47445255 24.52554745] ; [39.52554745 17.47445255],0
s4,1,0.401027,0.705245,[11 68] ; [11 46],[12.77941176 66.22058824] ; [ 9.22058824 47.77941176],0
p1,1,0.417608,0.657036,[ 9 72] ; [ 4 53],[ 7.63043478 73.36956522] ; [ 5.36956522 51.63043478],0
p8,1,0.430396,0.621756,[17 64] ; [15 41],[18.91970803 62.08029197] ; [13.08029197 42.91970803],0
r1,1,0.474158,0.512271,[49 32] ; [31 26],[46.95652174 34.04347826] ; [33.04347826 23.95652174],0
s1,1,0.485152,0.48726,[ 8 71] ; [ 8 49],[ 9.29411765 69.70588235] ; [ 6.70588235 50.29411765],0
n3,1,0.495731,0.464062,[19 13] ; [11 11],[17.77777778 14.22222222] ; [12.22222222  9.77777778],0
s7,1,0.495848,0.463812,[14 64] ; [ 7 45],[12.6 65.4] ; [ 8.4 43.6],0
p5,1,0.496627,0.462136,[ 5 76] ; [ 2 54],[ 4.13868613 76.86131387] ; [ 2.86131387 53.13868613],0
v4,1,0.511649,0.430693,[57 24] ; [43 14],[58.69565217 22.30434783] ; [41.30434783 15.69565217],0
s5,1,0.546272,0.364038,[11 66] ; [10 45],[12.25 64.75] ; [ 8.75 46.25],0
s6,1,0.559656,0.3403,[27 53] ; [22 35],[28.61313869 51.38686131] ; [20.38686131 36.61313869],0
d2,1,0.560833,0.338264,[34 44] ; [22 35],[32.35555556 45.64444444] ; [23.64444444 33.35555556],0
p9,1,0.582694,0.301899,[37 41] ; [23 31],[35.45454545 42.54545455] ; [24.54545455 29.45454545],0
p10,1,0.603667,0.2695,[36 43] ; [23 33],[34.52592593 44.47407407] ; [24.47407407 31.52592593],0
v1,1,0.637625,0.221862,[24 56] ; [15 42],[22.77372263 57.22627737] ; [16.22627737 40.77372263],0
d3,1,0.696704,0.151923,[42 38] ; [28 29],[40.87591241 39.12408759] ; [29.12408759 27.87591241],0
b1,1,0.722865,0.125764,[38 43] ; [25 32],[36.97826087 44.02173913] ; [26.02173913 30.97826087],0
p6,1,0.730628,0.118536,[10 69] ; [ 6 50],[ 9.36296296 69.63703704] ; [ 6.63703704 49.36296296],0
p7,1,0.732209,0.117093,[23 55] ; [15 41],[22.11940299 55.88059701] ; [15.88059701 40.11940299],0
r4,1,0.751378,0.100377,[49 32] ; [36 21],[49.89130435 31.10869565] ; [35.10869565 21.89130435],0
d5,1,0.754811,0.097533,[47 33] ; [35 22],[47.88321168 32.11678832] ; [34.11678832 22.88321168],0
s2,1,0.847439,0.037013,[21 58] ; [16 41],[21.49264706 57.50735294] ; [15.50735294 41.49264706],0
v3,1,0.948184,0.004223,[22 55] ; [16 39],[22.16666667 54.83333333] ; [15.83333333 39.16666667],0
v2,1,0.955969,0.003048,[31 46] ; [22 32],[31.15267176 45.84732824] ; [21.84732824 32.15267176],0
s3,1,0.958163,0.002752,[26 51] ; [19 38],[25.85820896 51.14179104] ; [19.14179104 37.85820896],0
b4,1,0.99398,5.7e-05,[44 37] ; [31 26],[44.02173913 36.97826087] ; [30.97826087 26.02173913],0
