Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,1e-06,24.048866,[ 1 15] ; [62 25],[9.78640777 6.21359223] ; [53.21359223 33.78640777],1
d5,1,0.000128,14.668737,[9 7] ; [80  7],[13.82524272  2.17475728] ; [75.17475728 11.82524272],1
a4,1,0.000944,10.933851,[ 2 14] ; [50 37],[8.0776699 7.9223301] ; [43.9223301 43.0776699],1
d2,1,0.000981,10.862725,[ 3 13] ; [55 32],[9.00970874 6.99029126] ; [48.99029126 38.00970874],1
a3,1,0.001389,10.220667,[ 6 10] ; [67 20],[11.33980583  4.66019417] ; [61.66019417 25.33980583],0
r1,1,0.011612,6.369221,[9 7] ; [73 14],[12.73786408  3.26213592] ; [69.26213592 17.73786408],0
d3,1,0.01308,6.158265,[7 9] ; [65 22],[11.18446602  4.81553398] ; [60.81553398 26.18446602],0
s3,1,0.044555,4.03539,[12  4] ; [41 45],[8.31372549 7.68627451] ; [44.68627451 41.31372549],0
b1,1,0.064955,3.406113,[11  5] ; [38 49],[7.61165049 8.38834951] ; [41.38834951 45.61165049],0
a2,1,0.080761,3.049527,[ 2 14] ; [30 57],[ 4.97087379 11.02912621] ; [27.02912621 59.97087379],0
s4,1,0.089318,2.886623,[ 1 15] ; [22 64],[ 3.60784314 12.39215686] ; [19.39215686 66.60784314],0
p7,1,0.110899,2.541363,[11  5] ; [39 44],[8.08080808 7.91919192] ; [41.91919192 41.08080808],0
p4,1,0.121224,2.401437,[11  5] ; [40 44],[8.16 7.84] ; [42.84 41.16],0
a8,1,0.1771,1.821795,[ 3 12] ; [ 6 66],[ 1.55172414 13.44827586] ; [ 7.44827586 64.55172414],0
n5,1,0.20396,1.613791,[11  4] ; [48 38],[8.76237624 6.23762376] ; [50.23762376 35.76237624],0
n1,1,0.207821,1.586538,[1 5] ; [12 15],[2.36363636 3.63636364] ; [10.63636364 16.36363636],0
a5,1,0.219426,1.508123,[10  6] ; [67 20],[11.96116505  4.03883495] ; [65.03883495 21.96116505],0
b4,1,0.233826,1.417435,[7 9] ; [52 35],[9.16504854 6.83495146] ; [49.83495146 37.16504854],0
b5,1,0.237112,1.397683,[8 8] ; [57 30],[10.09708738  5.90291262] ; [54.90291262 32.09708738],0
s7,1,0.303251,1.059844,[9 5] ; [39 40],[7.22580645 6.77419355] ; [40.77419355 38.22580645],0
n6,1,0.38211,0.763902,[13  3] ; [60 25],[11.56435644  4.43564356] ; [61.43564356 23.56435644],0
p2,1,0.392772,0.730342,[12  4] ; [55 31],[10.50980392  5.49019608] ; [56.49019608 29.50980392],0
a7,1,0.422466,0.643446,[10  6] ; [63 24],[11.33980583  4.66019417] ; [61.66019417 25.33980583],0
u2,1,0.517613,0.418647,[4 6] ; [10  9],[4.82758621 5.17241379] ; [9.17241379 9.82758621],0
n3,1,0.518992,0.415895,[5 1] ; [19  8],[4.36363636 1.63636364] ; [19.63636364  7.36363636],0
b2,1,0.524522,0.404992,[1 4] ; [16 31],[1.63461538 3.36538462] ; [15.36538462 31.63461538],0
b3,1,0.524522,0.404992,[1 4] ; [16 31],[1.63461538 3.36538462] ; [15.36538462 31.63461538],0
v1,1,0.530757,0.392943,[10  6] ; [47 40],[8.85436893 7.14563107] ; [48.14563107 38.85436893],0
v4,1,0.562025,0.33621,[14  2] ; [80  7],[14.60194175  1.39805825] ; [79.39805825  7.60194175],0
p5,1,0.601284,0.273063,[ 1 15] ; [ 3 83],[ 0.62745098 15.37254902] ; [ 3.37254902 82.62745098],0
s2,1,0.62001,0.245854,[10  6] ; [48 38],[9.09803922 6.90196078] ; [48.90196078 37.09803922],0
p3,1,0.654541,0.200223,[ 6 10] ; [37 48],[6.81188119 9.18811881] ; [36.18811881 48.81188119],0
a6,1,0.671672,0.179653,[11  5] ; [55 32],[10.25242718  5.74757282] ; [55.74757282 31.25242718],0
p8,1,0.676185,0.174452,[ 6 10] ; [27 57],[ 5.28 10.72] ; [27.72 56.28],0
s5,1,0.676525,0.174064,[ 5 10] ; [32 50],[5.72164948 9.27835052] ; [31.27835052 50.72164948],0
n4,1,0.700208,0.148256,[10  6] ; [58 28],[10.66666667  5.33333333] ; [57.33333333 28.66666667],0
p6,1,0.723903,0.124784,[7 9] ; [32 50],[6.36734694 9.63265306] ; [32.63265306 49.36734694],0
r2,1,0.785635,0.073975,[15  1] ; [82  4],[15.21568627  0.78431373] ; [81.78431373  4.21568627],0
r4,1,0.792377,0.069287,[13  3] ; [73 14],[13.3592233  2.6407767] ; [72.6407767 14.3592233],0
u3,1,0.795809,0.066964,[5 5] ; [11  9],[5.33333333 4.66666667] ; [10.66666667  9.33333333],0
r3,1,0.796299,0.066636,[15  1] ; [79  7],[14.74509804  1.25490196] ; [79.25490196  6.74509804],0
p9,1,0.81906,0.052329,[10  6] ; [55 29],[10.4  5.6] ; [54.6 29.4],0
p10,1,0.823755,0.049603,[10  6] ; [50 34],[9.6 6.4] ; [50.4 33.6],0
v3,1,0.825158,0.048804,[8 8] ; [39 44],[7.5959596 8.4040404] ; [39.4040404 43.5959596],0
n2,1,0.858282,0.031884,[4 2] ; [19  8],[4.18181818 1.81818182] ; [18.81818182  8.18181818],0
s6,1,0.906264,0.013866,[10  4] ; [62 23],[10.18181818  3.81818182] ; [61.81818182 23.18181818],0
p1,1,0.945733,0.004633,[ 1 15] ; [ 5 81],[ 0.94117647 15.05882353] ; [ 5.05882353 80.94117647],0
s8,1,0.957019,0.002905,[7 9] ; [37 49],[6.90196078 9.09803922] ; [37.09803922 48.90196078],0
