Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,32.463167,[90  6] ; [19 18],[78.67669173 17.32330827] ; [30.32330827  6.67669173],1
r2,1,8.7e-05,15.394673,[92  4] ; [26 10],[85.81818182 10.18181818] ; [32.18181818  3.81818182],1
b3,1,0.000793,11.256429,[36 32] ; [ 5 25],[28.44897959 39.55102041] ; [12.55102041 17.44897959],1
b2,1,0.000793,11.256429,[36 32] ; [ 5 25],[28.44897959 39.55102041] ; [12.55102041 17.44897959],1
n4,1,0.003546,8.502943,[81 14] ; [23 14],[74.84848485 20.15151515] ; [29.15151515  7.84848485],0
s7,1,0.004404,8.109254,[75 16] ; [21 15],[68.78740157 22.21259843] ; [27.21259843  8.78740157],0
r3,1,0.007072,7.254716,[93  3] ; [31  6],[89.5037594  6.4962406] ; [34.4962406  2.5037594],0
a3,1,0.008851,6.852608,[80 16] ; [23 14],[74.34586466 21.65413534] ; [28.65413534  8.34586466],0
s3,1,0.009136,6.79603,[87  9] ; [27 10],[82.28571429 13.71428571] ; [31.71428571  5.28571429],0
d5,1,0.014608,5.963141,[80 15] ; [24 13],[74.84848485 20.15151515] ; [29.15151515  7.84848485],0
u2,1,0.030287,4.692954,[12  4] ; [5 9],[9.06666667 6.93333333] ; [7.93333333 6.06666667],0
v4,1,0.033895,4.5,[91  5] ; [30  6],[88.  8.] ; [33.  3.],0
s8,1,0.039796,4.226548,[72 24] ; [21 16],[67.12781955 28.87218045] ; [25.87218045 11.12781955],0
d4,1,0.070488,3.27161,[80 15] ; [26 11],[76.28787879 18.71212121] ; [29.71212121  7.28787879],0
p10,1,0.074974,3.170623,[77 17] ; [25 12],[73.19083969 20.80916031] ; [28.80916031  8.19083969],0
v3,1,0.087642,2.917164,[47 47] ; [12 24],[42.66153846 51.33846154] ; [16.33846154 19.66153846],0
n5,1,0.103336,2.65328,[76 18] ; [25 12],[72.47328244 21.52671756] ; [28.52671756  8.47328244],0
d1,1,0.104198,2.640086,[54 42] ; [15 22],[49.80451128 46.19548872] ; [19.19548872 17.80451128],0
p11,1,0.122324,2.387314,[77 19] ; [25 12],[73.62406015 22.37593985] ; [28.37593985  8.62406015],0
n6,1,0.15484,2.023913,[78 15] ; [27 10],[75.11538462 17.88461538] ; [29.88461538  7.11538462],0
b5,1,0.162443,1.951334,[39 57] ; [20 17],[42.58646617 53.41353383] ; [16.41353383 20.58646617],0
a8,1,0.167862,1.901932,[14 79] ; [ 2 32],[11.71653543 81.28346457] ; [ 4.28346457 29.71653543],0
p12,1,0.178098,1.813426,[ 9 84] ; [ 1 36],[ 7.15384615 85.84615385] ; [ 2.84615385 34.15384615],0
a5,1,0.180544,1.79314,[71 25] ; [23 14],[67.84962406 28.15037594] ; [26.15037594 10.84962406],0
s5,1,0.220074,1.503886,[48 44] ; [14 21],[44.91338583 47.08661417] ; [17.08661417 17.91338583],0
d2,1,0.232739,1.424046,[50 46] ; [15 22],[46.91729323 49.08270677] ; [18.08270677 18.91729323],0
u1,1,0.24667,1.342068,[ 8 88] ; [ 1 36],[ 6.4962406 89.5037594] ; [ 2.5037594 34.4962406],0
p1,1,0.256059,1.289942,[ 5 90] ; [ 4 33],[ 6.47727273 88.52272727] ; [ 2.52272727 34.47727273],0
p4,1,0.258876,1.27476,[54 41] ; [25 12],[56.85606061 38.14393939] ; [22.14393939 14.85606061],0
v1,1,0.271466,1.209326,[62 32] ; [20 16],[59.29230769 34.70769231] ; [22.70769231 13.29230769],0
p8,1,0.285713,1.139713,[49 45] ; [15 21],[46.27692308 47.72307692] ; [17.72307692 18.27692308],0
a2,1,0.292189,1.109509,[11 85] ; [ 2 35],[ 9.38345865 86.61654135] ; [ 3.61654135 33.38345865],0
u3,1,0.295642,1.09375,[11  5] ; [7 7],[9.6 6.4] ; [8.4 5.6],0
p5,1,0.357926,0.845155,[13 80] ; [ 3 34],[11.44615385 81.55384615] ; [ 4.55384615 32.44615385],0
a1,1,0.367346,0.812624,[ 8 88] ; [ 5 32],[ 9.38345865 86.61654135] ; [ 3.61654135 33.38345865],0
p9,1,0.420228,0.649679,[77 17] ; [28  9],[75.34351145 18.65648855] ; [29.65648855  7.34351145],0
d3,1,0.484644,0.488396,[48 48] ; [16 21],[46.19548872 49.80451128] ; [17.80451128 19.19548872],0
b1,1,0.525845,0.402414,[46 50] ; [20 17],[47.63909774 48.36090226] ; [18.36090226 18.63909774],0
a4,1,0.554175,0.349891,[47 49] ; [16 21],[45.47368421 50.52631579] ; [17.52631579 19.47368421],0
n1,1,0.564143,0.332581,[14 11] ; [6 7],[13.15789474 11.84210526] ; [6.84210526 6.15789474],0
p7,1,0.592098,0.28708,[64 29] ; [23 13],[62.72093023 30.27906977] ; [24.27906977 11.72093023],0
s6,1,0.598978,0.27654,[79 14] ; [31  4],[79.921875 13.078125] ; [30.078125  4.921875],0
p3,1,0.645555,0.21155,[53 42] ; [19 18],[51.81818182 43.18181818] ; [20.18181818 16.81818182],0
n2,1,0.652101,0.203261,[18  7] ; [11  3],[18.58974359  6.41025641] ; [10.41025641  3.58974359],0
p2,1,0.663955,0.188755,[72 22] ; [27 10],[71.03816794 22.96183206] ; [27.96183206  9.03816794],0
p6,1,0.752405,0.099521,[39 54] ; [14 22],[38.20930233 54.79069767] ; [14.79069767 21.20930233],0
n3,1,0.786648,0.07326,[16 10] ; [8 6],[15.6 10.4] ; [8.4 5.6],0
b4,1,0.804643,0.061178,[47 49] ; [19 18],[47.63909774 48.36090226] ; [18.36090226 18.63909774],0
s1,1,0.843915,0.038765,[ 6 89] ; [ 2 35],[ 5.75757576 89.24242424] ; [ 2.24242424 34.75757576],0
s4,1,0.910916,0.012518,[24 71] ; [ 9 28],[23.75 71.25] ; [ 9.25 27.75],0
v2,1,0.955326,0.003138,[51 42] ; [19 16],[50.859375 42.140625] ; [19.140625 15.859375],0
a6,1,0.975719,0.000926,[34 62] ; [13 24],[33.92481203 62.07518797] ; [13.07518797 23.92481203],0
