Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.000842,11.145346,[18 14] ; [ 40 113],[10.03243243 21.96756757] ; [ 47.96756757 105.03243243],1
n4,1,0.009168,6.789713,[29  4] ; [101  55],[22.6984127 10.3015873] ; [107.3015873  48.6984127],0
p2,1,0.017008,5.695525,[14 19] ; [101  55],[20.07936508 12.92063492] ; [94.92063492 61.07936508],0
b1,1,0.023341,5.14292,[20 13] ; [61 95],[14.14285714 18.85714286] ; [66.85714286 89.14285714],0
s6,1,0.035516,4.420184,[21 12] ; [67 87],[15.52941176 17.47058824] ; [72.47058824 81.52941176],0
p5,1,0.093985,2.804755,[ 5 28] ; [ 10 145],[ 2.63297872 30.36702128] ; [ 12.36702128 142.63297872],0
s2,1,0.09476,2.791599,[16 17] ; [ 51 103],[11.82352941 21.17647059] ; [55.17647059 98.82352941],0
a3,1,0.144042,2.134239,[24  9] ; [91 63],[20.29411765 12.70588235] ; [94.70588235 59.29411765],0
r2,1,0.15129,2.0592,[31  2] ; [130  24],[28.41176471  4.58823529] ; [132.58823529  21.41176471],0
p11,1,0.165588,1.922441,[16 17] ; [96 60],[19.55555556 13.44444444] ; [92.44444444 63.55555556],0
n1,1,0.172293,1.862878,[3 1] ; [27 40],[1.69014085 2.30985915] ; [28.30985915 38.69014085],0
d1,1,0.177585,1.817721,[11 22] ; [72 84],[14.49206349 18.50793651] ; [68.50793651 87.49206349],0
p12,1,0.183844,1.766274,[ 2 31] ; [  3 151],[ 0.88235294 32.11764706] ; [  4.11764706 149.88235294],0
p1,1,0.202198,1.626423,[ 6 27] ; [ 16 139],[ 3.86170213 29.13829787] ; [ 18.13829787 136.86170213],0
s5,1,0.237332,1.396375,[10 23] ; [ 31 118],[ 7.43406593 25.56593407] ; [ 33.56593407 115.43406593],0
s4,1,0.252306,1.310487,[ 4 29] ; [ 32 122],[ 6.35294118 26.64705882] ; [ 29.64705882 124.35294118],0
a5,1,0.279849,1.167823,[23 10] ; [93 63],[20.25396825 12.74603175] ; [95.74603175 60.25396825],0
a1,1,0.283123,1.152038,[ 3 30] ; [  7 149],[ 1.74603175 31.25396825] ; [  8.25396825 147.74603175],0
s8,1,0.285165,1.142308,[11 22] ; [ 38 118],[ 8.55555556 24.44444444] ; [ 40.44444444 115.55555556],0
s1,1,0.300111,1.073702,[ 4 28] ; [ 11 145],[ 2.55319149 29.44680851] ; [ 12.44680851 143.55319149],0
r4,1,0.302984,1.061014,[26  7] ; [109  47],[23.57142857  9.42857143] ; [111.42857143  44.57142857],0
b3,1,0.304138,1.05596,[10 12] ; [30 59],[ 7.92792793 14.07207207] ; [32.07207207 56.92792793],0
b2,1,0.304138,1.05596,[10 12] ; [30 59],[ 7.92792793 14.07207207] ; [32.07207207 56.92792793],0
a6,1,0.310303,1.029384,[23 10] ; [94 62],[20.42857143 12.57142857] ; [96.57142857 59.42857143],0
d4,1,0.311989,1.022238,[21 12] ; [113  43],[23.3968254  9.6031746] ; [110.6031746  45.3968254],0
u1,1,0.355147,0.854981,[ 6 27] ; [ 19 137],[ 4.36507937 28.63492063] ; [ 20.63492063 135.36507937],0
s7,1,0.355925,0.85222,[12 18] ; [ 47 103],[ 9.83333333 20.16666667] ; [ 49.16666667 100.83333333],0
n3,1,0.391742,0.733528,[3 1] ; [35 31],[2.17142857 1.82857143] ; [35.82857143 30.17142857],0
u2,1,0.42631,0.632855,[5 4] ; [27 38],[3.89189189 5.10810811] ; [28.10810811 36.89189189],0
p10,1,0.430384,0.621786,[17 15] ; [94 61],[18.99465241 13.00534759] ; [92.00534759 62.99465241],0
r1,1,0.450868,0.568469,[22 11] ; [93 63],[20.07936508 12.92063492] ; [94.92063492 61.07936508],0
d2,1,0.554356,0.349571,[16 17] ; [66 88],[14.47058824 18.52941176] ; [67.52941176 86.47058824],0
p8,1,0.578462,0.308728,[ 6 27] ; [ 35 120],[ 7.19680851 25.80319149] ; [ 33.80319149 121.19680851],0
a2,1,0.595751,0.281452,[ 7 26] ; [ 27 129],[ 5.93650794 27.06349206] ; [ 28.06349206 127.93650794],0
p9,1,0.599357,0.275967,[20 12] ; [103  50],[21.27567568 10.72432432] ; [101.72432432  51.27567568],0
p6,1,0.607299,0.264126,[ 3 30] ; [ 19 136],[ 3.86170213 29.13829787] ; [ 18.13829787 136.86170213],0
r3,1,0.646613,0.210197,[25  8] ; [123  32],[25.9787234  7.0212766] ; [122.0212766  32.9787234],0
d3,1,0.658129,0.195804,[20 13] ; [88 68],[18.85714286 14.14285714] ; [89.14285714 66.85714286],0
v4,1,0.772929,0.083259,[27  6] ; [130  25],[27.55851064  5.44148936] ; [129.44148936  25.55851064],0
p4,1,0.819377,0.052142,[10 22] ; [ 52 104],[10.55319149 21.44680851] ; [ 51.44680851 104.55319149],0
a7,1,0.821619,0.050834,[21 12] ; [96 60],[20.42857143 12.57142857] ; [96.57142857 59.42857143],0
d5,1,0.829289,0.046489,[22 11] ; [107  49],[22.52380952 10.47619048] ; [106.47619048  49.52380952],0
u3,1,0.854873,0.033454,[5 4] ; [34 31],[4.74324324 4.25675676] ; [34.25675676 30.74324324],0
p3,1,0.861688,0.030355,[ 9 24] ; [ 40 115],[ 8.60106383 24.39893617] ; [ 40.39893617 114.60106383],0
s3,1,0.872413,0.02579,[14 18] ; [65 89],[13.59139785 18.40860215] ; [65.40860215 88.59139785],0
b4,1,0.875244,0.024649,[21 12] ; [97 59],[20.6031746 12.3968254] ; [97.3968254 58.6031746],0
a8,1,0.896591,0.016892,[ 3 29] ; [ 15 133],[ 3.2 28.8] ; [ 14.8 133.2],0
n6,1,0.922778,0.009396,[24  9] ; [114  41],[24.22340426  8.77659574] ; [113.77659574  41.22340426],0
n2,1,0.957866,0.002791,[3 2] ; [41 26],[3.05555556 1.94444444] ; [40.94444444 26.05555556],0
n5,1,0.957926,0.002783,[23 10] ; [108  48],[22.87301587 10.12698413] ; [108.12698413  47.87301587],0
a4,1,0.963619,0.002081,[14 19] ; [66 88],[14.11764706 18.88235294] ; [65.88235294 88.11764706],0
b5,1,0.975145,0.000971,[20 13] ; [95 61],[20.07936508 12.92063492] ; [94.92063492 61.07936508],0
