Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1e-06,23.42458,[108  19] ; [63 48],[91.24789916 35.75210084] ; [79.75210084 31.24789916],1
p1,1,0.267843,1.227761,[ 17 109] ; [ 10 102],[ 14.29411765 111.70588235] ; [12.70588235 99.29411765],0
r4,1,0.275491,1.189198,[122   5] ; [104   8],[120.09205021   6.90794979] ; [105.90794979   6.09205021],0
r1,1,0.328214,0.955934,[109  18] ; [99 11],[111.45991561  15.54008439] ; [96.54008439 13.45991561],0
p11,1,0.336275,0.924583,[107  20] ; [89 23],[104.15062762  22.84937238] ; [91.84937238 20.15062762],0
v2,1,0.360053,0.837708,[91 34] ; [72 35],[87.82327586 37.17672414] ; [75.17672414 31.82327586],0
a3,1,0.36535,0.819418,[100  26] ; [94 18],[102.70588235  23.29411765] ; [91.29411765 20.70588235],0
b1,1,0.51105,0.431916,[48 79] ; [47 65],[50.48117155 76.51882845] ; [44.51882845 67.48117155],0
v4,1,0.515215,0.423462,[123   4] ; [108   2],[123.78481013   3.21518987] ; [107.21518987   2.78481013],0
a2,1,0.548187,0.360576,[33 94] ; [33 79],[35.07112971 91.92887029] ; [30.92887029 81.07112971],0
s6,1,0.564048,0.332743,[106  18] ; [91 19],[104.39316239  19.60683761] ; [92.60683761 17.39316239],0
r2,1,0.579054,0.307766,[123   3] ; [107   4],[122.27848101   3.72151899] ; [107.72151899   3.27848101],0
u2,1,0.598469,0.277311,[18  9] ; [10  7],[17.18181818  9.81818182] ; [10.81818182  6.18181818],0
v3,1,0.715158,0.133179,[69 54] ; [62 44],[70.36244541 52.63755459] ; [60.63755459 45.36244541],0
d2,1,0.740002,0.110125,[71 56] ; [65 47],[72.26778243 54.73221757] ; [63.73221757 48.26778243],0
b5,1,0.763613,0.090444,[84 43] ; [72 40],[82.89539749 44.10460251] ; [73.10460251 38.89539749],0
a8,1,0.772791,0.083363,[23 93] ; [21 77],[23.85046729 92.14953271] ; [20.14953271 77.85046729],0
s4,1,0.796318,0.066624,[ 22 104] ; [21 91],[ 22.76470588 103.23529412] ; [20.23529412 91.76470588],0
s1,1,0.81542,0.054494,[  4 123] ; [  4 104],[  4.32340426 122.67659574] ; [  3.67659574 104.32340426],0
s2,1,0.842303,0.03958,[95 32] ; [82 26],[95.65531915 31.34468085] ; [81.34468085 26.65531915],0
a4,1,0.86813,0.027567,[66 61] ; [57 55],[65.35983264 61.64016736] ; [57.64016736 54.35983264],0
a6,1,0.87229,0.025841,[82 44] ; [74 38],[82.58823529 43.41176471] ; [73.41176471 38.58823529],0
u3,1,0.893188,0.018029,[19  8] ; [13  5],[19.2  7.8] ; [12.8  5.2],0
n2,1,0.895405,0.017284,[13  2] ; [23  4],[12.85714286  2.14285714] ; [23.14285714  3.85714286],0
u4,1,0.923704,0.009172,[  6 121] ; [  5 107],[  5.84518828 121.15481172] ; [  5.15481172 106.84518828],0
