Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,130.067438,[54 63] ; [471  49],[96.42857143 20.57142857] ; [428.57142857  91.42857143],1
p4,1,3e-06,21.790776,[51 66] ; [345 172],[73.07886435 43.92113565] ; [322.92113565 194.07886435],1
v1,1,1.1e-05,19.321422,[42 70] ; [305 201],[62.88673139 49.11326861] ; [284.11326861 221.88673139],1
s7,1,4.4e-05,16.709924,[39 78] ; [269 226],[58.88235294 58.11764706] ; [249.11764706 245.88235294],1
p10,1,4.6e-05,16.613746,[88 27] ; [465  50],[100.94444444  14.05555556] ; [452.05555556  62.94444444],1
a5,1,9.3e-05,15.266113,[71 46] ; [405 114],[87.56603774 29.43396226] ; [388.43396226 130.56603774],1
v3,1,0.000164,14.20168,[29 82] ; [230 274],[46.74634146 64.25365854] ; [212.25365854 291.74634146],1
p3,1,0.000221,13.642226,[44 73] ; [292 225],[62.00630915 54.99369085] ; [273.99369085 243.00630915],1
a2,1,0.000298,13.084694,[ 13 104] ; [140 380],[28.10204082 88.89795918] ; [124.89795918 395.10204082],1
s2,1,0.000858,11.112255,[43 73] ; [277 234],[59.20255183 56.79744817] ; [260.79744817 250.20255183],1
s6,1,0.000894,11.035901,[63 52] ; [359 148],[78.02250804 36.97749196] ; [343.97749196 163.02250804],1
d2,1,0.00162,9.937121,[42 75] ; [269 248],[57.39274448 59.60725552] ; [253.60725552 263.39274448],0
s8,1,0.00324,8.667188,[39 78] ; [249 266],[53.3164557 63.6835443] ; [234.6835443 280.3164557],0
d1,1,0.005978,7.557059,[57 60] ; [325 195],[70.16326531 46.83673469] ; [311.83673469 208.16326531],0
b1,1,0.008557,6.912965,[27 90] ; [186 334],[39.12244898 77.87755102] ; [173.87755102 346.12244898],0
a4,1,0.010101,6.616979,[41 76] ; [249 268],[53.51735016 63.48264984] ; [236.48264984 280.51735016],0
u1,1,0.010839,6.491488,[ 12 105] ; [106 414],[21.67346939 95.32653061] ; [ 96.32653061 423.67346939],0
p8,1,0.011915,6.323518,[55 62] ; [303 204],[67.125 49.875] ; [290.875 216.125],0
s3,1,0.014806,5.939349,[52 62] ; [296 213],[63.67897271 50.32102729] ; [284.32102729 224.67897271],0
p5,1,0.021337,5.299051,[  8 108] ; [ 77 437],[ 15.65079365 100.34920635] ; [ 69.34920635 444.65079365],0
p9,1,0.022428,5.212269,[97 19] ; [465  47],[103.8089172  12.1910828] ; [458.1910828  53.8089172],0
a3,1,0.028604,4.791309,[75 42] ; [384 134],[84.57165354 32.42834646] ; [374.42834646 143.57165354],0
d5,1,0.030044,4.706745,[86 31] ; [427  92],[94.37264151 22.62735849] ; [418.62735849 100.37264151],0
a7,1,0.043807,4.064,[93 24] ; [363 154],[84.15141956 32.84858044] ; [371.84858044 145.15141956],0
r4,1,0.061936,3.484764,[102  15] ; [481  39],[107.08163265   9.91836735] ; [475.91836735  44.08163265],0
r1,1,0.064755,3.41122,[87 30] ; [424  94],[94.15275591 22.84724409] ; [416.84724409 101.15275591],0
n1,1,0.072873,3.217086,[ 7 26] ; [35 56],[11.17741935 21.82258065] ; [30.82258065 60.17741935],0
p1,1,0.102818,2.661275,[  6 109] ; [ 52 464],[ 10.57052298 104.42947702] ; [ 47.42947702 468.57052298],0
s5,1,0.108943,2.569489,[32 79] ; [184 315],[39.30491803 71.69508197] ; [176.69508197 322.30491803],0
p6,1,0.126921,2.329763,[37 77] ; [206 307],[44.18181818 69.81818182] ; [198.81818182 314.18181818],0
p12,1,0.135125,2.232613,[  7 110] ; [ 54 460],[ 11.31061807 105.68938193] ; [ 49.68938193 464.31061807],0
