Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,39.706058,[48 27] ; [16 79],[28.23529412 46.76470588] ; [35.76470588 59.23529412],1
s2,1,0.000267,13.288837,[68  8] ; [63 33],[57.88372093 18.11627907] ; [73.11627907 22.88372093],1
n6,1,0.000291,13.129234,[69  7] ; [65 31],[59.20930233 16.79069767] ; [74.79069767 21.20930233],1
d1,1,0.00034,12.836403,[59 17] ; [49 47],[47.72093023 28.27906977] ; [60.27906977 35.72093023],1
p8,1,0.001556,10.01136,[27 49] ; [14 81],[18.22222222 57.77777778] ; [22.77777778 72.22222222],0
d2,1,0.003053,8.775527,[52 24] ; [44 52],[42.41860465 33.58139535] ; [53.58139535 42.41860465],0
r4,1,0.003427,8.564999,[72  4] ; [76 20],[65.39534884 10.60465116] ; [82.60465116 13.39534884],0
p5,1,0.004172,8.207279,[10 64] ; [ 2 93],[ 5.25443787 68.74556213] ; [ 6.74556213 88.25443787],0
s8,1,0.004229,8.182765,[47 28] ; [39 57],[37.71929825 37.28070175] ; [48.28070175 47.71929825],0
p6,1,0.006403,7.433204,[19 57] ; [ 9 86],[12.44444444 63.55555556] ; [15.55555556 79.44444444],0
n5,1,0.007659,7.111599,[61 15] ; [59 37],[53.02325581 22.97674419] ; [66.97674419 29.02325581],0
n4,1,0.008824,6.858054,[64 12] ; [64 32],[56.55813953 19.44186047] ; [71.44186047 24.55813953],0
a7,1,0.009249,6.774141,[62 14] ; [61 35],[54.34883721 21.65116279] ; [68.65116279 27.34883721],0
p12,1,0.013022,6.166171,[13 63] ; [ 5 89],[ 8.04705882 67.95294118] ; [ 9.95294118 84.04705882],0
a5,1,0.016468,5.752193,[61 15] ; [61 35],[53.90697674 22.09302326] ; [68.09302326 27.90697674],0
u1,1,0.020761,5.346711,[20 56] ; [12 84],[14.13953488 61.86046512] ; [17.86046512 78.13953488],0
d5,1,0.025785,4.97038,[66 10] ; [70 26],[60.09302326 15.90697674] ; [75.90697674 20.09302326],0
p2,1,0.046906,3.948745,[61 15] ; [64 32],[55.23255814 20.76744186] ; [69.76744186 26.23255814],0
u4,1,0.049356,3.863198,[ 5 71] ; [ 1 95],[ 2.65116279 73.34883721] ; [ 3.34883721 92.65116279],0
s6,1,0.050016,3.84092,[65 11] ; [68 25],[59.81065089 16.18934911] ; [73.18934911 19.81065089],0
s7,1,0.056453,3.638655,[45 26] ; [44 47],[39.00617284 31.99382716] ; [49.99382716 41.00617284],0
v4,1,0.070497,3.271406,[73  3] ; [84 11],[69.77777778  6.22222222] ; [87.22222222  7.77777778],0
d3,1,0.101061,2.688723,[55 21] ; [58 38],[49.93023256 26.06976744] ; [63.06976744 32.93023256],0
u2,1,0.1016,2.68024,[15  6] ; [14 15],[12.18  8.82] ; [16.82 12.18],0
b1,1,0.105312,2.623193,[32 44] ; [29 67],[26.95348837 49.04651163] ; [34.04651163 61.95348837],0
r3,1,0.110932,2.540897,[73  3] ; [86 10],[70.25581395  5.74418605] ; [88.74418605  7.25581395],0
n1,1,0.154213,2.030075,[12  7] ; [15 20],[9.5 9.5] ; [17.5 17.5],0
p9,1,0.154548,2.026778,[64 11] ; [72 22],[60.35502959 14.64497041] ; [75.64497041 18.35502959],0
r1,1,0.197,1.664476,[61 14] ; [70 26],[57.45614035 17.54385965] ; [73.54385965 22.45614035],0
p1,1,0.202032,1.627626,[11 65] ; [ 8 88],[ 8.39534884 67.60465116] ; [10.60465116 85.39534884],0
b4,1,0.225685,1.46785,[43 33] ; [63 33],[46.8372093 29.1627907] ; [59.1627907 36.8372093],0
v1,1,0.267154,1.231304,[37 33] ; [41 52],[33.49693252 36.50306748] ; [44.50306748 48.49693252],0
d4,1,0.281221,1.161178,[65 11] ; [76 20],[62.30232558 13.69767442] ; [78.69767442 17.30232558],0
p10,1,0.291164,1.114229,[59 16] ; [68 27],[56.02941176 18.97058824] ; [70.97058824 24.02941176],0
s1,1,0.31601,1.005389,[ 6 70] ; [ 4 90],[ 4.47058824 71.52941176] ; [ 5.52941176 88.47058824],0
a2,1,0.321858,0.981381,[19 57] ; [18 78],[16.34883721 59.65116279] ; [20.65116279 75.34883721],0
b3,1,0.337711,0.919103,[16 33] ; [19 26],[18.24468085 30.75531915] ; [16.75531915 28.24468085],0
b2,1,0.337711,0.919103,[16 33] ; [19 26],[18.24468085 30.75531915] ; [16.75531915 28.24468085],0
s4,1,0.360931,0.834651,[14 62] ; [23 72],[16.44444444 59.55555556] ; [20.55555556 74.44444444],0
b5,1,0.443678,0.586751,[51 25] ; [59 37],[48.60465116 27.39534884] ; [61.39534884 34.60465116],0
s5,1,0.524521,0.404994,[24 46] ; [26 62],[22.15189873 47.84810127] ; [27.84810127 60.15189873],0
v2,1,0.545962,0.364602,[38 36] ; [41 47],[36.08641975 37.91358025] ; [42.91358025 45.08641975],0
u3,1,0.546136,0.364286,[15  6] ; [19 11],[14.  7.] ; [20. 10.],0
r2,1,0.59682,0.279818,[73  2] ; [92  4],[72.36842105  2.63157895] ; [92.63157895  3.36842105],0
a3,1,0.605856,0.266254,[55 21] ; [66 30],[53.46511628 22.53488372] ; [67.53488372 28.46511628],0
v3,1,0.608362,0.262568,[25 45] ; [29 62],[23.47826087 46.52173913] ; [30.52173913 60.47826087],0
a6,1,0.685449,0.164056,[46 30] ; [61 35],[47.27906977 28.72093023] ; [59.72093023 36.27906977],0
n2,1,0.767884,0.08711,[13  6] ; [26 10],[13.47272727  5.52727273] ; [25.52727273 10.47272727],0
a8,1,0.882293,0.021923,[ 7 62] ; [10 82],[ 7.28571429 61.71428571] ; [ 9.71428571 82.28571429],0
p11,1,0.933199,0.007026,[51 25] ; [65 31],[51.25581395 24.74418605] ; [64.74418605 31.25581395],0
n3,1,0.953835,0.003351,[13  6] ; [23 11],[12.90566038  6.09433962] ; [23.09433962 10.90566038],0
a4,1,0.994271,5.2e-05,[34 42] ; [43 53],[34.02325581 41.97674419] ; [42.97674419 53.02325581],0
