Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.002599,9.069608,[2 4] ; [15  1],[4.63636364 1.36363636] ; [12.36363636  3.63636364],0
a6,1,0.028887,4.774306,[1 5] ; [11  5],[3.27272727 2.72727273] ; [8.72727273 7.27272727],0
p8,1,0.038214,4.295455,[1 5] ; [10  5],[3.14285714 2.85714286] ; [7.85714286 7.14285714],0
n5,1,0.070394,3.27381,[2 4] ; [12  4],[3.81818182 2.18181818] ; [10.18181818  5.81818182],0
s6,1,0.12506,2.352778,[1 5] ; [8 7],[2.57142857 3.42857143] ; [6.42857143 8.57142857],0
r1,1,0.132391,2.264245,[2 4] ; [11  5],[3.54545455 2.45454545] ; [9.45454545 6.54545455],0
s2,1,0.156709,2.005698,[1 5] ; [8 8],[2.45454545 3.54545455] ; [6.54545455 9.45454545],0
r4,1,0.156709,2.005698,[1 5] ; [8 8],[2.45454545 3.54545455] ; [6.54545455 9.45454545],0
v4,1,0.262193,1.257143,[3 3] ; [12  4],[4.09090909 1.90909091] ; [10.90909091  5.09090909],0
p10,1,0.262193,1.257143,[3 3] ; [12  4],[4.09090909 1.90909091] ; [10.90909091  5.09090909],0
a5,1,0.262193,1.257143,[3 3] ; [12  4],[4.09090909 1.90909091] ; [10.90909091  5.09090909],0
d1,1,0.338352,0.916667,[4 2] ; [7 9],[3. 3.] ; [8. 8.],0
a3,1,0.350122,0.873016,[5 1] ; [10  6],[4.09090909 1.90909091] ; [10.90909091  5.09090909],0
s5,1,0.350122,0.873016,[1 5] ; [ 6 10],[1.90909091 4.09090909] ; [ 5.09090909 10.90909091],0
b5,1,0.415522,0.662946,[3 3] ; [11  5],[3.81818182 2.18181818] ; [10.18181818  5.81818182],0
v3,1,0.445009,0.583333,[1 5] ; [ 5 10],[1.71428571 4.28571429] ; [ 4.28571429 10.71428571],0
a7,1,0.484423,0.488889,[4 2] ; [8 8],[3.27272727 2.72727273] ; [8.72727273 7.27272727],0
r2,1,0.493963,0.467882,[5 1] ; [11  5],[4.36363636 1.63636364] ; [11.63636364  4.36363636],0
p9,1,0.516937,0.42,[4 2] ; [12  3],[4.57142857 1.42857143] ; [11.42857143  3.57142857],0
p7,1,0.59536,0.282051,[3 3] ; [10  6],[3.54545455 2.45454545] ; [9.45454545 6.54545455],0
b4,1,0.658076,0.195869,[4 2] ; [9 7],[3.54545455 2.45454545] ; [9.45454545 6.54545455],0
s3,1,0.675706,0.175,[3 3] ; [6 9],[2.57142857 3.42857143] ; [6.42857143 8.57142857],0
p1,1,0.677856,0.172549,[1 5] ; [ 4 12],[1.36363636 4.63636364] ; [ 3.63636364 12.36363636],0
n4,1,0.695895,0.152778,[4 2] ; [12  4],[4.36363636 1.63636364] ; [11.63636364  4.36363636],0
b3,1,0.770335,0.085227,[1 2] ; [3 9],[0.8 2.2] ; [3.2 8.8],0
b2,1,0.770335,0.085227,[1 2] ; [3 9],[0.8 2.2] ; [3.2 8.8],0
v1,1,0.793166,0.06875,[3 3] ; [7 9],[2.72727273 3.27272727] ; [7.27272727 8.72727273],0
d2,1,0.793166,0.06875,[3 3] ; [7 9],[2.72727273 3.27272727] ; [7.27272727 8.72727273],0
b1,1,0.856417,0.032738,[4 2] ; [10  6],[3.81818182 2.18181818] ; [10.18181818  5.81818182],0
d5,1,0.856417,0.032738,[4 2] ; [10  6],[3.81818182 2.18181818] ; [10.18181818  5.81818182],0
s4,1,0.910162,0.012731,[1 5] ; [ 3 13],[1.09090909 4.90909091] ; [ 2.90909091 13.09090909],0
d3,1,0.925558,0.00873,[4 2] ; [11  5],[4.09090909 1.90909091] ; [10.90909091  5.09090909],0
a4,1,0.925558,0.00873,[2 4] ; [ 5 11],[1.90909091 4.09090909] ; [ 5.09090909 10.90909091],0
