Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.001676,9.873891,[53 16] ; [33 32],[44.28358209 24.71641791] ; [41.71641791 23.28358209],0
d1,1,0.002819,8.920982,[47 23] ; [27 38],[38.37037037 31.62962963] ; [35.62962963 29.37037037],0
a4,1,0.005803,7.610554,[32 38] ; [15 50],[24.37037037 45.62962963] ; [22.62962963 42.37037037],0
s5,1,0.009076,6.807825,[31 37] ; [15 48],[23.8778626 44.1221374] ; [22.1221374 40.8778626],0
d4,1,0.009215,6.780638,[65  5] ; [50 15],[59.62962963 10.37037037] ; [55.37037037  9.62962963],0
v3,1,0.011187,6.435416,[29 36] ; [15 49],[22.17054264 42.82945736] ; [21.82945736 42.17054264],0
p11,1,0.021347,5.298273,[60 10] ; [45 20],[54.44444444 15.55555556] ; [50.55555556 14.44444444],0
n4,1,0.022046,5.242174,[50 20] ; [34 31],[43.55555556 26.44444444] ; [40.44444444 24.55555556],0
v2,1,0.039162,4.253811,[38 27] ; [24 36],[32.24 32.76] ; [29.76 30.24],0
b3,1,0.055945,3.653706,[16 26] ; [ 4 21],[12.53731343 29.46268657] ; [ 7.46268657 17.53731343],0
b2,1,0.055945,3.653706,[16 26] ; [ 4 21],[12.53731343 29.46268657] ; [ 7.46268657 17.53731343],0
v4,1,0.061961,3.484106,[68  2] ; [57  7],[65.29850746  4.70149254] ; [59.70149254  4.29850746],0
r3,1,0.065557,3.390895,[64  6] ; [64  1],[66.37037037  3.62962963] ; [61.62962963  3.37037037],0
d5,1,0.085417,2.958697,[58 12] ; [45 19],[53.80597015 16.19402985] ; [49.19402985 14.80597015],0
p4,1,0.088811,2.89579,[43 26] ; [31 34],[38.10447761 30.89552239] ; [35.89552239 29.10447761],0
p9,1,0.091454,2.848599,[58 10] ; [47 17],[54.09090909 13.90909091] ; [50.90909091 13.09090909],0
p5,1,0.107305,2.593473,[ 7 62] ; [ 2 62],[ 4.66917293 64.33082707] ; [ 4.33082707 59.66917293],0
a7,1,0.10785,2.58545,[49 20] ; [53 11],[52.91729323 16.08270677] ; [49.08270677 14.91729323],0
a6,1,0.124043,2.365512,[43 27] ; [48 17],[47.18518519 22.81481481] ; [43.81481481 21.18518519],0
p10,1,0.126838,2.330781,[59 10] ; [48 16],[55.5112782 13.4887218] ; [51.4887218 12.5112782],0
n6,1,0.146187,2.111589,[58 11] ; [48 17],[54.58208955 14.41791045] ; [51.41791045 13.58208955],0
a3,1,0.156297,2.00969,[44 26] ; [33 32],[39.92592593 30.07407407] ; [37.07407407 27.92592593],0
u3,1,0.159952,1.974683,[17  9] ; [14 16],[14.39285714 11.60714286] ; [16.60714286 13.39285714],0
p12,1,0.178082,1.813554,[ 9 60] ; [ 4 61],[ 6.69402985 62.30597015] ; [ 6.30597015 58.69402985],0
a5,1,0.222974,1.485131,[49 21] ; [39 26],[45.62962963 24.37037037] ; [42.37037037 22.62962963],0
p7,1,0.302871,1.061511,[37 30] ; [41 23],[39.89312977 27.10687023] ; [38.10687023 25.89312977],0
n3,1,0.324534,0.970588,[10  7] ; [12  4],[11.33333333  5.66666667] ; [10.66666667  5.33333333],0
p3,1,0.354329,0.857894,[32 37] ; [25 40],[29.35074627 39.64925373] ; [27.64925373 37.35074627],0
a2,1,0.366372,0.815934,[15 55] ; [10 55],[12.96296296 57.03703704] ; [12.03703704 52.96296296],0
n1,1,0.414216,0.666667,[ 3 13] ; [ 5 11],[ 4. 12.] ; [ 4. 12.],0
s8,1,0.49928,0.456467,[22 48] ; [17 48],[20.22222222 49.77777778] ; [18.77777778 46.22222222],0
r4,1,0.49928,0.456467,[62  8] ; [55 10],[60.66666667  9.33333333] ; [56.33333333  8.66666667],0
b4,1,0.502759,0.449108,[38 32] ; [39 26],[39.92592593 30.07407407] ; [37.07407407 27.92592593],0
s6,1,0.520334,0.41323,[49 19] ; [50 15],[50.61654135 17.38345865] ; [48.38345865 16.61654135],0
r1,1,0.535649,0.383664,[48 22] ; [47 17],[49.62686567 20.37313433] ; [45.37313433 18.62686567],0
a8,1,0.576085,0.312607,[ 6 63] ; [ 7 53],[ 6.95348837 62.04651163] ; [ 6.04651163 53.95348837],0
p8,1,0.624445,0.23967,[30 39] ; [31 34],[31.41044776 37.58955224] ; [29.58955224 35.41044776],0
p6,1,0.654524,0.200244,[22 45] ; [19 46],[20.81060606 46.18939394] ; [20.18939394 44.81060606],0
d2,1,0.664204,0.188457,[28 41] ; [24 41],[26.7761194 42.2238806] ; [25.2238806 39.7761194],0
n2,1,0.668929,0.182857,[12  4] ; [13  3],[12.5  3.5] ; [12.5  3.5],0
u1,1,0.673067,0.178035,[ 9 61] ; [10 55],[ 9.85185185 60.14814815] ; [ 9.14814815 55.85185185],0
p2,1,0.688179,0.161064,[53 16] ; [51 13],[53.95488722 15.04511278] ; [50.04511278 13.95488722],0
d3,1,0.708575,0.139704,[46 24] ; [44 20],[47.01492537 22.98507463] ; [42.98507463 21.01492537],0
p1,1,0.736595,0.113142,[ 3 67] ; [ 2 61],[ 2.63157895 67.36842105] ; [ 2.36842105 60.63157895],0
b5,1,0.843532,0.038958,[43 27] ; [41 24],[43.55555556 26.44444444] ; [40.44444444 24.55555556],0
s3,1,0.852702,0.034474,[54 15] ; [50 15],[53.55223881 15.44776119] ; [50.44776119 14.55223881],0
r2,1,0.870738,0.026478,[64  6] ; [58  6],[63.73134328  6.26865672] ; [58.26865672  5.73134328],0
u2,1,0.903437,0.014719,[13 13] ; [15 16],[12.77192982 13.22807018] ; [15.22807018 15.77192982],0
a1,1,0.926006,0.008625,[ 3 67] ; [ 3 62],[ 3.11111111 66.88888889] ; [ 2.88888889 62.11111111],0
s4,1,0.940386,0.005593,[13 56] ; [12 50],[13.16793893 55.83206107] ; [11.83206107 50.16793893],0
s1,1,0.966058,0.001811,[ 1 68] ; [ 1 64],[ 1.02985075 67.97014925] ; [ 0.97014925 64.02985075],0
b1,1,0.968107,0.001599,[25 45] ; [23 42],[24.88888889 45.11111111] ; [23.11111111 41.88888889],0
