Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,91.213733,[254  48] ; [265 257],[190.21601942 111.78398058] ; [328.78398058 193.21601942],1
p4,1,0.0,85.163319,[243  63] ; [248 282],[179.72009569 126.27990431] ; [311.27990431 218.72009569],1
p8,1,0.0,60.834545,[212  93] ; [219 309],[157.80912365 147.19087635] ; [273.19087635 254.80912365],1
p3,1,0.0,43.246648,[197 109] ; [217 315],[151.17422434 154.82577566] ; [262.82577566 269.17422434],1
s7,1,0.0,36.427528,[186 109] ; [209 301],[144.7515528 150.2484472] ; [250.2484472 259.7515528],1
p5,1,0.0,30.707048,[ 58 249] ; [ 34 494],[ 33.8251497 273.1748503] ; [ 58.1748503 469.8251497],1
s8,1,0.0,30.034003,[174 131] ; [199 332],[136.08253589 168.91746411] ; [236.91746411 294.08253589],1
s5,1,4e-06,21.470881,[129 162] ; [146 371],[ 99.04084158 191.95915842] ; [175.95915842 341.04084158],1
p1,1,1.8e-05,18.354844,[ 44 262] ; [ 30 501],[ 27.05376344 278.94623656] ; [ 46.94623656 484.05376344],1
s2,1,6.2e-05,16.048183,[186 120] ; [245 283],[158.13669065 147.86330935] ; [272.86330935 255.13669065],1
n4,1,7.1e-05,15.781779,[258  49] ; [382 149],[234.46300716  72.53699284] ; [405.53699284 125.46300716],1
v1,1,0.000103,15.088911,[189 114] ; [249 266],[162.24205379 140.75794621] ; [275.75794621 239.24205379],1
p9,1,0.000109,14.967276,[277  29] ; [421 103],[257.33493976  48.66506024] ; [440.66506024  83.33493976],1
p2,1,0.000251,13.402886,[272  35] ; [418 114],[252.47914184  54.52085816] ; [437.52085816  94.47914184],1
s6,1,0.000349,12.785553,[225  75] ; [330 195],[201.81818182  98.18181818] ; [353.18181818 171.81818182],1
n6,1,0.000601,11.77221,[275  29] ; [435  98],[257.87335723  46.12664277] ; [452.12664277  80.87335723],1
n5,1,0.001004,10.820666,[248  58] ; [375 155],[228.03588517  77.96411483] ; [394.96411483 135.03588517],0
p12,1,0.001063,10.714018,[ 36 270] ; [ 29 501],[ 23.79186603 282.20813397] ; [ 41.20813397 488.79186603],0
b3,1,0.001491,10.089997,[ 91 105] ; [100 209],[ 74.13069307 121.86930693] ; [116.86930693 192.13069307],0
b2,1,0.001491,10.089997,[ 91 105] ; [100 209],[ 74.13069307 121.86930693] ; [116.86930693 192.13069307],0
p10,1,0.00444,8.094546,[262  43] ; [411 117],[246.41656663  58.58343337] ; [426.58343337 101.41656663],0
d1,1,0.006604,7.377591,[199 108] ; [295 239],[180.33055886 126.66944114] ; [313.66944114 220.33055886],0
a1,1,0.00819,6.991506,[ 22 285] ; [ 17 517],[ 14.23662307 292.76337693] ; [ 24.76337693 509.23662307],0
u1,1,0.008619,6.900132,[ 70 237] ; [ 83 451],[ 55.85136742 251.14863258] ; [ 97.14863258 436.85136742],0
a4,1,0.015031,5.912776,[156 150] ; [225 307],[139.12410501 166.87589499] ; [241.87589499 290.12410501],0
d3,1,0.016535,5.745116,[225  79] ; [352 181],[209.56750299  94.43249701] ; [367.43249701 165.56750299],0
p11,1,0.060016,3.536935,[250  57] ; [405 129],[239.10225922  67.89774078] ; [415.89774078 118.10225922],0
s4,1,0.06663,3.364156,[ 61 240] ; [ 81 449],[ 51.43441637 249.56558363] ; [ 90.56558363 439.43441637],0
b1,1,0.081889,3.026999,[126 181] ; [187 347],[114.25802616 192.74197384] ; [198.74197384 335.25802616],0
a6,1,0.103322,2.653501,[198 107] ; [375 158],[208.55011933  96.44988067] ; [364.44988067 168.55011933],0
a3,1,0.106664,2.602966,[227  78] ; [368 164],[216.81600956  88.18399044] ; [378.18399044 153.81600956],0
d2,1,0.119632,2.422134,[160 146] ; [248 283],[149.16129032 156.83870968] ; [258.83870968 272.16129032],0
d4,1,0.132435,2.263725,[257  48] ; [426 106],[248.88291517  56.11708483] ; [434.11708483  97.88291517],0
s3,1,0.134981,2.234263,[183 122] ; [287 238],[172.71084337 132.28915663] ; [297.28915663 227.71084337],0
u4,1,0.139694,2.181322,[ 10 297] ; [  9 525],[  6.93579073 300.06420927] ; [ 12.06420927 521.93579073],0
n1,1,0.15523,2.020088,[29 33] ; [48 85],[24.48205128 37.51794872] ; [52.51794872 80.48205128],0
r4,1,0.168547,1.895815,[292  15] ; [495  39],[287.28775268  19.71224732] ; [499.71224732  34.28775268],0
r3,1,0.183141,1.771948,[296  10] ; [505  28],[292.14064362  13.85935638] ; [508.85935638  24.14064362],0
v2,1,0.196763,1.666242,[175 126] ; [270 235],[166.18486352 134.81513648] ; [278.81513648 226.18486352],0
v3,1,0.278981,1.172049,[126 174] ; [193 313],[118.73449132 181.26550868] ; [200.26550868 305.73449132],0
d5,1,0.288157,1.128212,[251  53] ; [424 109],[245.16129032  58.83870968] ; [429.83870968 103.16129032],0
a5,1,0.298735,1.079831,[232  75] ; [386 148],[225.59571938  81.40428062] ; [392.40428062 141.59571938],0
u2,1,0.308788,1.035852,[48 32] ; [86 76],[44.29752066 35.70247934] ; [89.70247934 72.29752066],0
a2,1,0.35533,0.854331,[ 80 227] ; [124 410],[ 74.46848989 232.53151011] ; [129.53151011 404.46848989],0
b5,1,0.408012,0.684587,[182 125] ; [332 202],[187.6313912 119.3686088] ; [326.3686088 207.6313912],0
s1,1,0.489524,0.477573,[ 12 292] ; [ 16 509],[ 10.26779252 293.73220748] ; [ 17.73220748 507.26779252],0
a8,1,0.589379,0.291316,[ 39 238] ; [ 62 426],[ 36.57124183 240.42875817] ; [ 64.42875817 423.57124183],0
u3,1,0.615316,0.252506,[50 30] ; [97 67],[48.19672131 31.80327869] ; [98.80327869 65.19672131],0
n2,1,0.618339,0.248209,[46 17] ; [103  32],[47.40909091 15.59090909] ; [101.59090909  33.40909091],0
b4,1,0.687902,0.161366,[182 125] ; [309 225],[179.23543401 127.76456599] ; [311.76456599 222.23543401],0
n3,1,0.791282,0.070037,[46 16] ; [97 37],[45.23469388 16.76530612] ; [97.76530612 36.23469388],0
r1,1,0.862687,0.029913,[254  53] ; [436  94],[253.08243728  53.91756272] ; [436.91756272  93.08243728],0
a7,1,0.931808,0.007322,[224  81] ; [390 143],[223.4725537  81.5274463] ; [390.5274463 142.4725537],0
