Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.439867,[21 44] ; [24  3],[31.79347826 33.20652174] ; [13.20652174 13.79347826],1
s2,1,0.145992,2.113636,[25 41] ; [ 6 21],[22. 44.] ; [ 9. 18.],0
p12,1,0.160553,1.969011,[ 1 64] ; [ 2 26],[ 2.09677419 62.90322581] ; [ 0.90322581 27.09677419],0
a6,1,0.165481,1.923409,[39 26] ; [21  7],[41.93548387 23.06451613] ; [18.06451613  9.93548387],0
b2,1,0.172023,1.865227,[14 25] ; [ 3 14],[11.83928571 27.16071429] ; [ 5.16071429 11.83928571],0
b3,1,0.172023,1.865227,[14 25] ; [ 3 14],[11.83928571 27.16071429] ; [ 5.16071429 11.83928571],0
d5,1,0.197608,1.659963,[45 20] ; [23  5],[47.52688172 17.47311828] ; [20.47311828  7.52688172],0
a1,1,0.263655,1.249465,[ 7 59] ; [ 1 27],[ 5.61702128 60.38297872] ; [ 2.38297872 25.61702128],0
d4,1,0.273938,1.196923,[49 16] ; [18 10],[46.82795699 18.17204301] ; [20.17204301  7.82795699],0
a2,1,0.347703,0.881823,[11 55] ; [ 7 21],[12.63829787 53.36170213] ; [ 5.36170213 22.63829787],0
p5,1,0.366319,0.816114,[ 2 64] ; [ 2 26],[ 2.80851064 63.19148936] ; [ 1.19148936 26.80851064],0
a7,1,0.423953,0.63933,[39 27] ; [19  9],[40.72340426 25.27659574] ; [17.27659574 10.72340426],0
p1,1,0.444456,0.584751,[ 4 61] ; [ 3 25],[ 4.89247312 60.10752688] ; [ 2.10752688 25.89247312],0
u2,1,0.45426,0.56,[12  8] ; [6 2],[12.85714286  7.14285714] ; [5.14285714 2.85714286],0
a4,1,0.526697,0.400761,[26 40] ; [13 15],[27.38297872 38.61702128] ; [11.61702128 16.38297872],0
s3,1,0.534997,0.384891,[33 31] ; [12 15],[31.64835165 32.35164835] ; [13.35164835 13.64835165],0
u3,1,0.549076,0.358974,[10 10] ; [5 3],[10.71428571  9.28571429] ; [4.28571429 3.71428571],0
s5,1,0.565685,0.329956,[10 51] ; [ 6 22],[10.96629213 50.03370787] ; [ 5.03370787 22.96629213],0
s4,1,0.59913,0.27631,[ 9 57] ; [ 5 23],[ 9.82978723 56.17021277] ; [ 4.17021277 23.82978723],0
d3,1,0.697102,0.151504,[39 26] ; [18 10],[39.83870968 25.16129032] ; [17.16129032 10.83870968],0
b4,1,0.720324,0.128183,[38 28] ; [15 13],[37.21276596 28.78723404] ; [15.78723404 12.21276596],0
a5,1,0.755284,0.097144,[45 21] ; [20  8],[45.63829787 20.36170213] ; [19.36170213  8.63829787],0
r2,1,0.765604,0.088881,[56  8] ; [23  4],[55.56043956  8.43956044] ; [23.43956044  3.56043956],0
n3,1,0.800093,0.064124,[14 12] ; [3 2],[14.25806452 11.74193548] ; [2.74193548 2.25806452],0
d1,1,0.824317,0.049282,[29 37] ; [13 15],[29.4893617 36.5106383] ; [12.5106383 15.4893617],0
s1,1,0.83435,0.043734,[ 3 61] ; [ 1 26],[ 2.81318681 61.18681319] ; [ 1.18681319 25.81318681],0
u1,1,0.941716,0.005346,[ 5 61] ; [ 2 26],[ 4.91489362 61.08510638] ; [ 2.08510638 25.91489362],0
a3,1,0.948764,0.004129,[46 19] ; [20  8],[46.12903226 18.87096774] ; [19.87096774  8.12903226],0
d2,1,0.980553,0.000594,[30 35] ; [13 15],[30.05376344 34.94623656] ; [12.94623656 15.05376344],0
n5,1,0.992163,9.6e-05,[40 26] ; [17 11],[40.0212766 25.9787234] ; [16.9787234 11.0212766],0
