Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.439867,[21 44] ; [24  3],[31.79347826 33.20652174] ; [13.20652174 13.79347826],1
p4,1,4e-06,21.220469,[16 50] ; [21  7],[25.9787234 40.0212766] ; [11.0212766 16.9787234],1
p10,1,6e-06,20.33558,[25 40] ; [25  3],[34.94623656 30.05376344] ; [15.05376344 12.94623656],1
p2,1,0.000672,11.563925,[37 28] ; [26  2],[44.03225806 20.96774194] ; [18.96774194  9.03225806],1
p11,1,0.000769,11.31439,[32 34] ; [24  4],[39.31914894 26.68085106] ; [16.68085106 11.31914894],1
p9,1,0.002285,9.305135,[34 31] ; [24  4],[40.53763441 24.46236559] ; [17.46236559 10.53763441],0
p6,1,0.003497,8.52817,[ 8 56] ; [11 17],[13.2173913 50.7826087] ; [ 5.7826087 22.2173913],0
r1,1,0.003774,8.389405,[42 24] ; [26  2],[47.74468085 18.25531915] ; [20.25531915  7.74468085],0
p3,1,0.005845,7.597555,[18 48] ; [16 12],[23.87234043 42.12765957] ; [10.12765957 17.87234043],0
v2,1,0.007129,7.240254,[22 42] ; [17  9],[27.73333333 36.26666667] ; [11.26666667 14.73333333],0
r3,1,0.008874,6.847929,[48 18] ; [27  1],[52.65957447 13.34042553] ; [22.34042553  5.65957447],0
s8,1,0.012103,6.295733,[12 54] ; [12 16],[16.85106383 49.14893617] ; [ 7.14893617 20.85106383],0
r4,1,0.023521,5.129647,[41 25] ; [24  4],[45.63829787 20.36170213] ; [19.36170213  8.63829787],0
v1,1,0.040013,4.217351,[23 41] ; [16 11],[27.42857143 36.57142857] ; [11.57142857 15.42857143],0
a8,1,0.061391,3.499396,[12 50] ; [ 1 25],[ 9.15909091 52.84090909] ; [ 3.84090909 22.15909091],0
v3,1,0.0678,3.335501,[14 47] ; [11 15],[17.52873563 43.47126437] ; [ 7.47126437 18.52873563],0
s6,1,0.078428,3.097172,[27 39] ; [17 11],[30.89361702 35.10638298] ; [13.10638298 14.89361702],0
n1,1,0.106116,2.611126,[11 16] ; [4 1],[12.65625 14.34375] ; [2.34375 2.65625],0
b1,1,0.111255,2.536303,[33 33] ; [19  9],[36.5106383 29.4893617] ; [15.4893617 12.5106383],0
b5,1,0.127161,2.326824,[36 30] ; [20  8],[39.31914894 26.68085106] ; [16.68085106 11.31914894],0
s7,1,0.134849,2.235774,[18 43] ; [12 14],[21.03448276 39.96551724] ; [ 8.96551724 17.03448276],0
