Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,1.5e-05,18.756455,[60 19] ; [16 28],[48.81300813 30.18699187] ; [27.18699187 16.81300813],1
p1,1,0.432353,0.616494,[11 68] ; [ 4 40],[ 9.63414634 69.36585366] ; [ 5.36585366 38.63414634],0
s4,1,0.432353,0.616494,[11 68] ; [ 4 40],[ 9.63414634 69.36585366] ; [ 5.36585366 38.63414634],0
b1,1,0.45737,0.552323,[34 45] ; [22 22],[35.96747967 43.03252033] ; [20.03252033 23.96747967],0
u3,1,0.482264,0.493739,[16 30] ; [10 13],[17.33333333 28.66666667] ; [ 8.66666667 14.33333333],0
p12,1,0.500141,0.454637,[ 6 72] ; [ 2 42],[ 5.1147541 72.8852459] ; [ 2.8852459 41.1147541],0
p6,1,0.506322,0.441661,[19 59] ; [ 8 34],[17.55 60.45] ; [ 9.45 32.55],0
a3,1,0.527776,0.398671,[33 44] ; [21 22],[34.65 42.35] ; [19.35 23.65],0
s5,1,0.60208,0.27187,[12 66] ; [ 5 37],[11.05 66.95] ; [ 5.95 36.05],0
d1,1,0.647695,0.208819,[ 3 76] ; [ 1 43],[ 2.56910569 76.43089431] ; [ 1.43089431 42.56910569],0
a8,1,0.648743,0.207489,[ 5 67] ; [ 4 39],[ 5.63478261 66.36521739] ; [ 3.36521739 39.63478261],0
b2,1,0.652519,0.202739,[18 27] ; [ 9 17],[17.11267606 27.88732394] ; [ 9.88732394 16.11267606],0
b3,1,0.652519,0.202739,[18 27] ; [ 9 17],[17.11267606 27.88732394] ; [ 9.88732394 16.11267606],0
a1,1,0.687181,0.162154,[ 4 75] ; [ 3 41],[ 4.49593496 74.50406504] ; [ 2.50406504 41.49593496],0
s3,1,0.698278,0.150269,[21 57] ; [13 30],[21.91735537 56.08264463] ; [12.08264463 30.91735537],0
p11,1,0.700588,0.147861,[53 26] ; [31 13],[53.95121951 25.04878049] ; [30.04878049 13.95121951],0
b4,1,0.715541,0.132805,[44 35] ; [26 18],[44.95934959 34.04065041] ; [25.04065041 18.95934959],0
v3,1,0.729165,0.11988,[20 58] ; [12 30],[20.8 57.2] ; [11.2 30.8],0
n2,1,0.743552,0.107029,[19  8] ; [12  4],[19.46511628  7.53488372] ; [11.53488372  4.46511628],0
s8,1,0.755791,0.096729,[16 62] ; [ 8 36],[15.3442623 62.6557377] ; [ 8.6557377 35.3442623],0
v1,1,0.766848,0.087912,[30 48] ; [15 27],[29.25 48.75] ; [15.75 26.25],0
s1,1,0.886343,0.02043,[ 4 74] ; [ 2 42],[ 3.83606557 74.16393443] ; [ 2.16393443 41.83606557],0
p3,1,0.894182,0.017693,[26 53] ; [15 29],[26.33333333 52.66666667] ; [14.66666667 29.33333333],0
r2,1,0.912547,0.012062,[64 15] ; [36  8],[64.22764228 14.77235772] ; [35.77235772  8.22764228],0
v2,1,0.949997,0.003933,[27 48] ; [15 26],[27.15517241 47.84482759] ; [14.84482759 26.15517241],0
r4,1,0.984267,0.000389,[54 25] ; [30 14],[53.95121951 25.04878049] ; [30.04878049 13.95121951],0
