Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.004099,8.239445,[20  8] ; [ 8 17],[14.79245283 13.20754717] ; [13.20754717 11.79245283],0
u3,1,0.038807,4.269295,[6 9] ; [ 1 13],[ 3.62068966 11.37931034] ; [ 3.37931034 10.62068966],0
n5,1,0.051254,3.799939,[14 14] ; [19  6],[17.43396226 10.56603774] ; [15.56603774  9.43396226],0
a6,1,0.066405,3.369721,[16 12] ; [ 8 17],[12.67924528 15.32075472] ; [11.32075472 13.67924528],0
d3,1,0.066405,3.369721,[16 12] ; [ 8 17],[12.67924528 15.32075472] ; [11.32075472 13.67924528],0
u2,1,0.095547,2.778345,[10  5] ; [5 9],[7.75862069 7.24137931] ; [7.24137931 6.75862069],0
p6,1,0.113256,2.508183,[ 7 21] ; [ 2 22],[ 4.84615385 23.15384615] ; [ 4.15384615 19.84615385],0
n4,1,0.12375,2.369208,[12 16] ; [16  9],[14.79245283 13.20754717] ; [13.20754717 11.79245283],0
a5,1,0.1321,2.267654,[17 11] ; [10 15],[14.26415094 13.73584906] ; [12.73584906 12.26415094],0
p11,1,0.145212,2.121835,[20  8] ; [13 12],[17.43396226 10.56603774] ; [15.56603774  9.43396226],0
r3,1,0.171068,1.873561,[20  7] ; [14 11],[17.65384615  9.34615385] ; [16.34615385  8.65384615],0
b1,1,0.18431,1.762522,[14 14] ; [17  8],[16.37735849 11.62264151] ; [14.62264151 10.37735849],0
a8,1,0.21885,1.511898,[ 4 23] ; [ 1 22],[ 2.7 24.3] ; [ 2.3 20.7],0
b5,1,0.223673,1.480647,[17 11] ; [11 14],[14.79245283 13.20754717] ; [13.20754717 11.79245283],0
d4,1,0.242315,1.367077,[20  8] ; [14 11],[17.96226415 10.03773585] ; [16.03773585  8.96226415],0
r1,1,0.260201,1.267687,[12 16] ; [ 7 18],[10.03773585 17.96226415] ; [ 8.96226415 16.03773585],0
r4,1,0.316852,1.001897,[ 9 19] ; [ 5 20],[ 7.39622642 20.60377358] ; [ 6.60377358 18.39622642],0
a4,1,0.353747,0.859971,[10 18] ; [ 6 19],[ 8.45283019 19.54716981] ; [ 7.54716981 17.45283019],0
a1,1,0.355612,0.853331,[ 3 25] ; [ 1 24],[ 2.11320755 25.88679245] ; [ 1.88679245 23.11320755],0
d2,1,0.383863,0.758294,[ 7 21] ; [ 9 16],[ 8.45283019 19.54716981] ; [ 7.54716981 17.45283019],0
s6,1,0.38646,0.750052,[11 17] ; [ 7 18],[ 9.50943396 18.49056604] ; [ 8.49056604 16.50943396],0
n3,1,0.391741,0.733532,[7 4] ; [6 7],[5.95833333 5.04166667] ; [7.04166667 5.95833333],0
p10,1,0.458469,0.549631,[18 10] ; [13 11],[16.69230769 11.30769231] ; [14.30769231  9.69230769],0
d1,1,0.511219,0.431571,[ 9 19] ; [ 6 19],[ 7.9245283 20.0754717] ; [ 7.0754717 17.9245283],0
v4,1,0.538127,0.379022,[18 10] ; [14 11],[16.90566038 11.09433962] ; [15.09433962  9.90566038],0
s2,1,0.570466,0.321903,[ 3 25] ; [ 4 21],[ 3.69811321 24.30188679] ; [ 3.30188679 21.69811321],0
v2,1,0.584984,0.298246,[11 16] ; [ 8 16],[10.05882353 16.94117647] ; [ 8.94117647 15.05882353],0
p7,1,0.610401,0.259592,[12 16] ; [ 9 16],[11.09433962 16.90566038] ; [ 9.90566038 15.09433962],0
p4,1,0.610401,0.259592,[12 16] ; [ 9 16],[11.09433962 16.90566038] ; [ 9.90566038 15.09433962],0
s8,1,0.614092,0.254259,[ 6 22] ; [ 4 21],[ 5.28301887 22.71698113] ; [ 4.71698113 20.28301887],0
p12,1,0.621114,0.244305,[ 2 26] ; [ 1 24],[ 1.58490566 26.41509434] ; [ 1.41509434 23.58490566],0
n6,1,0.656776,0.197463,[17 11] ; [16  8],[17.76923077 10.23076923] ; [15.23076923  8.76923077],0
a3,1,0.764334,0.089877,[13 14] ; [11 14],[12.46153846 14.53846154] ; [11.53846154 13.46153846],0
p2,1,0.767235,0.087612,[19  9] ; [16  9],[18.49056604  9.50943396] ; [16.50943396  8.49056604],0
p8,1,0.767235,0.087612,[ 9 19] ; [ 9 16],[ 9.50943396 18.49056604] ; [ 8.49056604 16.50943396],0
n1,1,0.768589,0.086566,[2 9] ; [ 3 10],[2.29166667 8.70833333] ; [ 2.70833333 10.29166667],0
v1,1,0.77562,0.081243,[10 18] ; [ 8 17],[ 9.50943396 18.49056604] ; [ 8.49056604 16.50943396],0
p9,1,0.801752,0.063041,[18 10] ; [14  9],[17.56862745 10.43137255] ; [14.43137255  8.56862745],0
b4,1,0.833098,0.044407,[16 12] ; [15 10],[16.37735849 11.62264151] ; [14.62264151 10.37735849],0
s5,1,0.842229,0.039618,[ 5 23] ; [ 5 20],[ 5.28301887 22.71698113] ; [ 4.71698113 20.28301887],0
v3,1,0.842229,0.039618,[ 5 23] ; [ 5 20],[ 5.28301887 22.71698113] ; [ 4.71698113 20.28301887],0
s7,1,0.852304,0.034663,[ 6 19] ; [ 5 18],[ 5.72916667 19.27083333] ; [ 5.27083333 17.72916667],0
p5,1,0.861844,0.030286,[ 4 24] ; [ 4 21],[ 4.22641509 23.77358491] ; [ 3.77358491 21.22641509],0
s4,1,0.861844,0.030286,[ 4 24] ; [ 4 21],[ 4.22641509 23.77358491] ; [ 3.77358491 21.22641509],0
b2,1,0.892772,0.01817,[5 9] ; [ 5 10],[4.82758621 9.17241379] ; [5.17241379 9.82758621],0
b3,1,0.892772,0.01817,[5 9] ; [ 5 10],[4.82758621 9.17241379] ; [5.17241379 9.82758621],0
p3,1,0.932685,0.007135,[ 7 21] ; [ 6 19],[ 6.86792453 21.13207547] ; [ 6.13207547 18.86792453],0
n2,1,0.972671,0.001174,[6 5] ; [7 6],[5.95833333 5.04166667] ; [7.04166667 5.95833333],0
