Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,48.540073,[ 65 102] ; [262 109],[101.50371747  65.49628253] ; [225.49628253 145.50371747],1
u4,1,0.111871,2.527592,[  1 166] ; [ 10 361],[  3.41449814 163.58550186] ; [  7.58550186 363.41449814],0
r1,1,0.142009,2.156054,[133  32] ; [316  53],[138.73595506  26.26404494] ; [310.26404494  58.73595506],0
u2,1,0.14414,2.133194,[24 29] ; [51 37],[28.19148936 24.80851064] ; [46.80851064 41.19148936],0
s3,1,0.157567,1.997423,[91 76] ; [222 142],[98.43879473 68.56120527] ; [214.56120527 149.43879473],0
r4,1,0.165125,1.926654,[155  12] ; [355  16],[158.30855019   8.69144981] ; [351.69144981  19.30855019],0
a1,1,0.215462,1.534338,[  6 161] ; [ 23 348],[  9.00185874 157.99814126] ; [ 19.99814126 351.00185874],0
b5,1,0.216945,1.524466,[104  63] ; [210 161],[97.46840149 69.53159851] ; [216.53159851 154.46840149],0
n6,1,0.243547,1.359945,[141  25] ; [325  42],[145.13320826  20.86679174] ; [320.86679174  46.13320826],0
b2,1,0.281951,1.157661,[32 62] ; [ 97 143],[36.30538922 57.69461078] ; [ 92.69461078 147.30538922],0
b3,1,0.281951,1.157661,[32 62] ; [ 97 143],[36.30538922 57.69461078] ; [ 92.69461078 147.30538922],0
s4,1,0.322107,0.980371,[ 25 141] ; [ 68 298],[ 29.01879699 136.98120301] ; [ 63.98120301 302.01879699],0
a8,1,0.360975,0.834498,[ 28 126] ; [ 50 285],[ 24.56441718 129.43558282] ; [ 53.43558282 281.56441718],0
s1,1,0.445375,0.582396,[  6 159] ; [  9 358],[  4.65225564 160.34774436] ; [ 10.34774436 356.65225564],0
r3,1,0.703315,0.145047,[163   4] ; [358  11],[162.32649254   4.67350746] ; [358.67350746  10.32649254],0
b1,1,0.764643,0.089634,[68 99] ; [146 225],[ 66.42750929 100.57249071] ; [147.57249071 223.42750929],0
n3,1,0.839782,0.040874,[34 10] ; [45 12],[34.41584158  9.58415842] ; [44.58415842 12.41584158],0
n1,1,0.855833,0.033008,[14 28] ; [20 37],[14.42424242 27.57575758] ; [19.57575758 37.42424242],0
n2,1,0.858249,0.031899,[34  9] ; [45 13],[33.63366337  9.36633663] ; [45.36633663 12.63366337],0
v4,1,0.983708,0.000417,[162   4] ; [360   9],[161.96635514   4.03364486] ; [360.03364486   8.96635514],0
v2,1,0.988124,0.000222,[95 65] ; [214 146],[95.07692308 64.92307692] ; [213.92307692 146.07692308],0
