Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.8e-05,18.40637,[44  7] ; [40 41],[32.45454545 18.54545455] ; [51.54545455 29.45454545],1
p3,1,0.000207,13.770344,[38 14] ; [33 49],[27.55223881 24.44776119] ; [43.44776119 38.55223881],1
p4,1,0.000282,13.189189,[43  9] ; [43 40],[33.12592593 18.87407407] ; [52.87407407 30.12592593],1
p8,1,0.019212,5.482129,[32 20] ; [33 48],[25.41353383 26.58646617] ; [39.58646617 41.41353383],0
s5,1,0.034304,4.479495,[24 25] ; [25 57],[18.32824427 30.67175573] ; [30.67175573 51.32824427],0
p5,1,0.03638,4.379221,[ 9 43] ; [ 5 78],[ 5.39259259 46.60740741] ; [ 8.60740741 74.39259259],0
p12,1,0.068859,3.310005,[ 5 47] ; [ 2 80],[ 2.71641791 49.28358209] ; [ 4.28358209 77.71641791],0
b5,1,0.081849,3.027804,[24 28] ; [51 32],[28.88888889 23.11111111] ; [46.11111111 36.88888889],0
v4,1,0.095022,2.787165,[50  2] ; [71 10],[47.30827068  4.69172932] ; [73.69172932  7.30827068],0
p10,1,0.097506,2.745874,[44  8] ; [60 23],[40.05925926 11.94074074] ; [63.94074074 19.05925926],0
p9,1,0.108307,2.578755,[45  7] ; [60 20],[41.36363636 10.63636364] ; [63.63636364 16.36363636],0
r4,1,0.131733,2.271958,[47  5] ; [67 16],[43.91111111  8.08888889] ; [70.08888889 12.91111111],0
b2,1,0.133642,2.249683,[16 20] ; [16 39],[12.65934066 23.34065934] ; [19.34065934 35.65934066],0
b3,1,0.133642,2.249683,[16 20] ; [16 39],[12.65934066 23.34065934] ; [19.34065934 35.65934066],0
p1,1,0.139487,2.183615,[ 7 45] ; [ 5 78],[ 4.62222222 47.37777778] ; [ 7.37777778 75.62222222],0
a8,1,0.174068,1.847559,[ 5 42] ; [15 60],[ 7.70491803 39.29508197] ; [12.29508197 62.70491803],0
r1,1,0.224401,1.476,[44  8] ; [63 20],[41.21481481 10.78518519] ; [65.78518519 17.21481481],0
d3,1,0.234891,1.410994,[41 11] ; [57 25],[38.02985075 13.97014925] ; [59.97014925 22.02985075],0
v3,1,0.245816,1.346928,[21 30] ; [25 55],[17.90839695 33.09160305] ; [28.09160305 51.90839695],0
d5,1,0.264947,1.24272,[39 13] ; [68 14],[41.52238806 10.47761194] ; [65.47761194 16.52238806],0
a1,1,0.298394,1.081358,[ 4 48] ; [ 3 80],[ 2.6962963 49.3037037] ; [ 4.3037037 78.6962963],0
p2,1,0.308048,1.039026,[46  6] ; [68 15],[43.91111111  8.08888889] ; [70.08888889 12.91111111],0
a2,1,0.352752,0.863532,[17 35] ; [21 62],[14.63703704 37.36296296] ; [23.36296296 59.63703704],0
s6,1,0.356096,0.851613,[39 13] ; [54 26],[36.63636364 15.36363636] ; [56.36363636 23.63636364],0
a7,1,0.371929,0.797208,[40 12] ; [58 25],[37.74814815 14.25185185] ; [60.25185185 22.74814815],0
u3,1,0.387094,0.748052,[8 3] ; [12  9],[6.875 4.125] ; [13.125  7.875],0
s2,1,0.43155,0.618648,[33 19] ; [47 36],[30.81481481 21.18518519] ; [49.18518519 33.81481481],0
n1,1,0.433273,0.614035,[8 8] ; [ 7 12],[6.85714286 9.14285714] ; [ 8.14285714 10.85714286],0
