Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.004604,8.02897,[57 30] ; [ 8 16],[50.94594595 36.05405405] ; [14.05405405  9.94594595],0
s7,1,0.057199,3.616795,[30 52] ; [14 10],[34.03773585 47.96226415] ; [ 9.96226415 14.03773585],0
s2,1,0.127996,2.316637,[36 52] ; [14 10],[39.28571429 48.71428571] ; [10.71428571 13.28571429],0
b4,1,0.155529,2.017163,[51 37] ; [10 14],[47.92857143 40.07142857] ; [13.07142857 10.92857143],0
r2,1,0.172386,1.862069,[70 14] ; [17  7],[67.66666667 16.33333333] ; [19.33333333  4.66666667],0
s5,1,0.177503,1.818407,[19 66] ; [ 8 14],[21.44859813 63.55140187] ; [ 5.55140187 16.44859813],0
n4,1,0.201427,1.632,[60 28] ; [13 11],[57.35714286 30.64285714] ; [15.64285714  8.35714286],0
b5,1,0.22533,1.470102,[56 32] ; [12 12],[53.42857143 34.57142857] ; [14.57142857  9.42857143],0
u3,1,0.235762,1.405759,[10 21] ; [8 8],[11.87234043 19.12765957] ; [6.12765957 9.87234043],0
a4,1,0.244399,1.355038,[25 63] ; [ 4 20],[22.78571429 65.21428571] ; [ 6.21428571 17.78571429],0
v3,1,0.25631,1.288578,[30 58] ; [ 5 18],[27.74774775 60.25225225] ; [ 7.25225225 15.74774775],0
s6,1,0.25685,1.285654,[48 37] ; [16  7],[50.37037037 34.62962963] ; [13.62962963  9.37037037],0
n2,1,0.285735,1.13961,[18  9] ; [10  2],[19.38461538  7.61538462] ; [8.61538462 3.38461538],0
r4,1,0.289826,1.120431,[58 30] ; [13 11],[55.78571429 32.21428571] ; [15.21428571  8.78571429],0
u2,1,0.291958,1.110571,[18 12] ; [7 9],[16.30434783 13.69565217] ; [8.69565217 7.30434783],0
b2,1,0.321072,0.984574,[17 40] ; [ 3 14],[15.40540541 41.59459459] ; [ 4.59459459 12.40540541],0
b3,1,0.321072,0.984574,[17 40] ; [ 3 14],[15.40540541 41.59459459] ; [ 4.59459459 12.40540541],0
p4,1,0.326632,0.962203,[56 30] ; [13 11],[53.94545455 32.05454545] ; [15.05454545  8.94545455],0
p1,1,0.36408,0.823772,[ 6 82] ; [ 3 21],[ 7.07142857 80.92857143] ; [ 1.92857143 22.07142857],0
n1,1,0.367123,0.813378,[ 9 17] ; [6 6],[10.26315789 15.73684211] ; [4.73684211 7.26315789],0
a5,1,0.391153,0.735354,[49 39] ; [11 13],[47.14285714 40.85714286] ; [12.85714286 11.14285714],0
n3,1,0.392176,0.732184,[19  8] ; [10  2],[20.07692308  6.92307692] ; [8.92307692 3.07692308],0
v2,1,0.404899,0.693729,[43 45] ; [ 9 14],[41.22522523 46.77477477] ; [10.77477477 12.22522523],0
n6,1,0.453015,0.563097,[68 19] ; [17  7],[66.62162162 20.37837838] ; [18.37837838  5.62162162],0
s1,1,0.465081,0.533638,[ 4 84] ; [ 2 22],[ 4.71428571 83.28571429] ; [ 1.28571429 22.71428571],0
v1,1,0.492996,0.469981,[39 47] ; [ 9 15],[37.52727273 48.47272727] ; [10.47272727 13.52727273],0
p3,1,0.521198,0.411522,[48 39] ; [15  9],[49.37837838 37.62162162] ; [13.62162162 10.37837838],0
p6,1,0.537293,0.380579,[37 46] ; [ 9 15],[35.68224299 47.31775701] ; [10.31775701 13.68224299],0
s8,1,0.561598,0.336946,[31 57] ; [10 14],[32.21428571 55.78571429] ; [ 8.78571429 15.21428571],0
d4,1,0.599875,0.275184,[60 28] ; [15  9],[58.92857143 29.07142857] ; [16.07142857  7.92857143],0
a7,1,0.618305,0.248258,[51 37] ; [12 11],[49.94594595 38.05405405] ; [13.05405405  9.94594595],0
b1,1,0.620288,0.245463,[39 49] ; [12 12],[40.07142857 47.92857143] ; [10.92857143 13.07142857],0
p12,1,0.626198,0.237253,[ 6 81] ; [ 1 23],[ 5.48648649 81.51351351] ; [ 1.51351351 22.48648649],0
d1,1,0.634309,0.226263,[34 54] ; [ 8 16],[33. 55.] ; [ 9. 15.],0
d3,1,0.648694,0.207551,[50 37] ; [12 11],[49.03636364 37.96363636] ; [12.96363636 10.03636364],0
s3,1,0.718073,0.130346,[43 43] ; [13 11],[43.78181818 42.21818182] ; [12.21818182 11.78181818],0
d2,1,0.724685,0.124047,[29 59] ; [ 7 17],[28.28571429 59.71428571] ; [ 7.71428571 16.28571429],0
p10,1,0.777376,0.079942,[62 24] ; [18  6],[62.54545455 23.45454545] ; [17.45454545  6.54545455],0
r3,1,0.777914,0.079545,[75 13] ; [21  3],[75.42857143 12.57142857] ; [20.57142857  3.42857143],0
p2,1,0.805963,0.060338,[70 16] ; [19  5],[69.58181818 16.41818182] ; [19.41818182  4.58181818],0
p9,1,0.815172,0.054643,[68 20] ; [18  6],[67.57142857 20.42857143] ; [18.42857143  5.57142857],0
p11,1,0.854153,0.033791,[64 24] ; [17  7],[63.64285714 24.35714286] ; [17.35714286  6.64285714],0
d5,1,0.898832,0.016164,[60 28] ; [16  7],[60.25225225 27.74774775] ; [15.74774775  7.25225225],0
n5,1,0.944606,0.004828,[58 30] ; [16  8],[58.14285714 29.85714286] ; [15.85714286  8.14285714],0
a6,1,0.946685,0.004472,[52 36] ; [14 10],[51.85714286 36.14285714] ; [14.14285714  9.85714286],0
p8,1,0.965644,0.001855,[50 35] ; [14 10],[49.90825688 35.09174312] ; [14.09174312  9.90825688],0
v4,1,0.985024,0.000352,[76 11] ; [21  3],[76.02702703 10.97297297] ; [20.97297297  3.02702703],0
