Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,99.948729,[257  81] ; [ 8 58],[221.70792079 116.29207921] ; [43.29207921 22.70792079],1
a4,1,0.0,28.039889,[187 151] ; [13 53],[167.32673267 170.67326733] ; [32.67326733 33.32673267],1
d4,1,1e-06,25.252327,[307  31] ; [45 21],[294.4950495  43.5049505] ; [57.5049505  8.4950495],1
d2,1,1.4e-05,18.911064,[196 142] ; [19 47],[179.87623762 158.12376238] ; [35.12376238 30.87623762],1
r2,1,6.2e-05,16.036457,[329   5] ; [58  7],[323.95488722  10.04511278] ; [63.04511278  1.95488722],1
d3,1,0.000104,15.066801,[254  84] ; [34 32],[240.95049505  97.04950495] ; [47.04950495 18.95049505],1
u1,1,0.000179,14.039922,[ 86 252] ; [ 3 63],[ 74.46039604 263.53960396] ; [14.53960396 51.46039604],1
a2,1,0.000254,13.380636,[105 233] ; [ 6 60],[ 92.86633663 245.13366337] ; [18.13366337 47.86633663],1
v2,1,0.000594,11.793133,[205 117] ; [26 38],[192.69948187 129.30051813] ; [38.30051813 25.69948187],1
a5,1,0.000682,11.536635,[274  64] ; [41 25],[263.53960396  74.46039604] ; [51.46039604 14.53960396],1
a3,1,0.000736,11.394989,[269  68] ; [40 26],[258.39454094  78.60545906] ; [50.60545906 15.39454094],1
s6,1,0.003828,8.363793,[297  33] ; [51 15],[290.  40.] ; [58.  8.],0
r1,1,0.008191,6.991229,[280  55] ; [46 20],[272.34413965  62.65586035] ; [53.65586035 12.34413965],0
s8,1,0.01374,6.071195,[227 110] ; [34 32],[218.25558313 118.74441687] ; [42.74441687 23.25558313],0
n4,1,0.024485,5.05997,[275  61] ; [46 20],[268.29850746  67.70149254] ; [52.70149254 13.29850746],0
p1,1,0.037334,4.335116,[ 28 307] ; [11 55],[ 32.58104738 302.41895262] ; [ 6.41895262 59.58104738],0
p3,1,0.054791,3.688427,[192 146] ; [29 37],[184.8960396 153.1039604] ; [36.1039604 29.8960396],0
v1,1,0.058327,3.58432,[201 124] ; [32 33],[194.16666667 130.83333333] ; [38.83333333 26.16666667],0
b1,1,0.078202,3.101875,[120 218] ; [31 35],[126.33168317 211.66831683] ; [24.66831683 41.33168317],0
n6,1,0.083188,3.00149,[297  36] ; [53 12],[292.83919598  40.16080402] ; [57.16080402  7.83919598],0
v3,1,0.098483,2.729944,[142 178] ; [22 44],[135.95854922 184.04145078] ; [28.04145078 37.95854922],0
s7,1,0.139327,2.18538,[240  86] ; [42 23],[235.1202046  90.8797954] ; [46.8797954 18.1202046],0
r3,1,0.15561,2.01638,[327   9] ; [62  4],[325.13432836  10.86567164] ; [63.86567164  2.13432836],0
p6,1,0.194822,1.680773,[156 179] ; [25 41],[151.20947631 183.79052369] ; [29.79052369 36.20947631],0
p4,1,0.208807,1.579681,[231 106] ; [40 26],[226.617866 110.382134] ; [44.382134 21.617866],0
a6,1,0.267159,1.231274,[228 109] ; [40 26],[224.10918114 112.89081886] ; [43.89081886 22.10918114],0
n1,1,0.273506,1.199077,[34 42] ; [3 8],[32.32183908 43.67816092] ; [4.67816092 6.32183908],0
s5,1,0.285315,1.141597,[165 153] ; [29 36],[161.07571802 156.92428198] ; [32.92428198 32.07571802],0
u4,1,0.301896,1.065798,[ 14 324] ; [ 1 65],[ 12.54950495 325.45049505] ; [ 2.45049505 63.54950495],0
v4,1,0.314946,1.009818,[327   8] ; [62  3],[325.7875   9.2125] ; [63.2125  1.7875],0
s1,1,0.335608,0.927137,[ 12 322] ; [ 4 61],[ 13.39348371 320.60651629] ; [ 2.60651629 62.39348371],0
p8,1,0.363809,0.824701,[177 157] ; [39 27],[180.36 153.64] ; [35.64 30.36],0
n3,1,0.365856,0.81769,[58 18] ; [7 4],[56.7816092 19.2183908] ; [8.2183908 2.7816092],0
r4,1,0.377164,0.779927,[313  25] ; [59  7],[311.22772277  26.77227723] ; [60.77227723  5.22772277],0
p7,1,0.402281,0.701497,[223 103] ; [41 24],[220.11253197 105.88746803] ; [43.88746803 21.11253197],0
b4,1,0.42979,0.62339,[197 141] ; [35 31],[194.0990099 143.9009901] ; [37.9009901 28.0990099],0
p2,1,0.440185,0.595801,[292  44] ; [55 11],[290.02985075  45.97014925] ; [56.97014925  9.02985075],0
n5,1,0.506129,0.442061,[270  64] ; [51 15],[268.035  65.965] ; [52.965 13.035],0
a7,1,0.544965,0.366415,[252  85] ; [47 19],[250.03225806  86.96774194] ; [48.96774194 17.03225806],0
n2,1,0.564154,0.332562,[61 15] ; [8 3],[60.27586207 15.72413793] ; [8.72413793 2.27586207],0
p5,1,0.640063,0.21866,[ 44 289] ; [10 55],[ 45.18090452 287.81909548] ; [ 8.81909548 56.18090452],0
p12,1,0.672952,0.178169,[ 42 295] ; [ 7 59],[ 40.9751861 296.0248139] ; [ 8.0248139 57.9751861],0
b5,1,0.681432,0.168518,[206 132] ; [42 24],[207.48514851 130.51485149] ; [40.51485149 25.48514851],0
p11,1,0.753301,0.098778,[272  66] ; [52 14],[271.06930693  66.93069307] ; [52.93069307 13.06930693],0
p10,1,0.8159,0.054206,[313  23] ; [62  4],[313.43283582  22.56716418] ; [61.56716418  4.43283582],0
u2,1,0.848737,0.036378,[39 28] ; [14 11],[38.59782609 28.40217391] ; [14.40217391 10.59782609],0
s3,1,0.852197,0.034714,[298  39] ; [58  7],[298.43781095  38.56218905] ; [57.56218905  7.43781095],0
u3,1,0.868639,0.027353,[45 23] ; [17  8],[45.33333333 22.66666667] ; [16.66666667  8.33333333],0
a8,1,0.934986,0.006654,[ 50 263] ; [10 51],[ 50.21390374 262.78609626] ; [ 9.78609626 51.21390374],0
b3,1,0.952275,0.003582,[ 83 127] ; [16 25],[ 82.82868526 127.17131474] ; [16.17131474 24.82868526],0
b2,1,0.952275,0.003582,[ 83 127] ; [16 25],[ 82.82868526 127.17131474] ; [16.17131474 24.82868526],0
s4,1,0.959752,0.002547,[ 80 254] ; [16 50],[ 80.16 253.84] ; [15.84 50.16],0
a1,1,0.962509,0.00221,[ 21 317] ; [ 4 62],[ 20.91584158 317.08415842] ; [ 4.08415842 61.91584158],0
