Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,5e-06,20.656252,[18 27] ; [62 15],[29.50819672 15.49180328] ; [50.49180328 26.50819672],1
r3,1,1.8e-05,18.383159,[24 21] ; [67  9],[33.84297521 11.15702479] ; [57.15702479 18.84297521],1
v4,1,0.00012,14.790813,[28 17] ; [70  7],[36.14754098  8.85245902] ; [61.85245902 15.14754098],1
p10,1,0.000278,13.211722,[17 27] ; [55 21],[26.4 17.6] ; [45.6 30.4],1
p9,1,0.00102,10.791163,[22 22] ; [60 16],[30.06666667 13.93333333] ; [51.93333333 24.06666667],0
s6,1,0.001207,10.479287,[13 32] ; [44 30],[21.55462185 23.44537815] ; [35.44537815 38.55462185],0
n6,1,0.002747,8.968298,[22 22] ; [59 18],[29.45454545 14.54545455] ; [51.54545455 25.45454545],0
n3,1,0.004167,8.209568,[10 12] ; [16  2],[14.3  7.7] ; [11.7  6.3],0
s8,1,0.010801,6.497848,[ 5 40] ; [24 52],[10.78512397 34.21487603] ; [18.21487603 57.78512397],0
u2,1,0.015234,5.88925,[ 5 19] ; [22 21],[ 9.67164179 14.32835821] ; [17.32835821 25.67164179],0
s5,1,0.021638,5.274664,[ 5 39] ; [22 52],[10.06779661 33.93220339] ; [16.93220339 57.06779661],0
u3,1,0.024033,5.092232,[ 6 18] ; [23 20],[10.3880597 13.6119403] ; [18.6119403 24.3880597],0
r1,1,0.024621,5.050373,[18 27] ; [47 30],[23.97540984 21.02459016] ; [41.02459016 35.97540984],0
b1,1,0.031203,4.641781,[26 19] ; [29 48],[20.28688525 24.71311475] ; [34.71311475 42.28688525],0
p8,1,0.050809,3.814564,[12 32] ; [34 41],[17.00840336 26.99159664] ; [28.99159664 46.00840336],0
r2,1,0.067767,3.336284,[31 14] ; [64 13],[35.04098361  9.95901639] ; [59.95901639 17.04098361],0
p2,1,0.075008,3.169879,[25 20] ; [55 22],[29.50819672 15.49180328] ; [50.49180328 26.50819672],0
a5,1,0.112702,2.515913,[15 30] ; [37 40],[19.18032787 25.81967213] ; [32.81967213 44.18032787],0
a7,1,0.121008,2.404223,[18 27] ; [42 35],[22.13114754 22.86885246] ; [37.86885246 39.13114754],0
p4,1,0.126326,2.337085,[14 30] ; [35 41],[17.96666667 26.03333333] ; [31.03333333 44.96666667],0
p6,1,0.133348,2.253094,[ 7 37] ; [21 54],[10.35294118 33.64705882] ; [17.64705882 57.35294118],0
s7,1,0.137674,2.203767,[11 33] ; [28 45],[14.66666667 29.33333333] ; [24.33333333 48.66666667],0
p7,1,0.15635,2.009181,[18 27] ; [39 34],[21.73728814 23.26271186] ; [35.26271186 37.73728814],0
d4,1,0.157749,1.995673,[18 27] ; [41 36],[21.76229508 23.23770492] ; [37.23770492 39.76229508],0
a6,1,0.157749,1.995673,[18 27] ; [41 36],[21.76229508 23.23770492] ; [37.23770492 39.76229508],0
v3,1,0.165264,1.925389,[10 34] ; [10 67],[ 7.27272727 36.72727273] ; [12.72727273 64.27272727],0
b4,1,0.207929,1.585787,[21 24] ; [45 32],[24.3442623 20.6557377] ; [41.6557377 35.3442623],0
s1,1,0.211627,1.560263,[ 6 39] ; [ 5 71],[ 4.09090909 40.90909091] ; [ 6.90909091 69.09090909],0
a1,1,0.227738,1.454934,[ 5 40] ; [ 4 73],[ 3.31967213 41.68032787] ; [ 5.68032787 71.31967213],0
s4,1,0.233462,1.419642,[ 6 39] ; [17 60],[ 8.48360656 36.51639344] ; [14.51639344 62.48360656],0
a2,1,0.343479,0.897403,[ 2 43] ; [ 7 70],[ 3.31967213 41.68032787] ; [ 5.68032787 71.31967213],0
s3,1,0.352873,0.8631,[19 25] ; [39 36],[21.44537815 22.55462185] ; [36.55462185 38.44537815],0
p5,1,0.376683,0.781499,[ 3 41] ; [ 9 67],[ 4.4 39.6] ; [ 7.6 68.4],0
b5,1,0.378017,0.777141,[25 20] ; [49 28],[27.29508197 17.70491803] ; [46.70491803 30.29508197],0
s2,1,0.414156,0.666838,[15 30] ; [31 45],[17.10743802 27.89256198] ; [28.89256198 47.10743802],0
p12,1,0.416638,0.659778,[ 1 44] ; [ 4 72],[ 1.85950413 43.14049587] ; [ 3.14049587 72.85950413],0
d1,1,0.424247,0.638521,[ 1 44] ; [ 4 73],[ 1.8442623 43.1557377] ; [ 3.1557377 73.8442623],0
p3,1,0.428185,0.627742,[11 34] ; [24 53],[12.90983607 32.09016393] ; [22.09016393 54.90983607],0
d2,1,0.455588,0.556713,[12 33] ; [16 61],[10.32786885 34.67213115] ; [17.67213115 59.32786885],0
b2,1,0.461012,0.543435,[10 20] ; [18 25],[11.50684932 18.49315068] ; [16.49315068 26.50684932],0
b3,1,0.461012,0.543435,[10 20] ; [18 25],[11.50684932 18.49315068] ; [16.49315068 26.50684932],0
a4,1,0.480774,0.497106,[ 8 36] ; [18 58],[ 9.53333333 34.46666667] ; [16.46666667 59.53333333],0
