Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,76.851362,[158  96] ; [ 4 73],[124.3141994 129.6858006] ; [37.6858006 39.3141994],1
d3,1,0.0,60.479894,[192  62] ; [20 55],[163.67173252  90.32826748] ; [48.32826748 26.67173252],1
d5,1,0.0,39.407255,[213  41] ; [37 39],[192.42424242  61.57575758] ; [57.57575758 18.42424242],1
r1,1,3e-06,21.8333,[199  54] ; [39 37],[183.0212766  69.9787234] ; [54.9787234 21.0212766],1
a3,1,1.2e-05,19.152171,[177  75] ; [33 44],[160.85106383  91.14893617] ; [49.14893617 27.85106383],1
d2,1,0.000675,11.555812,[118 136] ; [19 58],[105.12990937 148.87009063] ; [31.87009063 45.12990937],1
a5,1,0.001022,10.787349,[180  74] ; [39 38],[168.05438066  85.94561934] ; [50.94561934 26.05438066],0
r4,1,0.0011,10.651987,[226  28] ; [57 20],[217.16616314  36.83383686] ; [65.83383686 11.16616314],0
u2,1,0.001794,9.749166,[50 26] ; [16 28],[41.8 34.2] ; [24.2 19.8],0
a7,1,0.001875,9.66848,[185  69] ; [41 35],[173.95151515  80.04848485] ; [52.04848485 23.95151515],0
u1,1,0.002389,9.223555,[ 40 214] ; [ 2 75],[ 32.22960725 221.77039275] ; [ 9.77039275 67.22960725],0
p9,1,0.002392,9.221596,[217  35] ; [54 22],[208.20731707  43.79268293] ; [62.79268293 13.20731707],0
s5,1,0.002397,9.217278,[ 92 156] ; [14 62],[ 81.13580247 166.86419753] ; [24.86419753 51.13580247],0
u3,1,0.002921,8.856015,[50 25] ; [17 27],[42.22689076 32.77310924] ; [24.77310924 19.22689076],0
b2,1,0.003308,8.629174,[58 90] ; [ 7 38],[49.84455959 98.15544041] ; [15.15544041 29.84455959],0
b3,1,0.003308,8.629174,[58 90] ; [ 7 38],[49.84455959 98.15544041] ; [15.15544041 29.84455959],0
r2,1,0.004492,8.073467,[235  16] ; [64 13],[228.80792683  22.19207317] ; [70.19207317  6.80792683],0
s6,1,0.00527,7.784502,[173  76] ; [39 36],[162.92592593  86.07407407] ; [49.07407407 25.92592593],0
r3,1,0.0099,6.652731,[239  14] ; [65 11],[233.77507599  19.22492401] ; [70.22492401  5.77507599],0
a4,1,0.010258,6.589562,[112 142] ; [21 55],[102.36969697 151.63030303] ; [30.63030303 45.36969697],0
p10,1,0.019812,5.428419,[207  46] ; [52 23],[199.77743902  53.22256098] ; [59.22256098 15.77743902],0
a2,1,0.022257,5.225561,[ 52 202] ; [ 7 70],[ 45.27492447 208.72507553] ; [13.72507553 63.27492447],0
s2,1,0.022625,5.197042,[129 123] ; [28 49],[120.25531915 131.74468085] ; [36.74468085 40.25531915],0
p6,1,0.036102,4.392285,[102 150] ; [21 56],[ 94.21276596 157.78723404] ; [28.78723404 48.21276596],0
b4,1,0.047595,3.924216,[148 106] ; [35 42],[140.42900302 113.57099698] ; [42.57099698 34.42900302],0
