Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,55.702497,[29 53] ; [243  68],[56.75318066 25.24681934] ; [215.24681934  95.75318066],1
s5,1,0.0,41.498612,[ 8 73] ; [151 154],[33.36528497 47.63471503] ; [125.63471503 179.36528497],1
s6,1,0.0,32.979259,[53 31] ; [280  34],[70.28140704 13.71859296] ; [262.71859296  51.28140704],1
s8,1,8e-06,19.92267,[33 53] ; [208 112],[51.04926108 34.95073892] ; [189.95073892 130.04926108],1
p4,1,1.7e-05,18.500991,[38 48] ; [221  98],[54.99753086 31.00246914] ; [204.00246914 114.99753086],1
d4,1,1.9e-05,18.24856,[59 27] ; [280  39],[71.98518519 14.01481481] ; [267.01481481  51.98518519],1
p9,1,0.000239,13.493353,[64 22] ; [287  33],[74.34975369 11.65024631] ; [276.65024631  43.34975369],1
d1,1,0.000367,12.692639,[40 46] ; [217 105],[54.17156863 31.82843137] ; [202.82843137 119.17156863],1
a3,1,0.001044,10.747818,[54 32] ; [256  65],[65.5036855 20.4963145] ; [244.4963145  76.5036855],0
v1,1,0.001774,9.770194,[34 49] ; [187 124],[46.55583756 36.44416244] ; [174.44416244 136.55583756],0
v4,1,0.003822,8.366374,[76  9] ; [310  10],[81.01234568  3.98765432] ; [304.98765432  15.01234568],0
d2,1,0.004974,7.888789,[34 52] ; [181 139],[45.54187192 40.45812808] ; [169.45812808 150.54187192],0
a4,1,0.006707,7.349878,[29 56] ; [163 159],[40.0982801 44.9017199] ; [151.9017199 170.0982801],0
p10,1,0.007304,7.196569,[63 21] ; [279  42],[70.93333333 13.06666667] ; [271.06666667  49.93333333],0
u1,1,0.007698,7.102476,[ 9 77] ; [ 76 246],[17.91666667 68.08333333] ; [ 67.08333333 254.91666667],0
p12,1,0.009613,6.7053,[ 3 81] ; [ 44 276],[ 9.77227723 74.22772277] ; [ 37.22772277 282.77227723],0
a5,1,0.009715,6.686485,[56 30] ; [253  69],[65.13235294 20.86764706] ; [243.86764706  78.13235294],0
v2,1,0.01042,6.561617,[36 46] ; [185 125],[46.22959184 35.77040816] ; [174.77040816 135.22959184],0
n6,1,0.012719,6.207717,[70 16] ; [290  29],[76.44444444  9.55555556] ; [283.55555556  35.44444444],0
d5,1,0.014263,6.005278,[63 23] ; [270  49],[70.71111111 15.28888889] ; [262.28888889  56.71111111],0
a2,1,0.018251,5.57194,[14 72] ; [ 93 229],[22.55392157 63.44607843] ; [ 84.44607843 237.55392157],0
r1,1,0.021208,5.309638,[64 21] ; [276  46],[71.00737101 13.99262899] ; [268.99262899  53.00737101],0
s4,1,0.022186,5.231147,[ 9 77] ; [ 68 250],[16.39108911 69.60891089] ; [ 60.60891089 257.39108911],0
v3,1,0.031931,4.602205,[28 57] ; [142 167],[36.6751269 48.3248731] ; [133.3248731 175.6751269],0
p6,1,0.043887,4.060903,[28 57] ; [143 174],[36.15671642 48.84328358] ; [134.84328358 182.15671642],0
p3,1,0.057197,3.616862,[40 46] ; [185 134],[47.77777778 38.22222222] ; [177.22222222 141.77777778],0
u2,1,0.070882,3.262485,[14 18] ; [41 24],[18.1443299 13.8556701] ; [36.8556701 28.1443299],0
r4,1,0.071801,3.241369,[75 11] ; [300  22],[79.04411765  6.95588235] ; [295.95588235  26.04411765],0
d3,1,0.079796,3.069045,[54 32] ; [232  88],[60.58128079 25.41871921] ; [225.41871921  94.58128079],0
n5,1,0.084921,2.968103,[71 15] ; [286  34],[75.62068966 10.37931034] ; [281.37931034  38.62068966],0
u3,1,0.112294,2.521637,[16 16] ; [44 22],[19.59183673 12.40816327] ; [40.40816327 25.59183673],0
n3,1,0.149584,2.076487,[12  8] ; [43 13],[14.47368421  5.52631579] ; [40.52631579 15.47368421],0
r2,1,0.166942,1.910187,[79  5] ; [308   9],[81.06733167  2.93266833] ; [305.93266833  11.06733167],0
s1,1,0.189614,1.720614,[ 2 82] ; [ 19 300],[ 4.37717122 79.62282878] ; [ 16.62282878 302.37717122],0
a6,1,0.207619,1.587951,[61 25] ; [203 116],[56.05925926 29.94074074] ; [207.94074074 111.05925926],0
a7,1,0.289036,1.124107,[56 30] ; [228  93],[60.00982801 25.99017199] ; [223.99017199  97.00982801],0
p11,1,0.317298,1.000051,[67 19] ; [266  56],[70.19117647 15.80882353] ; [262.80882353  59.19117647],0
a1,1,0.330757,0.945932,[ 3 83] ; [ 20 302],[ 4.84803922 81.15196078] ; [ 18.15196078 303.84803922],0
p5,1,0.338214,0.917189,[10 76] ; [ 50 267],[12.80397022 73.19602978] ; [ 47.19602978 269.80397022],0
p2,1,0.346119,0.887633,[71 15] ; [277  43],[73.71428571 12.28571429] ; [274.28571429  45.71428571],0
a8,1,0.404072,0.696174,[12 71] ; [ 55 244],[14.55759162 68.44240838] ; [ 52.44240838 246.55759162],0
r3,1,0.483589,0.490758,[81  5] ; [307  13],[82.18719212  3.81280788] ; [305.81280788  14.18719212],0
b4,1,0.485436,0.486626,[53 33] ; [185 137],[50.16666667 35.83333333] ; [187.83333333 134.16666667],0
p7,1,0.497044,0.461242,[55 30] ; [214  98],[57.59445844 27.40554156] ; [211.40554156 100.59445844],0
p1,1,0.603197,0.270201,[ 7 79] ; [ 32 288],[ 8.26108374 77.73891626] ; [ 30.73891626 289.26108374],0
b1,1,0.607117,0.264395,[35 51] ; [141 181],[37.09803922 48.90196078] ; [138.90196078 183.09803922],0
p8,1,0.771189,0.084576,[45 41] ; [172 146],[46.19306931 39.80693069] ; [170.80693069 147.19306931],0
n1,1,0.834401,0.043706,[10 10] ; [29 26],[10.4  9.6] ; [28.6 26.4],0
b5,1,0.843637,0.038905,[50 36] ; [191 131],[50.79901961 35.20098039] ; [190.20098039 131.79901961],0
n2,1,0.930618,0.007581,[17  4] ; [45 10],[17.13157895  3.86842105] ; [44.86842105 10.13157895],0
b2,1,0.953997,0.003328,[20 32] ; [ 81 132],[19.81886792 32.18113208] ; [ 81.18113208 131.81886792],0
b3,1,0.953997,0.003328,[20 32] ; [ 81 132],[19.81886792 32.18113208] ; [ 81.18113208 131.81886792],0
