Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,4e-06,21.145983,[2 4] ; [73  5],[5.35714286 0.64285714] ; [69.64285714  8.35714286],1
r3,1,4.6e-05,16.619183,[4 2] ; [77  1],[5.78571429 0.21428571] ; [75.21428571  2.78571429],1
b1,1,0.007015,7.269231,[5 1] ; [23 55],[2. 4.] ; [26. 52.],0
s3,1,0.009065,6.809935,[1 5] ; [54 24],[3.92857143 2.07142857] ; [51.07142857 26.92857143],0
a3,1,0.014445,5.982906,[2 4] ; [61 17],[4.5 1.5] ; [58.5 19.5],0
s2,1,0.021871,5.255999,[1 5] ; [50 28],[3.64285714 2.35714286] ; [47.35714286 30.64285714],0
v4,1,0.022686,5.192397,[4 2] ; [72  5],[5.4939759 0.5060241] ; [70.5060241  6.4939759],0
d1,1,0.037608,4.32265,[1 5] ; [47 31],[3.42857143 2.57142857] ; [44.57142857 33.42857143],0
n3,1,0.050681,3.818782,[1 2] ; [16  3],[2.31818182 0.68181818] ; [14.68181818  4.31818182],0
v2,1,0.062351,3.473715,[1 5] ; [41 32],[3.18987342 2.81012658] ; [38.81012658 34.18987342],0
p9,1,0.080602,3.052731,[3 3] ; [62 15],[4.69879518 1.30120482] ; [60.30120482 16.69879518],0
n6,1,0.090587,2.863905,[2 4] ; [52 25],[3.90361446 2.09638554] ; [50.09638554 26.90361446],0
d3,1,0.11803,2.443269,[3 3] ; [61 17],[4.57142857 1.42857143] ; [59.42857143 18.57142857],0
p10,1,0.11803,2.443269,[3 3] ; [61 17],[4.57142857 1.42857143] ; [59.42857143 18.57142857],0
r1,1,0.11803,2.443269,[3 3] ; [61 17],[4.57142857 1.42857143] ; [59.42857143 18.57142857],0
n2,1,0.21371,1.546111,[1 2] ; [14  6],[1.95652174 1.04347826] ; [13.04347826  6.95652174],0
a4,1,0.217565,1.520362,[1 5] ; [33 45],[2.42857143 3.57142857] ; [31.57142857 46.42857143],0
a5,1,0.227912,1.453846,[3 3] ; [57 21],[4.28571429 1.71428571] ; [55.71428571 22.28571429],0
p6,1,0.243551,1.359923,[1 5] ; [31 45],[2.34146341 3.65853659] ; [29.65853659 46.34146341],0
p5,1,0.255318,1.293967,[1 5] ; [ 4 73],[0.36144578 5.63855422] ; [ 4.63855422 72.36144578],0
v1,1,0.286428,1.136336,[4 2] ; [34 43],[2.74698795 3.25301205] ; [35.25301205 41.74698795],0
s4,1,0.339716,0.911502,[1 5] ; [28 50],[2.07142857 3.92857143] ; [26.92857143 51.07142857],0
b4,1,0.368803,0.807692,[3 3] ; [53 25],[4. 2.] ; [52. 26.],0
d2,1,0.396818,0.717949,[2 4] ; [40 38],[3. 3.] ; [39. 39.],0
n4,1,0.431271,0.619399,[2 4] ; [39 39],[2.92857143 3.07142857] ; [38.07142857 39.92857143],0
p3,1,0.543193,0.369653,[2 4] ; [36 42],[2.71428571 3.28571429] ; [35.28571429 42.71428571],0
p7,1,0.549811,0.357656,[3 3] ; [48 29],[3.68674699 2.31325301] ; [47.31325301 29.68674699],0
a8,1,0.599743,0.275384,[1 5] ; [ 7 64],[0.62337662 5.37662338] ; [ 7.37662338 63.62337662],0
a7,1,0.6247,0.239316,[4 2] ; [59 19],[4.5 1.5] ; [58.5 19.5],0
s6,1,0.6247,0.239316,[5 1] ; [58 20],[4.5 1.5] ; [58.5 19.5],0
s5,1,0.650775,0.204924,[3 3] ; [30 44],[2.475 3.525] ; [30.525 43.475],0
p2,1,0.66989,0.181731,[5 1] ; [59 19],[4.57142857 1.42857143] ; [59.42857143 18.57142857],0
a2,1,0.66989,0.181731,[1 5] ; [19 59],[1.42857143 4.57142857] ; [18.57142857 59.42857143],0
n1,1,0.70386,0.144487,[1 2] ; [ 9 11],[1.30434783 1.69565217] ; [ 8.69565217 11.30434783],0
b5,1,0.713694,0.134615,[3 3] ; [45 33],[3.42857143 2.57142857] ; [44.57142857 33.42857143],0
p8,1,0.733825,0.115628,[3 3] ; [33 44],[2.60240964 3.39759036] ; [33.39759036 43.60240964],0
u3,1,0.736152,0.113538,[3 1] ; [14  3],[3.23809524 0.76190476] ; [13.76190476  3.23809524],0
s8,1,0.760533,0.092892,[3 3] ; [44 34],[3.35714286 2.64285714] ; [43.64285714 34.35714286],0
u2,1,0.779855,0.078125,[3 1] ; [13  3],[3.2 0.8] ; [12.8  3.2],0
b3,1,0.828214,0.047086,[1 2] ; [21 32],[1.17857143 1.82142857] ; [20.82142857 32.17857143],0
b2,1,0.828214,0.047086,[1 2] ; [21 32],[1.17857143 1.82142857] ; [20.82142857 32.17857143],0
d4,1,0.862684,0.029915,[5 1] ; [67 11],[5.14285714 0.85714286] ; [66.85714286 11.14285714],0
d5,1,0.933319,0.007001,[5 1] ; [66 12],[5.07142857 0.92857143] ; [65.92857143 12.07142857],0
v3,1,0.944161,0.004906,[2 4] ; [23 49],[1.92307692 4.07692308] ; [23.07692308 48.92307692],0
p11,1,0.948336,0.004199,[4 2] ; [53 25],[4.07142857 1.92857143] ; [52.92857143 25.07142857],0
a6,1,0.94925,0.004051,[4 2] ; [51 27],[3.92857143 2.07142857] ; [51.07142857 26.92857143],0
p4,1,1.0,0.0,[3 3] ; [39 39],[3. 3.] ; [39. 39.],0
